Id	Key	Text
20131009	KillZoneStarRewardChapterCfgLose	Unrivaled Massacre stage Rank Rewards Chapter not found
20131010	KillZoneStarRewardCfgLose	Unrivaled Massacre Rank Rewards settings not found
20131011	KillZoneStarRewardAlreadyTakeIt	Unrivaled Massacre Rank Rewards claimed
20131012	TakeFarmRewardOnMaxCount	Unrivaled Massacre Instance Rewards maxed
20131013	KillZoneStageCfgOnExist	Unrivaled Massacre stage settings not found
20131014	KillZoneStageOnLock	Unrivaled Massacre stage not cleared
20131015	KillZoneStageNotFarmYet	20131015 Unrivaled Massacre stage Instance not cleared
20131016	KillZoneStageNotRelateChapter	20131016 Unrivaled Massacre stage chapter not set
20131017	KillZoneRobotRepeatUse	20131014 Unrivaled Massacre Bot is repeatedly used
20131018	KillZoneRobotIdNotInConfig	20131015 Unrivaled Massacre Bot ID is not in the configuration range
20131019	KillZoneStageNotInTime	20131016 Unrivaled Massacre is not open yet
20131020	KillZonePreStageNotFinish	20131020 Unrivaled Massacre previous stage not cleared
20131021	KillZoneChapterPreStageIsLock	20131021 Unrivaled Massacre chapter previous stage not unlocked
20131022	KillZoneChapterNotInTime	20131022 Unrivaled Massacre chapter is not open yet
20131023	KillZoneActivityNotInTime	20131023 Killing Event does not start yet
20131024	KillZoneTaleDailyStarRewardRepeat	20131024 Unrivaled Massacre Daily Rewards already claimed
20131025	KillZoneTaleDailyStarRewardCfgNotExist	20131025 Unrivaled Massacre Daily Rewards do not exist
20131026	KillZoneTaleDailyStarRewardStarNotEnough	20131026 Unrivaled Massacre Daily Rewards stars insufficient
20131027	KillZonePluginAlreadyUse	20131027 Slaughter no add-on repeated use
20132001	RpgMakerGameMapIdWrong	Map ID error
20132002	RpgMakerGameMapNotInit	Map is not initialized
20132003	RpgMakerGameMapAlreadyPass	Cleared
20132004	RpgMakerGameMapPlayerAlreadyDead	Player died
20132005	RpgMakerGameMapCannotBackUp	Cannot return
20132006	RpgMakerGameMapRoundFinish	Turns reaches the limit
20132007	RpgMakerGameMapOperateTooOften	Operation is too frequent
20132008	RpgMakerGameStageCfgNotExist	Stage does not exist
20132009	RpgMakerGameChapterNotExist	Chapter does not exist
20132010	RpgMakerGameChapterNotInOpenTime	Chapter unavailable
20132011	RpgMakerGameSelectRoleNotExist	Character does not exist
20132012	RpgMakerGameSelectRoleIsLock	Character locked
20132013	RpgMakerGamePreStageNotFinish	Previous stage not complete
20132014	RpgMakerGameMapConfigError	Map configuration error
20132015	RpgMakerGameMapInnerError	Map Internal error
20132016	RpgMakerGameMapNotOpen	Event has not started
20132017	RpgMakerGameMapAnswerIsUnlock	20132017 Answer already unlocked
20132018	RpgMakerGameMapAnswerTypeError	20132018 Answer type error
20133001	SuperTowerActivityNotOpen	Event has not started
20133002	SuperTowerMapCfgNotExist	Map settings not found
20133003	SuperTowerMapNotOpen	The area is not available yet
20133004	SuperTowerOtherTierIsProceed	Other area's Infinite Abyss is in progress
20133005	SupperTowerStageSubTypeNotDefine	Stage sub-type not set
20133006	SuperTowerStageNotHaveTiers	Current stage floor count not set
20133007	SuperTowerCurTierNotMatchStage	Current floor and stage mismatch
20133008	SuperTowerMapTierInfoNotExist	Current Tower Climb information not found
20133009	SuperTowerFightCharacterNotInMapTierTeam	Deploy character not set in current team
20133010	SuperTowerBagIsFull	Insufficient Add-on Inventory capacity, please first consume or scrap Add-ons
20133011	SuperTowerMapTierNotHaveProgress	No current Infinite Abyss progress
20133012	SuperTowerPluginResolveNumNotEnough	Scrapped Add-on amount insufficient
20133013	SuperTowerTargetCfgNotExist	Target stage settings not found
20133014	SuperTowerTargetStageNotOpen	Target stage not yet available
20133015	SuperTowerPreTargetProgressNotReach	Complete the previous stage first
20133016	SuperTowerFightCharacterIdRepeat	Duplicate character deployed
20133017	SuperTowerPluginCfgNotExist	Add-on settings not found
20133018	SuperTowerPluginCountError	Add-on quantity error
20133019	SuperTowerPluginNotEnough	Add-ons insufficient
20133020	SuperTowerTeamPluginReachMax	Team Add-on limit exceeded
20133021	SuperTowerFightTeamCountError	Number of deployed teams error
20133022	SuperTowerFightTeamCharacterCountError	Team character quantity error
20133023	SuperTowerNotSetFightTeam	Deployed team is not set
20133024	SuperTowerStageNotMatchFightTeam	Target stage and setting mismatch
20133025	SuperTowerTargetPreStageNotFinish	Complete the prerequisite stage first
20133026	SuperTowerTargetStageNotRepeatChallenge	Cannot repeatedly challenge the same stage
20133027	SuperTowerTargetStageIndexError	Stage search error
20133028	SuperTowerRobotInvalid	Null Robot
20133029	SuperTowerRobotIsNotOpened	Robot not yet available
20133030	SuperTowerFightCharacterNotInSetTeam	Deploy character not yet set in current team
20133031	SuperTowerFightPosNotMatchSetTeam	Deploy information and set team mismatch
20133032	SuperTowerStageTeamNotFound	Set team not found
20133033	SuperTowerTargetStageTypeError	Target stage type error
20133034	SuperTowerTargetResultNotProgress	Current target has no progress
20133035	SuperTowerTargetProgressRewardIsGet	Progress reward claimed
20133036	StCharacterNotExist	Character unobtained
20133037	StCharacterAlreadyMountPlugin	Character Add-on already set
20133038	StCharacterCfgNotExist	Character settings not found
20133039	StrongholdPluginNotExist	Add-on unobtained
20133040	StMallRefreshCountIsZero	Add-on Fusion Center refresh data is 0
20133041	SuperTowerMallPluginNotExist	Add-on not found in Add-on Fusion Center
20133042	SuperTowerBagAddPluginFailed	Adding Add-on to Inventory failed
20133043	StCharacterLevelCfgNotExist	Character level not found
20133044	SuperTowerBagCapacityNotEnough	Insufficient Add-on Inventory capacity, cannot advance to the Infinite Abyss. Please first consume or scrap Add-ons
20133045	SuperTowerPluginIdNotExistOnBuyList	Purchased Add-on is not found in purchasable list, please refresh
20133046	SuperTowerBuyPluginRepeat	Add-on already purchased
20133047	SuperTowerCharacterIsAllDie	Infinite Abyss Character insufficient remaining HP
20133048	SuperTowerCaptainPosIsError	Infinite Abyss Leader position setting error
20133049	SuperTowerFirstFightPosIsError	Infinite Abyss starter position setting error
20133050	SuperTowerTierStageFightCharacterError	Please deploy 3 characters
20134001	MineSweepingActivityNotOpen	Event is not available yet
20134002	MineSweepingCanNotFindChapterConfig	Chapter configuration not found
20134003	MineSweepingCanNotFindChapterData	Chapter data not found
20134004	MineSweepingStageNotStart	Stage is locked
20134005	MineSweepingCanNotFindStageConfig	Stage configuration not found
20134006	MineSweepingCanNotFindStageData	Stage data not found
20134007	MineSweepingStageIndexYOutRange	Y axis configuration has exceeded the boundary
20134008	MineSweepingStageIndexXOutRange	X axis configuration has exceeded the boundary
20134009	MineSweepingStageFlagError	MineSweeper marking error
20134010	MineSweepingStageHadStarted	Stage challenge has started
20134011	MineSweepingPreChapterIsNotFinish	Clear the prerequisite chapter to unlock
20134012	MineSweepingPreStageIsNotFinish	Clear the prerequisite stage to unlock
20134013	MineSweepingStageIsNotInThisChapter	Stage's chapter error
20134014	MineSweepingGridIsSwept	The slot is already open
20135001	FashionStoryChapterIsNotFound	20135001 Coating event chapter not found
20135002	FashionStoryChapterIsNotOpen	20135002 Coating event selected chapter not found
20135003	FashionStoryStageIsNotCfg	20135003 Coating event selected Trial stage not set
20135004	FashionStoryStageIsNotOpen	20135004 Coating event selected stage not yet available
20136001	CoupleCombatNotOpen	Event is not available yet
20136002	CoupleCombatCanNotFindActivityTemplate	Event configuration not found
20136003	CoupleCombatCanNotFindStageData	Stage data not found
20136004	CoupleCombatCanNotFindChapterTemplate	Chapter configuration not found
20136005	CoupleCombatCanNotFindStageTemplate	Gameplay stage configuration not found
20136006	CoupleCombatFightMemberDoNotExist	Can't deploy a member that doesn't existent
20136007	CoupleCombatFightMemberCountLimit	Can only deploy two members
20136008	CoupleCombatStageOpenDayLimit	Stage is open later
20136009	CoupleCombatRobotHadBeenUsed	Can't use locked characters
20136010	CoupleCombatChapterNotOpenTime	Chapter not available
20136011	CoupleCombatChapterNotOpenCondition	Chapter unlocking requirement(s) not met
20136012	CoupleCombatCareerSkillNotActive	Class skill not activated
20136013	CoupleCombatCanNotFindCareerSkillTemplate	Class skill configuration not found
20136014	CoupleCombatAddCharacterLose	Failed to add deployed character
20136015	CoupleCombatCanNotSelectMultiSameCareerSkill	You cannot select multiple skills of the same class
20136016	CoupleCombatStageIsNotCurrentActivity	Stage selected does not belong to the ongoing event
20137001	PassportActivityNotOpen	Current Tactical Assessment Manual is not available
20137002	PassportInfoNotExist	Intel info does not exist
20137003	PassportNotUnlock	Intel is locked
20137004	PassportAlreadyUnlocked	Intel is unlocked
20137005	PassportInfoActivityIdNotMatch	Intel not found in current Tactical Assessment Manual
20137006	PassportLevelNotEnough	Insufficient level to claim reward
20137007	PassportNoRewardCanGet	No claimable rewards found
20137008	PassportAlreadyMaxLevel	Highest Rating Level reached
20137009	PassportLevelCfgNotExist	Rating Level info does not exist
20137010	PassportRewardTemplateNotExist	Reward does not exist
20137011	PassportBuyLevelMustBiggerThanNow	Purchase level cannot be lower than current level
20137012	PassportExpConfigError	Intel Value settings error
20137013	PassportRewardAlreadyGot	Reward Claimed
20137014	PassportBuyTimeAlreadyEnd	Current Tactical Assessment Manual purchase window has closed
20137015	PassportBuyExpTranscend	20137015 Unable to purchase Infinite Zone Level
20138001	LimitedLoginQuizIsNull	20136001 Login limit questions not yet reset
20138002	LimitedLoginVerifyInvalidIndex	20136002 Null answer number
20138003	LimitedLoginVerifyQuizAnswered	20136003 Cannot repeatedly answer unified question
20138004	LimitedLoginVerifyQuizId	20136004 Null answer setting ID
20139001	ReportReportInvalidTag	Invalid report tag
20139002	ReportReportIntervalLimited	Report interval not met
20139003	ReportReportTimesLimited	Report limit reached
20139004	ReportReportedPlayerNotExist	Reported player ID data not found
20139005	ReportReportedGuildNotExist	Reported guild ID data not found
20140001	SlotMachinesTemplateNotFound	detector settings not found
20140002	SlotMachinesIconTemplateNotFound	detector symbol settings not found
20140003	SlotMachinesActivityTemplateCanNotFound	detector event not found
20140004	SlotMachinesTemplateIconNotFound	detector symbols not found
20140005	SlotMachinesActivityNotOpen	Event is not available yet
20140006	SlotMachinesActivityIsNotFound	Event is over
20140007	SlotMachinesScoreAlreadyFull	Points full
20140008	SlotMachinesStartConfigNeedPerUnlock	Need to complete the Common Detector before unlocking the Wide-Range Detector
20140009	SlotMachinesPerDataIsNull	No prerequisite detector data
20140010	SlotMachinesNeedAchievePerUnlockScore	Points must reach unlock prerequisite
20140011	SlotMachinesReceiveRewardNotExist	Rewards to claim does not exist
20140012	SlotMachinesScoreIsNotEnough	Not enough points. Cannot claim.
20140013	SlotMachinesRewardIsAlreadyReceive	Reward claimed
20140014	SlotMachinesRockTypeNotFound	detector error
20140015	SlotMachinesCoinEnoughNotNeedBuy	Enough Cell Battery, no need to purchase
20140016	SlotMachinesBuyNumNoMatchNeedNum	The quantity purchased don't match the quantity required
20140101	RoootActivityNotOpen	RoootActivityNotOpen
20140102	RoootActivityIsEnd	RoootActivityIsEnd
20140103	RoootDataError	RoootDataError
20141001	LivWarmActivityNotOpen	Event is not available yet
20141002	LivWarmActivityStageCfgNotExist	Stage configuration not found
20141003	LivWarmActivityStageNotOpen	Stage is not available
20141004	LivWarmActivityRequireStageNotFinish	Previous stage not complete
20141005	LivWarmActivityStageWasFinish	Stage cleared
20141006	LivWarmActivityRewardAlreadyTakeAll	Reward Claimed
20141007	LivWarmActivityDismisCountNotEnough	Insufficient 3-Ping attempts
20142001	LivSoundActivityNotOpen	Event is not available yet
20142002	LivSoundActivityStageCfgNotExist	Stage configuration not found
20142003	LivSoundActivityStageCfgNotOpen	Stage is not available
20142004	LivSoundActivityStageAlreadyWin	Stage cleared
20143001	SameColorGameInnerError	Internal error
20143002	SameColorGameMapInitError	Map initialization failed
20143003	SameColorGameMapPositionError	Illegal coordinates
20143004	SameColorGameMapItemIsNull	Item does not exist
20143005	SameColorGameMapSwapItemFail	Failed to swap item
20143006	SameColorGameMapNotOpen	Event is not available yet
20143007	SameColorGameServiceUnavailable	3-Ping link not available
20143008	SameColorGameBossNotExist	Boss not found
20143009	SameColorGameBossNotUnlock	Boss is locked
20143010	SameColorGameBossNotUnlockCondition	Boss unlocking condition not met
20143011	SameColorGameRoleNotExist	Character does not exist
20143012	SameColorGameRoleNotUnlock	You have not purchased the character
20143013	SameColorGameSkillNotUnlock	Skill locked
20143014	SameColorGameMaxRound	No steps left
20143015	SameColorGameSkillNotExist	Skill does not exist
20143016	SameColorGameSkillCd	Skill is still in cooldown
20143017	SameColorGameSkillParamError	Skill parameter error
20143018	SameColorGameBossIdError	bossId error
20143019	SameColorGameSkillEnergyNotEnoughError	Insufficient Skill Energy
20143020	SameColorGameSkillCannotCancelError	Skill cannot be canceled
20143021	SameColorGameEnergyFullError	Energy is full
20143022	SameColorGameBuffIdNotMatchError	No matching Buff ID found
20143023	SameColorGameNoSkillCdError	No skills in cooldown
20143024	SameColorGameNoSwitchItemCountError	Maximum swaps reached
20144001	SimulateTrainBossNotUnlock	20144001 Simulation Training monster locked
20144002	SimulateTrainBossNotOpen	20144002 Simulation Training monster not activated
20144003	SimulateTrainNotConfig	20144003 Simulation Training configuration not found
20144004	SimulateTrainParamsError	20144004 Simulation Training parameter error
20145001	RunGameActivityNotExist	20145001 Event does not exist
20145002	RunGameChallengeTargetCfgNotExist	20145002 Challenge target configuration not found
20145003	RunGameRewardHadToken	20145003 Reward already claimed
20145004	RunGameTargetNotComplete	20145004 Challenge goal not achieved
20145005	RunGameSelectRobotInvalid	20145005 Illegal character selection
20146001	PickFlipActivityInvalidId	Invalid event
20146002	PickFlipActivityInvalidGroupId	Invalid reward group
20146003	PickFlipActivityInvalidRewardId	Invalid reward
20146004	PickFlipActivityNotOpen	Specified event not available
20146005	PickFlipActivityPickRewardFixedReward	Reward already selected
20146006	PickFlipActivityPickRewardCountNotMatch	Mismatched number of selected rewards
20146007	PickFlipActivityPickRewardNotInCurrentGroup	Reward ID does not belong to the reward group
20146008	PickFlipActivityPickRewardTypeIsNotPick	Reward selected is not a pick reward
20146009	PickFlipActivityPickRewardDumplicatedRewardId	Duplicate Reward ID
20146010	PickFlipActivityPickRewardRandomConfigError	Random reward configuration error
20146011	PickFlipActivityFlipRewardRewardNotFixed	Reward not selected
20146012	PickFlipActivityFlipRewardIndexOverflow	Reward index exceeding valid range
20146013	PickFlipActivityFlipRewardRewardFliped	Reward already flipped over
20146014	PickFlipActivityFinishGroupRewardRemained	Reward(s) not flipped over
20146015	PickFlipActivityFinishGroupNoMoreReward	Reward already claimed with no subsequent reward groups
20146016	PickFlipActivityFlipAddExchangeTimeInvalidTimes	Invalid accumulated exchange attempts
20147001	Regression2NotInRegression	Player is not a returning player
20147002	Regression2ActivityInvaliId	Invalid Returning to Battle Event ID
20147003	Regression2ActivityNotCurrentId	Returning to Battle already ended
20147004	Regression2SignInInvaliId	Invalid Bond Sign-in event
20147005	Regression2SignInIdNotInActivity	Sign-in ID does not belong to the event
20147006	Regression2SignInRewardAlreadyGot	Sign-in reward already claimed
20147007	Regression2SignInUnsatisfied	Sign-in reward requirement(s) not met
20147008	Regression2GachaInvalidId	Invalid Reward ID
20147009	Regression2GachaInvalidGroupId	Invalid Reward Pool ID
20147010	Regression2GachaInvalidTimes	Invalid supply attempts
20147011	Regression2GachaIdGroupIdNotMatch	Reward does not exist in the Returning Supplies reward pool
20147012	Regression2GachaIdPrevGroupIdCoreUnfinished	Returning Supplies reward locked
20147013	Regression2GachaNotInActivity	Returning Supplies participation requirement(s) not met
20147014	Regression2GachaActivityExpired	Returning Supplies already ended
20147015	Regression2GachaRegressionStateNotMatch	Returning Supplies draw requirement(s) not met
20147016	Regression2GachaGroupNoMoreReward	Returning Supplies reward limit reached
20147017	Regression2InviteActivityNotOpen	Brothers in Arms already not available
20147018	Regression2InviteNotInActivity	Invitation does not meet participation requirement(s)
20147019	Regression2InviteNotInvitee	Player's returning does not meet the invitation requirement(s)
20147020	Regression2InviteInvalidId	Brothers in Arms already ended
20147021	Regression2InviteAlreadyBinded	Existing bond with another Commandant
20147022	Regression2InviteInvalidInviteCode	Invalid Invite Code
20147023	Regression2InviteInviteCodeNotInActivity	Invite Code expired
20147024	Regression2InviteOutOfInviteCount	Player has used up their invitation quota
20147025	Regression2InviteRewardInvalidId	Invalid Bond Reward ID
20147026	Regression2InviteRewardIdNotInActivity	Invitation Reward ID does not belong to the event
20147027	Regression2InviteRewardInviteStateNotMatch	Invitation not in the status required by the reward
20147028	Regression2InviteRewardAlreadyGot	Invitation reward already claimed
20147029	Regression2InviteRewardUnsatisfied	Bond Points required by the reward does not met
20148001	AreaWarActivityNotOpen	Event is not available yet
20148002	AreaWarHoleNotUnlock	Buff slot locked
20148003	AreaWarBuffIdAlreadyUnlock	Buff already unlocked
20148004	AreaWarHoleNotMount	Buff slot is empty
20148005	AreaWarHoleNotDemount	Buff slot is occupied
20148006	AreaWarBuffIdNotUnlock	Buff locked
20148007	AreaWarSpecialRoleRewardNotUnlock	Amplification character reward locked
20148008	AreaWarSpecialRoleRewardAlreadyReceived	Amplification character reward already claimed
20148009	AreaWarRankBlockIdError	Ranking ID error
20148010	AreaWarInnerError	Server Battle service not available
20148011	AreaWarBlockIdError	Server Battle Block ID does not exist
20148012	AreaWarDetachConditionError	Dispatch requirement configuration error
20148013	AreaWarDetachConditionNotInit	Dispatch requirement(s) not initialized
20148014	AreaWarBlockNotOpen	Block not available
20148015	AreaWarBlockCannotClean	Block cannot be cleared
20148016	AreaWarNoHangUpReward	No idle reward to claim
20148017	AreaWarBlockAlreadyClean	Block already cleared
20148018	AreaWarPurificationZero	Progress less than 0
20148019	AreaWarRobotNotUnlock	Trial character locked
20148020	AreaWarFightStageNotMatch	Mismatched Server Battle stage
20148021	AreaWarFightUploading	Uploading
20148022	AreaWarRobotIdError	Trial Character ID error
20148023	ConditionManagerAreaWarCleanCountNotFinish	Mismatched number of blocks cleared
20148024	ConditionManagerAreaWarCleanBlockIdNotFinish	Mismatched number of blocks cleared
20149001	SuperSmashBrosActivityModeNotExist	Division does not exist
20149002	SuperSmashBrosActivityCfgNotExist	Event configuration not found
20149003	SuperSmashBrosActivityNotOpen	Event is not available yet
20149004	SuperSmashBrosActivityModeNotOpen	Related division locked
20149005	SuperSmashBrosActivitySelectRoleCountOutOfLimit	Number of characters selected exceeding the range
20149006	SuperSmashBrosActivitySelectMonsterLess	Number of monsters selected must not be less than the designated value
20149007	SuperSmashBrosActivityCaptainPosOutOfRange	Captain position exceeding the range
20149008	SuperSmashBrosActivityFirstFightPosOutOfRange	First battle position exceeding the range
20149009	SuperSmashBrosActivityCharacterIsZero	0 in Character ID
20149010	SuperSmashBrosActivityCharacterPosNotMatch	Mismatched character position
20149011	SuperSmashBrosActivityCharacterPosRepeat	Duplicate character position
20149012	SuperSmashBrosActivitySelectRoleLess	Number of selected characters less than designated value
20149013	SuperSmashBrosActivityCoreCfgLose	Super Core configuration is lost
20149014	SuperSmashBrosActivityCoreLevelNotExist	Super Core Level configuration not found
20149015	SuperSmashBrosActivityStrongAttackOutOfRange	Enhanced ATK exceeding the range
20149016	SuperSmashBrosActivityStrongAttackOverMax	Enhanced ATK exceeding the max limit
20149017	SuperSmashBrosActivityStrongHpOutOfRange	Enhanced HP exceeding the range
20149018	SuperSmashBrosActivityStrongHpOverMax	Enhanced HP exceeding the max limit
20149019	SuperSmashBrosActivityEnergyNotEnough	Insufficient Energy
20149020	SuperSmashBrosActivityNextStageIsNull	Next stage is empty
20149021	SuperSmashBrosActivityNextStageIdNotMatch	Mismatched next stage
20149022	SuperSmashBrosActivityCharacterRepeatUse	Duplicate use of the character
20149023	SuperSmashBrosActivityModeDataLose	Mode data is lost
20149024	SuperSmashBrosActivityCharacterKillAll	All characters are dead
20149025	SuperSmashBrosActivityCaptainPosError	Leader position error
20149026	SuperSmashBrosActivityFirstPosError	First battle position error
20149027	SuperSmashBrosActivityCharacterIdRepeat	Duplicate Character ID
20149028	SuperSmashBrosActivityBattleDataErrorAllCharacterDeath	Battle data all characters dead
20149029	SuperSmashBrosActivityMonsterGroupConfigLose	Monster group configuration is lost
20149030	SuperSmashBrosActivityStageIdLimitMonsterCannotUsed	Stage ID does not allow use of monsters
20149031	SuperSmashBrosActivityModeCfgDataLose	Mode configuration is lost
20149032	SuperSmashBrosActivitySettingDataIsNull	Set data is empty
20149033	SuperSmashBrosActivityEnvLibraryLose	Environment library is lost
20149034	SuperSmashBrosActivityEnvCanotUsed	Environment cannot be used
20149035	SuperSmashBrosActivityEnvCfgNotExist	Environment decoration is lost
20149036	SuperSmashBrosActivityMonsterGroupNotExist	Monster group configuration is lost
20149037	SuperSmashBrosActivityMonsterGroupNotOpen	Monster grout not available
20149038	SuperSmashBrosActivityMonsterLibraryLose	Monster library is lost
20149039	SuperSmashBrosActivityMapLibraryLose	Map library is lost
20149040	SuperSmashBrosActivityMapCfgNotExist	Map configuration is lost
20149041	SuperSmashBrosActivityMapCanotUsed	Map cannot be used
20149042	SuperSmashBrosActivityMapFinish	Map already completed
20149043	SuperSmashBrosActivityMapIsNotNextStage	Map is not the next map
20149044	SuperSmashBrosActivityMosterKillAll	All monsters already killed
20149045	SuperSmashBrosActivityRewardConfigNotExist	Reward configuration not found
20149046	SuperSmashBrosActivityRewardAlreadyTaked	Reward already claimed
20149047	SuperSmashBrosActivityRewardConfigScoreNoEnough	Points required by reward not met
20149048	SuperSmashBrosGetRankFailed	Failed to retrieve leaderboard
20149049	SuperSmashBrosSystemRobotDoNotExist	20149049 Trial character does not exist
20149050	SuperSmashBrosEggException	20149050 Easter egg error
20150001	MemorySaveChapterNotFind	20150001 Memory Rescue: Chapter ID not found
20150002	MemorySavePerNotFinish	20150002 Memory Rescue: Prerequisite stage not completed
20150003	MemorySaveChapterAwardIsGet	20150003 Memory Rescue: Chapter reward already claimed
20150004	MemorySaveChapterNotFinished	20150004 Memory Rescue: Incomplete chapter stage(s)
20150005	MemorySaveChapterNotOpen	20150005 Memory Rescue: Chapter not available
20150006	MemorySaveStageIdNotFind	20150006 Memory Rescue: Stage ID not found
20150007	MemorySaveStageTemplateNotFind	20150007 Memory Rescue: Stage template not found
20150008	MemorySaveStageAwardNotFind	20150008 Memory Rescue: Reward ID not found
20151001	ReviewActivityDataNotExist	Review data not found
20151002	ShareReviewRewardHadToken	Reward already claimed
20151003	ShareReviewRewardNotExist	Reward does not exist
20151004	ReviewActivityNotOpen	Review event not available
20152001	MaverickActivityConfigNotExist	20152001 Event configuration not found
20152002	MaverickPatternConfigNotExist	20152002 Mode configuration not found
20152003	MaverickStageConfigNotExist	20152003 Stage configuration not found
20152004	MaverickLevelUpConfigNotExist	20152004 Upgrade configuration not found
20152005	MaverickMemberConfigNotExist	20152005 Member configuration not found
20152006	MaverickTalentConfigNotExist	20152006 Talent configuration not found
20152007	MaverickMemberDataNotExist	20151007 Member data not found
20152008	MaverickMaxLevelNotExist	20152008 Max member level does not exist
20152009	MaverickHadMaxLevel	20152009 Member already reached the max level
20152010	MaverickTalentHadActive	20152010 Talent already activated
20152011	MaverickTalentHadNotActive	20152011 Talent not activated
20152012	MaverickTalentNotUnlock	20152012 Talent locked
20152013	MaverickLevelUpTotalConsumeFail	20152015 Failed to retrieve member corrupted level total cost info
20152014	MaverickLevelCanNotReset	20152016 Member corrupted level cannot be reset
20152015	MaverickPatternNotOpenTime	20152017 Mode not available
20152016	MaverickCanNotFindFightCharacterId	20152018 Character corresponding to player's deployed bot not found
20152017	MaverickHaveNotFightRobot	20152019 Deployed members cannot be empty
20152018	MaverickAddCharacterLose	20152020 Failed to add deployed character
20152019	MaverickFightOnlyOne	20152021 Only one member can be deployed
20152020	MaverickActivityNotOpen	20152022 Event not available
20153001	DiceGameRewardAlreadyGet	Reward Claimed
20153002	DiceGameRewardScoreNotEnough	Insufficient points. Unable to claim the reward.
20153003	DiceGameCanNotFoundReward	Reward Claimed
20153004	DiceGameIsNotOpen	Event has not started
20153005	DiceGameIsNotFound	Event is over
20153006	DiceGameSelectResultParamError	Option parameter error
20153007	DiceGameNextDice	20153007 Please throw the dice again
20154001	BirthdayPlotDoNotReset	20154001 Birthday Communications: Unable to set the birthday again
20154002	BirthdayPlotCgNotLock	20154002 Birthday Communications: Birthday story locked
20155001	TheatreDifficultyConditionError	Hard mode requirement(s) not met
20155002	TheatreDifficultyAlreadySet	Hard mode configuration already done
20155003	TheatreKeepsakeNotUnlock	Work is locked
20155004	TheatreAdventureAlreadyStart	Adventure already began
20155005	TheatreAdventureNotInit	Adventure not started yet
20155006	TheatreRecruitRefreshCountError	No refresh attempts
20155007	TheatreRecruitCountError	No recruitment attempts
20155008	TheatreRecruitRoleIdError	Recruitment Character ID error
20155009	TheatreRecruitRoleRepeatError	Duplicate recruitment of the character
20155010	TheatreChapterCannotRecruitRoleError	Chapter does not allow character recruitment
20155011	TheatreDecorationIdError	Decoration Item ID error
20155012	TheatreDecorationConditionError	Decoration item requirement(s) not met
20155013	TheatreDecorationMaxLevelError	Decoration item does not have the next level
20155014	TheatrePowerFavorNotUnlock	School rehearsal locked
20155015	TheatrePowerFavorMaxLevelError	School already reached the max level
20155016	TheatrePowerFavorGetRewardError	Duplicate claiming of the faction Affection reward
20155017	TheatreCurNodeNotExit	Node does not exist
20155018	TheatreCurNodeIdError	Node ID error
20155019	TheatreSelectOtherNodeError	Another node selected
20155020	TheatreSlotNotExitError	Slot does not exist
20155021	TheatreSlotStageIdError	Slot Stage ID error
20155022	TheatreChapterNotExitError	Chapter does not exist
20155023	TheatreChapterSkillNotExitError	No skills available for selection
20155024	TheatreAdventureAlreadyStartError	Performance already started. You can only do this after result calculation.
20155025	TheatreCurrentSlotTypeError	Node type error
20155026	TheatreShopNoItemError	No items available for purchase in the shop
20155027	TheatreShopItemCannotBuyRepeatError	Shop items can only be purchased once
20155028	TheatreEventNodeCurStepIdError	Wrong step of the event
20155029	TheatreEventNodeConfigError	Event configuration error
20155030	TheatreEventNodeOptionIdError	Event Option ID error
20155031	TheatreEventNodeOptionNotUnlockError	Event options locked
20155032	TheatreRobotNotUnlockError	Bot locked
20155033	TheatreCharacterNotUnlockError	Bot corresponding to your character not recruited
20155034	TheatreCharacterFaNotEnoughError	Insufficient Power to use your own character
20155035	TheatreTeamCaptainPosError	Leader position error
20155036	TheatreCurrentSlotNotMultiTeamError	Not a multi-team node
20155037	TheatreTeamIndexError	Team ID error
20155038	TheatreMultiTeamNotSaveError	Multi-team mode data not saved
20155039	TheatreMultiTeamCardRepeatError	Multi-team mode does not allow duplicate characters
20155040	TheatreTeamNotSameError	Mismatched team
20155041	TheatreReopenCountNotEnoughError	No restart attempts
20155042	ConditionManagerTheatreChapterIdNotFinish	Chapter not completed
20155043	ConditionManagerTheatreEventStepIdNotFinish	Event step(s) not completed
20155044	TheatreMultiTeamIndexError	Multi-team index error
20155045	ConditionManagerTheatreDecorationLevelNotFinish	Event step(s) not completed
20155046	ConditionManagerTheatreEndingNotFinish	Ending not completed
20156001	ShieldRequestProtocolCanNotUse	20156001 Feature under maintenance. Unable to use.
20157001	ShortStoryInvalidStageId	20156002 Invalid Stage ID
20157002	ShortStoryChapterIsNotExist	20156003 Chapter does not exist
20157003	ShortStoryActivityChapterNotOpen	20156004 Event chapter not available
20157004	ShortStoryStageNotPass	20156005 Stage not cleared
20157005	ShortStoryStageRewardAlready	20156006 Stage reward claimed
20157006	ShortStoryStarRateNotEnough	20156007 Insufficient story collection mission collection rate
20158001	EscapeIsNotOpen	20158001 Event not available
20158101	EscapeStageInvalidId	20158101 Invalid Battle Royale Stage ID
20158102	EscapeStageInvalidChapterId	20158102 Invalid Battle Royale Chapter
20158103	EscapeStageActivityIdDoNotMatch	20158103 Mismatched Battle Royale Event ID
20158104	EscapeStageChapterIdDoNotMatch	20158104 Mismatched Battle Royale chapter
20158105	EscapeStageLayerIdDoNotMatch	20158105 Mismatched Battle Royale floor
