Id	Type	Formula	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]	Params[26]	Params[27]	Params[28]	Params[29]	Desc
84800307	10105		15030106																													Unlocks after clearing Extra Story EX03-7
84800308	10105		15030107																													Unlocks after clearing Extra Story EX03-8
84800309	10105		15030108																													Unlocks after clearing Extra Story EX03-9
84800310	10105		15030109																													Unlocks after clearing Extra Story EX03-10
84800311	10105		15030110																													Unlocks after clearing Extra Story EX03-11
84800312	10105		15030111																													Unlocks after clearing Extra Story EX03-12
84800313	10105		15030112																													Unlocks after clearing Extra Story EX03-13
84800314	10105		15030113																													Unlocks after clearing Extra Story EX03-14
84800315	10105		15030114																													Unlocks after clearing Extra Story EX03-15
84800316	10105		15030115																													Unlocks after clearing Extra Story EX03-16
84800317	10105		15030116																													Unlocks after clearing Extra Story EX03-17
84800318	10105		15030117																													Unlocks after clearing Extra Story EX03-18
84800319	10105		15030118																													Unlocks after clearing Extra Story EX03-19
84800401	10105		15010501																													Unlocks after clearing Extra Story EX04-1
84800402	10105		15010502																													Unlocks after clearing Extra Story EX04-2
84800403	10105		15010503																													Unlocks after clearing Extra Story EX04-3
84800404	10105		15010504																													Unlocks after clearing Extra Story EX04-4
84800405	10105		15010505																													Unlocks after clearing Extra Story EX04-5
84800406	10105		15010506																													Unlocks after clearing Extra Story EX04-6
84800407	10105		15010507																													Unlocks after clearing Extra Story EX04-7
84800408	10105		15010508																													Unlocks after clearing Extra Story EX04-8
84800409	10105		15010509																													Unlocks after clearing Extra Story EX04-9
84800410	10105		15010510																													Unlocks after clearing Extra Story EX04-10
84800411	10105		15010511																													Unlocks after clearing Extra Story EX04-11
84800412	10105		15010512																													Unlocks after clearing Extra Story EX04-12
84800413	10105		15010513																													Unlocks after clearing Extra Story EX04-13
84800414	10105		15010514																													Unlocks after clearing Extra Story EX04-14
84800415	10105		15010515																													Unlocks after clearing Extra Story EX04-15
84800416	10105		15010516																													Unlocks after clearing Extra Story EX04-16
84800417	10105		15010517																													Unlocks after clearing Extra Story EX04-17
84800418	10105		15010518																													Unlocks after clearing Extra Story EX04-18
84800419	10105		15010519																													Unlocks after clearing Extra Story EX04-19
84800420	10105		15010520																													Unlocks after clearing Extra Story EX04-20
84800501	10105		15010601																													Unlocks after clearing Extra Story EX05-1
84800502	10105		15010602																													Unlocks after clearing Extra Story EX05-2
84800503	10105		15010603																													Unlocks after clearing Extra Story EX05-3
84800504	10105		15010604																													Unlocks after clearing Extra Story EX05-4
84800505	10105		15010605																													Unlocks after clearing Extra Story EX05-5
84800506	10105		15010606																													Unlocks after clearing Extra Story EX05-6
84800507	10105		15010607																													Unlocks after clearing Extra Story EX05-7
84800508	10105		15010608																													Unlocks after clearing Extra Story EX05-8
84800509	10105		15010609																													Unlocks after clearing Extra Story EX05-9
84800510	10105		15010610																													Unlocks after clearing Extra Story EX05-10
84800511	10105		15010612																													Unlocks after clearing Extra Story EX05-11
84800512	10105		15010613																													Unlocks after clearing Extra Story EX05-12
84900101	10105		16010101																													Unlocks after clearing Extra Hidden Story EX01-1
84900102	10105		16010102																													Unlocks after clearing Extra Hidden Story EX01-2
84900103	10105		16010103																													Unlocks after clearing Extra Hidden Story EX01-3
84900104	10105		16010104																													Unlocks after clearing Extra Hidden Story EX01-4
84900105	10105		16010105																													Unlocks after clearing Extra Hidden Story EX01-5
84900106	10105		16010106																													Unlocks after clearing Extra Hidden Story EX01-6
84900107	10105		16010107																													Unlocks after clearing Extra Hidden Story EX01-7
84900108	10105		16010108																													Unlocks after clearing Extra Hidden Story EX01-8
84900201	10105		16020101																													Unlocks after clearing Extra Hidden Story EX02-1
84900202	10105		16020102																													Unlocks after clearing Extra Hidden Story EX02-2
84900203	10105		16020103																													Unlocks after clearing Extra Hidden Story EX02-3
84900204	10105		16020104																													Unlocks after clearing Extra Hidden Story EX02-4
84900205	10105		16020105																													Unlocks after clearing Extra Hidden Story EX02-5
84900206	10105		16020106																													Unlocks after clearing Extra Hidden Story EX02-6
84900207	10105		16020107																													Unlocks after clearing Extra Hidden Story EX02-7
84900208	10105		16020108																													Unlocks after clearing Extra Hidden Story EX02-8
84900301	10105		16030101																													Unlocks after clearing Extra Hidden Story EX03-1
84900302	10105		16030102																													Unlocks after clearing Extra Hidden Story EX03-2
84900303	10105		16030103																													Unlocks after clearing Extra Hidden Story EX03-3
84900401	10105		15010521																													Unlocks after clearing Extra Hidden Story EX04-1
84900402	10105		15010522																													Unlocks after clearing Extra Hidden Story EX04-2
84900403	10105		15010523																													Unlocks after clearing Extra Hidden Story EX04-3
84900404	10105		15010524																													Unlocks after clearing Extra Hidden Story EX04-4
84900405	10105		15010525																													Unlocks after clearing Extra Hidden Story EX04-5
84900406	10105		15010526																													Unlocks after clearing Extra Hidden Story EX04-6
84900407	10105		15010527																													Unlocks after clearing Extra Hidden Story EX04-7
84900408	10105		15010528																													Unlocks after clearing Extra Hidden Story EX04-8
84900501	10105		15010621																													Unlocks after clearing Extra Hidden Story EX05-1
84900502	10105		15010626																													Unlocks after clearing Extra Hidden Story EX05-2
84900503	10105		15010627																													Unlocks after clearing Extra Hidden Story EX05-3
84900504	10105		15010628																													Unlocks after clearing Extra Hidden Story EX05-4
84900505	10105		15010622																													Unlocks after clearing Extra Hidden Story EX05-5
84900506	10105		15010629																													Unlocks after clearing Extra Hidden Story EX05-6
84900507	10105		15010623																													Unlocks after clearing Extra Hidden Story EX05-7
84900508	10105		15010624																													Unlocks after clearing Extra Hidden Story EX05-8
84900509	10105		15010625																													Unlocks after clearing Extra Hidden Story EX05-9
84900510	10105		15010630																													Unlocks after clearing Extra Hidden Story EX05-10
84900511	10105		15010631																													Unlocks after clearing Extra Hidden Story EX05-11
84900512	10105		15010632																													Unlocks after clearing Extra Hidden Story EX05-12
84600101	10105		30150136																													Unlocks after clearing Path of Stars "Story Stage A-1"
84600102	10105		30150137																													Unlocks after clearing Path of Stars "Story Stage A-2"
84600103	11111		16																													Unlocks after clearing 16 locations in Path of Stars
84600104	10105		30150138																													Unlocks after clearing Path of Stars "Story Stage B-1"
84600105	10105		30150139																													Unlocks after clearing Path of Stars "Story Stage B-2"
84600106	11111		32																													Unlocks after clearing 32 locations in Path of Stars
84600107	10105		30150140																													Unlocks after clearing Path of Stars "Story Stage C-1"
84600108	10105		30150141																													Unlocks after clearing Path of Stars "Story Stage C-2"
84600109	11111		48																													Unlocks after clearing 48 locations in Path of Stars
84600110	10105		30150142																													Unlocks after clearing Path of Stars "Story Stage D-1"
84600111	10105		30150143																													Unlocks after clearing Path of Stars "Story Stage D-2"
84600112	11111		64																													Unlocks after clearing 64 locations in Path of Stars
84600113	10105		30150144																													Unlocks after clearing Path of Stars "Story Stage E-1"
84600114	10105		30150145																													Unlocks after clearing Path of Stars "Story Stage E-2"
84600115	11111		80																													Unlocks after clearing 80 locations in Path of Stars
84600120	11111		16																													Unlocks after clearing 16 nodes in Legend of the Executor - GR
84600121	11111		32																													Unlocks after clearing 32 nodes in Legend of the Executor - GR
84600122	11111		48																													Unlocks after clearing 48 nodes in Legend of the Executor - GR
84600123	11111		64																													Unlocks after clearing 64 nodes in Legend of the Executor - GR
84600124	11111		80																													Unlocks after clearing 80 nodes in Legend of the Executor - GR
84600125	11111		96																													Unlocks after clearing 96 nodes in Legend of the Executor - GR
84600126	11111		112																													Unlocks after clearing 112 nodes in Legend of the Executor - GR
84600127	11111		128																													Unlocks after clearing 128 nodes in Legend of the Executor - GR
84600128	11111		144																													Unlocks after clearing 144 nodes in Legend of the Executor - GR
84600129	11111		160																													Unlocks after clearing 160 nodes in Legend of the Executor - GR
84600130	11111		16																													Unlocks after clearing 16 locations in Wendigo
84600131	11111		32																													Unlocks after clearing 32 locations in Wendigo
84600132	11111		48																													Unlocks after clearing 48 locations in Wendigo
84600133	11111		64																													Unlocks after clearing 64 locations in Wendigo
84600134	11111		80																													Unlocks after clearing 80 locations in Wendigo
84600135	11111		96																													Unlocks after clearing 96 locations in Wendigo
84600136	11111		112																													Unlocks after clearing 112 locations in Wendigo
84600137	11111		128																													Unlocks after clearing 128 locations in Wendigo
84600138	11111		144																													Unlocks after clearing 144 locations in Wendigo
84600139	11111		160																													Unlocks after clearing 160 locations in Wendigo
84600140	11111		16																													Unlocks after clearing 16 locations in Book of Toro
84600141	11111		17																													Unlocks after clearing 17 locations in Book of Toro
84600142	11111		32																													Unlocks after clearing 32 locations in Book of Toro
84600143	11111		33																													Unlocks after clearing 33 locations in Book of Toro
84600144	11111		48																													Unlocks after clearing 48 locations in Book of Toro
84600145	11111		49																													Unlocks after clearing 49 locations in Book of Toro
84600146	11111		80																													Unlocks after clearing 80 locations in Book of Toro
84600147	11111		160																													Unlocks after clearing 160 locations in Book of Toro
84600201	15106		1																													Unlocks after clearing any Joint Warfare stage
84600202	10101		200																													Unlocks after Elegy of Nightmare event ends
84600203	10141		2																													RPG Phase 2 team level reaches 2 (Activate Guide)
84600301	10105		10130150																													Unlocks after clearing "Stranded" Event Stage 1
84600302	10105		10130151																													Unlocks after clearing "Stranded" Event Stage 2
84600311	10105		30130401																													Unlocks after clearing "Summer Pockets" Event Stage 1
84600312	10105		30130402																													Unlocks after clearing "Summer Pockets" Event Stage 2
84600313	10105		30130403																													Unlocks after clearing "Summer Pockets" Event Stage 3
84600314	10105		30130404																													Unlocks after clearing "Summer Pockets" Event Stage 4
84600315	10105		30130405																													Unlocks after clearing "Summer Pockets" Event Stage 5
84600316	10105		30130406																													Unlocks after clearing "Summer Pockets" Event Stage 6
84600317	10105		30130407																													Unlocks after clearing "Summer Pockets" Event Stage 7
84600320	10105		30130501																													Unlocks after clearing "Moonlit Night" Event Stage 1
84600321	10105		30130502																													Unlocks after clearing "Moonlit Night" Event Stage 2
84600322	10105		30130503																													Unlocks after clearing "Moonlit Night" Event Stage 3
84600323	10105		30130504																													Unlocks after clearing "Moonlit Night" Event Stage 4
84600330	10105		30130701																													Unlocks after clearing "Fist of the Taoist" Event Stage 1
84600331	10105		30130702																													Unlocks after clearing "Fist of the Taoist" Event Stage 2
84600332	10105		30130703																													Unlocks after clearing "Fist of the Taoist" Event Stage 3
84600333	10105		30130704																													Unlocks after clearing "Fist of the Taoist" Event Stage 4
84600334	10105		30130705																													Unlocks after clearing "Fist of the Taoist" Event Stage 5
84600335	10105		30130706																													Unlocks after clearing "Fist of the Taoist" Event Stage 6
84600340	10105		15020150																													Unlocks after clearing Event Stage "On the Snow"
84600341	10105		15020151																													Unlocks after clearing Event Stage "Test Subject Rosetta"
84600342	10105		15020152																													Unlocks after clearing Event Stage "Depart"
84600350	10105		30200097																													Unlocks after clearing "Virtual Horizon" Week I SP-01
84600351	10105		30200098																													Unlocks after clearing "Virtual Horizon" Week I SP-02
84600352	10105		30200099																													Unlocks after clearing "Virtual Horizon" Week I SP-03
84600353	10105		30200100																													Unlocks after clearing "Virtual Horizon" Week I SP-04
84600354	10105		30200101																													Unlocks after clearing "Virtual Horizon" Week II SP-01
84600355	10105		30200102																													Unlocks after clearing "Virtual Horizon" Week II SP-02
84600356	10105		30200103																													Unlocks after clearing "Virtual Horizon" Week II SP-03
84600357	10105		30200104																													Unlocks after clearing "Virtual Horizon" Week II SP-04
84600358	10105		30200105																													Unlocks after clearing "Virtual Horizon" Week III SP-01
84600359	10105		30200106																													Unlocks after clearing "Virtual Horizon" Week III SP-02
84600360	10105		30200107																													Unlocks after clearing "Virtual Horizon" Week III SP-03
84600361	10105		30200108																													Unlocks after clearing "Virtual Horizon" Week III SP-04
84600362	10105		30200109																													Unlocks after clearing "Virtual Horizon" Week IV SP-01
84600363	10105		30200110																													Unlocks after clearing "Virtual Horizon" Week IV SP-02
84600364	10105		30200111																													Unlocks after clearing "Virtual Horizon" Week IV SP-03
84600365	10105		30200112																													Unlocks after clearing "Virtual Horizon" Week IV SP-04
84600366	10105		30210104																													Clear Stage 6 of Horizon
84600367	10125		3																													Recruitment Level reached 3
84600368	10105		30210110																													Clear Stage 12 of Horizon
84600369	10105		30210118																													Clear Stage 20 of Horizon
84600370	10124		5																													Endless stage reaches Wave 5
84600371	10105		30210131																													Clear Stage 6 of Horizon
84600372	10125		3																													Recruitment Level reached 3
84600373	10105		30210137																													Clear Stage 12 of Horizon
84600374	10105		30210145																													Clear Stage 20 of Horizon
84600375	10124		5																													Endless stage reaches Wave 5
84600376	10105		30210158																													Clear Stage 6 of Horizon
84600377	10125		3																													Recruitment Level reached 3
84600378	10105		30210164																													Clear Stage 12 of Horizon
84600379	10105		30210172																													Clear Stage 20 of Horizon
84600380	10124		5																													Endless stage reaches Wave 5
84600381	10105		30210185																													Clear Stage 6 of Horizon
84600382	10125		3																													Recruitment Level reached 3
84600383	10105		30210191																													Clear Stage 12 of Horizon
84600384	10105		30210199																													Clear Stage 20 of Horizon
84600385	10124		5																													Endless stage reaches Wave 5
84600386	10105		30161504																													Clear Into the Deep Mechanoid Fitting Musou. 04
84600387	10105		30161508																													Clear Into the Deep Accelerated Sync Musou. 08
84600388	10144		1	36																												Get 36★ from Into the Deep stages on Normal Difficulty
84600390	10105		30201121																													1st Clear Modify Challenge Stage 1
84600391	10105		30201171																													1st Clear Modify Challenge Phase 2 Stage 1
84600401	10105		30130301																													Unlocks after clearing "Unforgotten Holiday" Event Stage 1
84600402	10105		30130302																													Unlocks after clearing "Unforgotten Holiday" Event Stage 2
84600403	10105		30130303																													Unlocks after clearing "Unforgotten Holiday" Event Stage 3
84600404	10105		30130304																													Unlocks after clearing "Unforgotten Holiday" Event Stage 4
84600405	10105		30130305																													Unlocks after clearing "Unforgotten Holiday" Event Stage 5
84600406	10105		30130306																													Unlocks after clearing "Unforgotten Holiday" Event Stage 6
84600407	10105		30130307																													Unlocks after clearing "Unforgotten Holiday" Event Stage 7
84600411	10105		30210220																													Clear Season 3 Horizon Week 1 Floor 5 Stage 1
84600412	10105		30210221																													Clear Season 3 Horizon Week 1 Floor 5 Stage 2
84600413	0	84600411&84600412																														Clear Season 3 Horizon Week 1 Floor 5
84600414	10105		30210231																													Clear Season 3 Horizon Week 1 Floor 9 Stage 1
84600415	10105		30210232																													Clear Season 3 Horizon Week 1 Floor 9 Stage 2
84600416	10105		30210233																													Clear Season 3 Horizon Week 1 Floor 9 Stage 3
84600417	0	84600414&84600415&84600416																														Clear Season 3 Horizon Week 1 Floor 9
84600418	10105		30210290																													Clear Season 3 Horizon Week 2 Floor 5 Stage 1
84600419	10105		30210291																													Clear Season 3 Horizon Week 2 Floor 5 Stage 2
84600420	0	84600418&84600419																														Clear Season 3 Horizon Week 2 Floor 5
84600421	10105		30210301																													Clear Season 3 Horizon Week 2 Floor 9 Stage 1
84600422	10105		30210302																													Clear Season 3 Horizon Week 2 Floor 9 Stage 2
84600423	10105		30210303																													Clear Season 3 Horizon Week 2 Floor 9 Stage 3
84600424	0	84600421&84600422&84600423																														Clear Season 3 Horizon Week 2 Floor 9
84600425	10105		30210242																													Clear Season 3 Horizon Week 3 Floor 5 Stage 1
84600426	10105		30210243																													Clear Season 3 Horizon Week 3 Floor 5 Stage 2
84600427	0	84600425&84600426																														Clear Season 3 Horizon Week 3 Floor 5
84600428	10105		30210312																													Clear Season 3 Horizon Week 4 Floor 5 Stage 1
84600429	10105		30210313																													Clear Season 3 Horizon Week 4 Floor 5 Stage 2
84600430	0	84600428&84600429																														Clear Season 3 Horizon Week 4 Floor 5
84600501	11110		1	1																												Unlocks after clearing 1 Babel Tower Stage of the current phase (at least at Lv.1)
84600601	10105		15010401																													Unlocked after clearing Collab Event "Untold Naraka" Stage - The Cavern of Dawn
84600602	10105		15010402																													Unlocked after clearing Collab Event "Untold Naraka" Stage - Everlasting War
84600603	10105		15010403																													Unlocked after clearing Collab Event "Untold Naraka" Stage - Cycle of War
84600604	10105		15010404																													Unlocked after clearing Collab Event "Untold Naraka" Stage - The Bottom of Blood - Side A
84600605	10105		15010405																													Unlocked after clearing Collab Event "Untold Naraka" Stage - The Bottom of Blood - Side B
84600606	10105		15010406																													Unlocked after clearing Collab Event "Untold Naraka" Stage - False Relationship
84600607	10105		15010407																													Unlocked after clearing Collab Event "Untold Naraka" Stage - Blood & Flower
84600608	10105		15010408																													Unlocked after clearing Collab Event "Untold Naraka" Stage - World Collapsed
84600609	10105		15010409																													Unlocked after clearing Collab Event "Untold Naraka" Stage - The Strip of Truth
84600610	10105		15010410																													Unlocked after clearing Collab Event "Untold Naraka" Stage - Machiavelli
84600701	10105		30130901																													Unlocked after clearing Event "Sea of Stars" Stage - Special Comms
84600702	10105		30130902																													Unlocked after clearing Event "Sea of Stars" Stage - Oasis Flower
84600703	10105		30130903																													Unlocked after clearing Event "Sea of Stars" Stage - Best Partners
84600704	10105		30130904																													Unlocked after clearing Event "Sea of Stars" Stage - Kids Taking Over
84600705	10105		30130905																													Unlocked after clearing Event "Sea of Stars" Stage - Meeting Eden
84600706	10105		30130906																													Unlocked after clearing Event "Sea of Stars" Stage - Whisper from the Stars
84600801	10105		30131014																													Unlocked after clearing Event "Ring in the New Year" Stage - Day XX, A Reunion
84600802	10105		30131015																													Unlocked after clearing Event "Ring in the New Year" Stage - Unknown Discovery
84600901	10105		30211001																													Clear event "Micawberism Cloisters" stage MC-01
84600902	10105		30211010																													Please clear the Archer's Chapter first
84600903	10105		30211020																													Please clear the Knight's Chapter first
84600904	10105		30211030																													Please clear the Guard's Chapter first
84600905	10105		30211040																													Please clear the Assassin's Chapter first
84601001	10111		11967																													Unlocked after claiming the mission rewards of Couplet [Everlasting stars]
84601002	10111		11968																													Unlocked after claiming the mission rewards of Couplet [Wish come true]
84601003	10111		11969																													Unlocked after claiming the mission rewards of Couplet [Revolution]
84601004	10111		11970																													Unlocked after claiming the mission rewards of Couplet [Unyielding will]
84601005	10111		11971																													Unlocked after claiming the mission rewards of Couplet [Dream from afar]
84601101	10105		30131101																													Unlocked after clearing Event "Farewell to the Past Year" Stage ONY-1
84601102	10105		30131102																													Unlocked after clearing Event "Farewell to the Past Year" Stage ONY-2
84601103	10105		30131103																													Unlocked after clearing Event "Farewell to the Past Year" Stage ONY-3
84601104	10105		30131104																													Unlocked after clearing Event "Farewell to the Past Year" Stage ONY-4
84601105	10105		30131105																													Unlocked after clearing Event "Farewell to the Past Year" Stage ONY-5
84601106	10105		30131106																													Unlocked after clearing Event "Farewell to the Past Year" Stage ONY-6
84601107	10105		30131107																													Unlocked after clearing Event "Farewell to the Past Year" Stage ONY-7
84601108	10105		30131108																													Unlocked after clearing Event "Farewell to the Past Year" Stage ONY-8
84601109	10105		30131109																													Unlocked after clearing Event "Farewell to the Past Year" Stage ONY-9
84601110	10105		30131110																													Unlocked after clearing Event "Farewell to the Past Year" Stage ONY-10
84601111	10105		30131111																													Unlocked after clearing Event "Farewell to the Past Year" Stage ONY-11
84601112	10105		30131112																													Unlocked after clearing Event "Farewell to the Past Year" Stage ONY-12
84601200	10101		52																													Unlocks at Commandant Lv.52
84601201	10111		17221																													Requires the completion of the mission of "Hope in Hands I"
84601202	10111		17222																													Requires the completion of the mission of "Hope in Hands II"
84601203	10111		17223																													Requires the completion of the mission of "Hope in Hands III"
84601204	10111		17224																													Requires the completion of the mission of "Hope in Hands IV"
84601205	23001		221																													Unlocked during Round of 24 voting period
84601206	23001		222																													Unlocked during Round of 12 voting period
84601207	23001		223																													Unlocked during Round of 6 voting period
84601208	23001		224																													Unlocked during Round of 3 voting period
84601209	11101		62506	1																												Own 1 Contact Terminal
84601210	11101		62504	360																												Own 360 Joy
84601211	23001		9102																													Round of 27
84601212	23001		9104																													Round of 24 Available
84601213	23001		9106																													Round of 18 First Half Available
84601214	23001		9107																													Round of 18 Second Half Available
84601215	23001		9109																													Round of 6 Available
84601216	11101		62514	700																												Have 360 Joy (2023) item
84601217	23001		9111																													Round of 3 Available
84601301	10105		30131201																													Unlocks after clearing "Weirdlands Adventure" Event Stage AFD-1
84601302	10105		30131202																													Unlocks after clearing "Weirdlands Adventure" Event Stage AFD-2
84601303	10105		30131203																													Unlocks after clearing "Weirdlands Adventure" Event Stage AFD-3
84601304	10105		30131204																													Unlocks after clearing "Weirdlands Adventure" Event Stage AFD-4
84601305	10105		30131205																													Unlocks after clearing "Weirdlands Adventure" Event Stage AFD-5
84601306	10105		30131206																													Unlocks after clearing "Weirdlands Adventure" Event Stage AFD-6
84601307	10105		30131207																													Unlocks after clearing "Weirdlands Adventure" Event Stage AFD-7
84601308	10105		30131208																													Unlocks after clearing "Weirdlands Adventure" Event Stage AFD-8
84601309	10105		30131209																													Unlocks after clearing "Weirdlands Adventure" Event Stage AFD-9
84601401	10105		30101101																													Unlock by clearing "Adaptation Fitting" Stage CRA-1
84601402	10105		30101102																													Unlock by clearing "Adaptation Fitting" Stage CRA-2
84601403	10105		30101008																													Unlock by clearing "Adaptation Fitting" Stage CRA-3
84601500	10101		52																													Unlocks at Commandant Lv.52
84601501	10145		1103	1																												Unlocks Add-on Fusion Center after clearing NF1-3.
84601502	10145		1106	5																												Unlocks Ultralimit Simulation after clearing NF1-6 Wave 5.
84601503	10145		1106	5																												Unlocks SP Character after clearing NF1-6 Wave 5.
84601504	10145		1206	5																												Unlocks Multi-teams Challenge after clearing NF2-6 Wave 5.
84601505	10145		1307	5																												Unlocks Special Enhancement after clearing NF3-7 Wave 5.
84601506	11101		62802	200																												Own 200 Data Tracks
84601601	10105		30101121																													Unlocks after clearing Adaptation Fitting "Frost Oath" Stage FV-1
84601602	10105		30101012																													Unlocks after clearing Adaptation Fitting "Frost Oath" Stage FV-2
84601603	10105		30101123																													Unlocks after clearing Adaptation Fitting "Frost Oath" Stage FV-3
84601604	10105		30101124																													Unlocks after clearing Adaptation Fitting "Frost Oath" Stage FV-4
84601605	10105		30101125																													Unlocks after clearing Adaptation Fitting "Frost Oath" Stage FV-5
84601701	16002		56																													Unlocks after clearing High-risk Dark block, Area 4
84601702	16002		42																													Unlocks after clearing High-risk Dark block, Area 3
84601703	16002		42																													Unlocks after clearing High-risk Dark block, Area 3
84601704	16002		29																													Unlocks after clearing Dark Block, Area 2
84601705	16002		14																													Unlocks after clearing Dark Block, Area 1
84601706	16001		10																													Unlocks after clearing 10 blocks
84601707	16001		25																													Unlocks after clearing 25 blocks
84601708	16001		40																													Unlocks after clearing 40 blocks
84601709	16001		35																													Unlocks after clearing 35 blocks
84601710	16001		30																													Unlocks after clearing 30 blocks
84601711	16001		45																													Unlocks after clearing 45 blocks
84601712	16001		5																													Unlocks after clearing 5 blocks
84601713	16001		10																													Unlocks after clearing 10 blocks
84601714	16001		10																													Unlocks after clearing 10 blocks
84601715	16001		15																													Unlocks after clearing 15 blocks
84601716	16001		20																													Unlocks after clearing 20 blocks
84601717	16001		25																													Unlocks after clearing 25 blocks
84601800	10101		52																													Unlocks at Commandant Lv.52
84601901	10105		30131113																													Clear "Fortune of Tiger" XC-1 to unlock
84601902	10105		30131114																													Clear "Fortune of Tiger" XC-2 to unlock
84601903	10105		30131115																													Clear "Fortune of Tiger" XC-3 to unlock
84601904	10105		30131116																													Clear "Fortune of Tiger" XC-4 to unlock
84601905	10105		30131117																													Clear "Fortune of Tiger" XC-5 to unlock
84601906	10105		30131118																													Clear "Fortune of Tiger" XC-6 to unlock
84601907	10105		30131119																													Clear "Fortune of Tiger" XC-7 to unlock
84601908	10105		30131120																													Clear "Fortune of Tiger" XC-8 to unlock
84601909	10105		30131121																													Clear "Fortune of Tiger" XC-9 to unlock
84601910	10105		30131122																													Clear "Fortune of Tiger" XC-10 to unlock
84601911	10105		30131123																													Clear "Fortune of Tiger" XC-11 to unlock
84602001	10105		30130507																													Clear "White Wishes" Stage IS-1 to unlock
84602002	10105		30130508																													Clear "White Wishes" Stage IS-2 to unlock
84602003	10105		30130505																													Clear "White Wishes" Stage IS-3 to unlock
84602004	10105		30130509																													Clear "White Wishes" Stage IS-4 to unlock
84602005	10105		30130510																													Clear "White Wishes" Stage IS-5 to unlock
84602006	10105		30130511																													Clear "White Wishes" Stage IS-6 to unlock
84602007	10105		30130512																													Clear "White Wishes" Stage IS-7 to unlock
84602008	10105		30130506																													Clear "White Wishes" Stage IS-8 to unlock
84602101	10152		151																													A gift from Lee after giving [Radiant Comradery]
84602102	10152		152																													A gift from Lucia after giving [Radiant Comradery]
84602103	10152		153																													A gift from Liv after giving [Radiant Comradery]
84602104	10152		154																													A gift from Bianca after giving [Radiant Comradery]
84602105	10152		155																													A gift from Nanami after giving [Radiant Comradery]
84602106	10152		156																													A gift from Kamui after giving [Radiant Comradery]
84602107	10152		157																													A gift from Karenina after giving [Radiant Comradery]
84602108	10152		158																													A gift from Watanabe after giving [Radiant Comradery]
84602109	10152		159																													A gift from Ayla after giving [Radiant Comradery]
84602110	10152		160																													A gift from Sophia after giving [Radiant Comradery]
84602111	10152		161																													A gift from Chrome after giving [Radiant Comradery]
84602112	10152		162																													A gift from Vera after giving [Radiant Comradery]
84602113	10152		163																													A gift from Rosetta after giving [Radiant Comradery]
84602114	10152		164																													A gift from Changyu after giving [Radiant Comradery]
84602115	10152		165																													A gift from Luna after giving [Radiant Comradery]
84602116	10152		166																													A gift from Wanshi after giving [Radiant Comradery]
84602117	10152		167																													A gift from No. 21 after giving [Radiant Comradery]
84602118	10152		168																													A gift from Camu after giving [Radiant Comradery]
84602119	10152		169																													A gift from Qu after giving [Radiant Comradery]
84602120	10152		170																													A gift from Selena after giving [Radiant Comradery]
84602121	10152		171																													A gift from Roland after giving [Radiant Comradery]
84602122	10152		172																													A gift from Pulao after giving [Radiant Comradery]
84602123	10152		173																													A gift from Haicma after giving [Radiant Comradery]
84602124	10152		174																													A gift from α after giving [Radiant Comradery]
84602125	10152		175																													
84602126	10152		176																													
84602127	10152		177																													
84602128	10152		178																													
84602129	10152		179																													
84602130	10152		180																													
84602131	10152		181																													
84602132	10152		182																													
84602133	10152		183																													
84602134	10152		184																													
84602135	10152		185																													
84602136	10152		186																													
84602137	10152		187																													
84602138	10152		188																													
84602201	10105		30131124																													Clear Dumplings and Dragons SOW-01 to unlock
84602202	10105		30131125																													Clear Dumplings and Dragons SOW-02 to unlock
84602203	10105		30131126																													Clear Dumplings and Dragons SOW-03 to unlock
84602204	10105		30131127																													Clear Dumplings and Dragons SOW-04 to unlock
84602205	10105		30131128																													Clear Dumplings and Dragons SOW-05 to unlock
84602206	10105		30131129																													Clear Dumplings and Dragons SOW-06 to unlock
84602207	10105		30131130																													Clear Dumplings and Dragons SOW-07 to unlock
84602208	10105		30131131																													Clear Dumplings and Dragons SOW-08 to unlock
84602209	10105		30131132																													Clear Dumplings and Dragons SOW-09 to unlock
84602210	10105		30131133																													Clear Dumplings and Dragons SOW-10 to unlock
84602211	10105		30131134																													Clear Dumplings and Dragons SOW-11 to unlock
84602212	10105		30131135																													Clear Dumplings and Dragons SOW-12 to unlock
84602213	10105		30131136																													Clear Dumplings and Dragons SOW-13 to unlock
84602214	10105		30131137																													Clear Dumplings and Dragons SOW-14 to unlock
84602215	10105		30131138																													Clear Dumplings and Dragons SOW-15 to unlock
84602301	10105		30130212																													Unlocks after clearing Once in a Blue Moon MA-01
84602302	10105		30130213																													Unlocks after clearing Once in a Blue Moon MA-02
84602303	10105		30130214																													Unlocks after clearing Once in a Blue Moon MA-03
84602304	10105		30130215																													Unlocks after clearing Once in a Blue Moon MA-04
84602305	10105		30130216																													Unlocks after clearing Once in a Blue Moon MA-05
84602306	10105		30130217																													Unlocks after clearing Once in a Blue Moon MA-06
84602307	10105		30130218																													Unlocks after clearing Once in a Blue Moon MA-07
