Id	DrawId	IsUp	Name	Type	ProbShow	Sort
1893	7002		A-Rank CUB		14.14%	3
1894	7002		CUB EXP Material		20.72%	4
1895	7002		CUB Overclock Material		11.02%	5
1896	7002		Support Skill Component		16.31%	6
1897	7002		CUB Shard		13.42%	7
1898	7002		Cog Box		16.06%	8
1899	7003		S-Rank CUB (Including the Guarantee)		8.33%	1
1900	7003		S-Rank CUB (Base Drop)		5.82%	2
1901	7003		A-Rank CUB		14.14%	3
1902	7003		CUB EXP Material		20.72%	4
1903	7003		CUB Overclock Material		11.02%	5
1904	7003		Support Skill Component		16.31%	6
1905	7003		CUB Shard		13.42%	7
1906	7003		Cog Box		16.06%	8
1907	7004		S-Rank CUB (Including the Guarantee)		8.33%	1
1908	7004		S-Rank CUB (Base Drop)		5.82%	2
1909	7004		A-Rank CUB		14.14%	3
1910	7004		CUB EXP Material		20.72%	4
1911	7004		CUB Overclock Material		11.02%	5
1912	7004		Support Skill Component		16.31%	6
1913	7004		CUB Shard		13.42%	7
1914	7004		Cog Box		16.06%	8
1915	8001		S-Rank Omniframe (including guaranteed)		1.90%	1
1916	8001		S-Rank Omniframe (base drop)		0.50%	2
1917	8001		B, A-Rank Omniframe		13.95%	3
1918	8001		Construct shard		22.11%	4
1919	8001		4★ equipment		28.39%	5
1920	8001		Overclock material		14.42%	6
1921	8001		EXP material		4.81%	7
1922	8001		Cog Box		14.42%	8
1923	8002		S-Rank Omniframe (including guaranteed)		1.90%	1
1924	8002		S-Rank Omniframe (base drop)		0.50%	2
1925	8002		B, A-Rank Omniframe		13.95%	3
1926	8002		Construct shard		22.11%	4
1927	8002		4★ equipment		28.39%	5
1928	8002		Overclock material		14.42%	6
1929	8002		EXP material		4.81%	7
1930	8002		Cog Box		14.42%	8
1931	8003		S-Rank Omniframe (including guaranteed)		1.90%	1
1932	8003		S-Rank Omniframe (base drop)		0.50%	2
1933	8003		B, A-Rank Omniframe		13.95%	3
1934	8003		Construct shard		22.11%	4
1935	8003		4★ equipment		28.39%	5
1936	8003		Overclock material		14.42%	6
1937	8003		EXP material		4.81%	7
1938	8003		Cog Box		14.42%	8
1939	8004		S-Rank Omniframe (including guaranteed)		1.90%	1
1940	8004		S-Rank Omniframe (base drop)		0.50%	2
1941	8004		B, A-Rank Omniframe		13.95%	3
1942	8004		Construct shard		22.11%	4
1943	8004		4★ equipment		28.39%	5
1944	8004		Overclock material		14.42%	6
1945	8004		EXP material		4.81%	7
1946	8004		Cog Box		14.42%	8
1947	8005		S-Rank Omniframe (including guaranteed)		1.90%	1
1948	8005		S-Rank Omniframe (base drop)		0.50%	2
1949	8005		B, A-Rank Omniframe		13.95%	3
1950	8005		Construct shard		22.11%	4
1951	8005		4★ equipment		28.39%	5
1952	8005		Overclock material		14.42%	6
1953	8005		EXP material		4.81%	7
1954	8005		Cog Box		14.42%	8
1955	8006		S-Rank Omniframe (including guaranteed)		1.90%	1
1956	8006		S-Rank Omniframe (base drop)		0.50%	2
1957	8006		B, A-Rank Omniframe		13.95%	3
1958	8006		Construct shard		22.11%	4
1959	8006		4★ equipment		28.39%	5
1960	8006		Overclock material		14.42%	6
1961	8006		EXP material		4.81%	7
1962	8006		Cog Box		14.42%	8
1963	8007		S-Rank Omniframe (including guaranteed)		1.90%	1
1964	8007		S-Rank Omniframe (base drop)		0.50%	2
1965	8007		B, A-Rank Omniframe		13.95%	3
1966	8007		Construct shard		22.11%	4
1967	8007		4★ equipment		28.39%	5
1968	8007		Overclock material		14.42%	6
1969	8007		EXP material		4.81%	7
1970	8007		Cog Box		14.42%	8
1971	8008		S-Rank Omniframe (including guaranteed)		1.90%	1
1972	8008		S-Rank Omniframe (base drop)		0.50%	2
1973	8008		B, A-Rank Omniframe		13.95%	3
1974	8008		Construct shard		22.11%	4
1975	8008		4★ equipment		28.39%	5
1976	8008		Overclock material		14.42%	6
1977	8008		EXP material		4.81%	7
1978	8008		Cog Box		14.42%	8
1979	8009		S-Rank Omniframe (including guaranteed)		1.90%	1
1980	8009		S-Rank Omniframe (base drop)		0.50%	2
1981	8009		B, A-Rank Omniframe		13.95%	3
1982	8009		Construct shard		22.11%	4
1983	8009		4★ equipment		28.39%	5
1984	8009		Overclock material		14.42%	6
1985	8009		EXP material		4.81%	7
1986	8009		Cog Box		14.42%	8
1987	8010		S-Rank Omniframe (including guaranteed)		1.90%	1
1988	8010		S-Rank Omniframe (base drop)		0.50%	2
1989	8010		B, A-Rank Omniframe		13.95%	3
1990	8010		Construct shard		22.11%	4
1991	8010		4★ equipment		28.39%	5
1992	8010		Overclock material		14.42%	6
1993	8010		EXP material		4.81%	7
1994	8010		Cog Box		14.42%	8
1995	8011		S-Rank Omniframe (including guaranteed)		1.90%	1
1996	8011		S-Rank Omniframe (base drop)		0.50%	2
1997	8011		B, A-Rank Omniframe		13.95%	3
1998	8011		Construct shard		22.11%	4
1999	8011		4★ equipment		28.39%	5
2000	8011		Overclock material		14.42%	6
2001	8011		EXP material		4.81%	7
2002	8011		Cog Box		14.42%	8
2003	8501		S-Rank Omniframe (including guaranteed)		1.90%	1
2004	8501		S-Rank Omniframe (base drop)		1.50%	2
2005	8501		B, A-Rank Omniframe		13.95%	3
2006	8501		Construct shard		22.11%	4
2007	8501		4★ equipment		28.39%	5
2008	8501		Overclock material		14.42%	6
2009	8501		EXP material		4.81%	7
2010	8501		Cog Box		14.42%	8
2011	8502		S-Rank Omniframe (including guaranteed)		1.90%	1
2012	8502		S-Rank Omniframe (base drop)		1.50%	2
2013	8502		B, A-Rank Omniframe		13.95%	3
2014	8502		Construct shard		22.11%	4
2015	8502		4★ equipment		28.39%	5
2016	8502		Overclock material		14.42%	6
2017	8502		EXP material		4.81%	7
2018	8502		Cog Box		14.42%	8
2019	8503		S-Rank Omniframe (including guaranteed)		1.90%	1
2020	8503		S-Rank Omniframe (base drop)		1.50%	2
2021	8503		B, A-Rank Omniframe		13.95%	3
2022	8503		Construct shard		22.11%	4
2023	8503		4★ equipment		28.39%	5
2024	8503		Overclock material		14.42%	6
2025	8503		EXP material		4.81%	7
2026	8503		Cog Box		14.42%	8
2027	8504		S-Rank Omniframe (including guaranteed)		1.90%	1
2028	8504		S-Rank Omniframe (base drop)		1.50%	2
2029	8504		B, A-Rank Omniframe		13.95%	3
2030	8504		Construct shard		22.11%	4
2031	8504		4★ equipment		28.39%	5
2032	8504		Overclock material		14.42%	6
2033	8504		EXP material		4.81%	7
2034	8504		Cog Box		14.42%	8
2035	8505		S-Rank Omniframe (including guaranteed)		1.90%	1
2036	8505		S-Rank Omniframe (base drop)		1.50%	2
2037	8505		B, A-Rank Omniframe		13.95%	3
2038	8505		Construct shard		22.11%	4
2039	8505		4★ equipment		28.39%	5
2040	8505		Overclock material		14.42%	6
2041	8505		EXP material		4.81%	7
2042	8505		Cog Box		14.42%	8
2043	8506		S-Rank Omniframe (including guaranteed)		1.90%	1
2044	8506		S-Rank Omniframe (base drop)		1.50%	2
2045	8506		B, A-Rank Omniframe		13.95%	3
2046	8506		Construct shard		22.11%	4
2047	8506		4★ equipment		28.39%	5
2048	8506		Overclock material		14.42%	6
2049	8506		EXP material		4.81%	7
2050	8506		Cog Box		14.42%	8
2051	8507		S-Rank Omniframe (including guaranteed)		1.90%	1
2052	8507		S-Rank Omniframe (base drop)		1.50%	2
2053	8507		B, A-Rank Omniframe		13.95%	3
2054	8507		Construct shard		22.11%	4
2055	8507		4★ equipment		28.39%	5
2056	8507		Overclock material		14.42%	6
2057	8507		EXP material		4.81%	7
2058	8507		Cog Box		14.42%	8
2059	8508		S-Rank Omniframe (including guaranteed)		1.90%	1
2060	8508		S-Rank Omniframe (base drop)		1.50%	2
2061	8508		B, A-Rank Omniframe		13.95%	3
2062	8508		Construct shard		22.11%	4
2063	8508		4★ equipment		28.39%	5
2064	8508		Overclock material		14.42%	6
2065	8508		EXP material		4.81%	7
2066	8508		Cog Box		14.42%	8
2067	8509		S-Rank Omniframe (including guaranteed)		1.90%	1
2068	8509		S-Rank Omniframe (base drop)		1.50%	2
2069	8509		B, A-Rank Omniframe		13.95%	3
2070	8509		Construct shard		22.11%	4
2071	8509		4★ equipment		28.39%	5
2072	8509		Overclock material		14.42%	6
2073	8509		EXP material		4.81%	7
2074	8509		Cog Box		14.42%	8
2075	8510		S-Rank Omniframe (including guaranteed)		1.90%	1
2076	8510		S-Rank Omniframe (base drop)		1.50%	2
2077	8510		B, A-Rank Omniframe		13.95%	3
2078	8510		Construct shard		22.11%	4
2079	8510		4★ equipment		28.39%	5
2080	8510		Overclock material		14.42%	6
2081	8510		EXP material		4.81%	7
2082	8510		Cog Box		14.42%	8
2083	8511		S-Rank Omniframe (including guaranteed)		1.90%	1
2084	8511		S-Rank Omniframe (base drop)		1.50%	2
2085	8511		B, A-Rank Omniframe		13.95%	3
2086	8511		Construct shard		22.11%	4
2087	8511		4★ equipment		28.39%	5
2088	8511		Overclock material		14.42%	6
2089	8511		EXP material		4.81%	7
2090	8511		Cog Box		14.42%	8
2091	170097		S-Rank Omniframe (including guaranteed)		1.90%	1
2092	170097		S-Rank Omniframe (base drop)		0.50%	2
2093	170097		B, A-Rank Omniframe		13.95%	3
2094	170097		Construct shard		22.11%	4
2095	170097		4★ equipment		28.39%	5
2096	170097		Overclock material		14.42%	6
2097	170097		EXP material		4.81%	7
2098	170097		Cog Box		14.42%	8
2099	170098		S-Rank Omniframe (including guaranteed)		1.90%	1
2100	170098		S-Rank Omniframe (base drop)		1.50%	2
2101	170098		B, A-Rank Omniframe		13.95%	3
2102	170098		Construct shard		22.11%	4
2103	170098		4★ equipment		28.39%	5
2104	170098		Overclock material		14.42%	6
2105	170098		EXP material		4.81%	7
2106	170098		Cog Box		14.42%	8
2107	170099		S-Rank Omniframe (including guaranteed)		1.90%	1
2108	170099		S-Rank Omniframe (base drop)		0.50%	2
2109	170099		B, A-Rank Omniframe		13.95%	3
2110	170099		Construct shard		22.11%	4
2111	170099		4★ equipment		28.39%	5
2112	170099		Overclock material		14.42%	6
2113	170099		EXP material		4.81%	7
2114	170099		Cog Box		14.42%	8
2115	170100		S-Rank Omniframe (including guaranteed)		1.90%	1
2116	170100		S-Rank Omniframe (base drop)		1.50%	2
2117	170100		B, A-Rank Omniframe		13.95%	3
2118	170100		Construct shard		22.11%	4
2119	170100		4★ equipment		28.39%	5
2120	170100		Overclock material		14.42%	6
2121	170100		EXP material		4.81%	7
2122	170100		Cog Box		14.42%	8
2123	170101		S-Rank Omniframe (including guaranteed)		1.90%	1
2124	170101		S-Rank Omniframe (base drop)		0.50%	2
2125	170101		B, A-Rank Omniframe		13.95%	3
2126	170101		Construct shard		22.11%	4
2127	170101		4★ equipment		28.39%	5
2128	170101		Overclock material		14.42%	6
2129	170101		EXP material		4.81%	7
2130	170101		Cog Box		14.42%	8
2131	170102		S-Rank Omniframe (including guaranteed)		1.90%	1
2132	170102		S-Rank Omniframe (base drop)		1.50%	2
2133	170102		B, A-Rank Omniframe		13.95%	3
2134	170102		Construct shard		22.11%	4
2135	170102		4★ equipment		28.39%	5
2136	170102		Overclock material		14.42%	6
2137	170102		EXP material		4.81%	7
2138	170102		Cog Box		14.42%	8
2139	170103		S-Rank Omniframe (including guaranteed)		1.90%	1
2140	170103		S-Rank Omniframe (base drop)		0.50%	2
2141	170103		B, A-Rank Omniframe		13.95%	3
2142	170103		Construct shard		22.11%	4
2143	170103		4★ equipment		28.39%	5
2144	170103		Overclock material		14.42%	6
2145	170103		EXP material		4.81%	7
2146	170103		Cog Box		14.42%	8
2147	170104		S-Rank Omniframe (including guaranteed)		1.90%	1
2148	170104		S-Rank Omniframe (base drop)		1.50%	2
2149	170104		B, A-Rank Omniframe		13.95%	3
2150	170104		Construct shard		22.11%	4
2151	170104		4★ equipment		28.39%	5
2152	170104		Overclock material		14.42%	6
2153	170104		EXP material		4.81%	7
2154	170104		Cog Box		14.42%	8
2155	170105		S-Rank Omniframe (including guaranteed)		1.90%	1
2156	170105		S-Rank Omniframe (base drop)		0.50%	2
2157	170105		B, A-Rank Omniframe		13.95%	3
2158	170105		Construct shard		22.11%	4
2159	170105		4★ equipment		28.39%	5
2160	170105		Overclock material		14.42%	6
2161	170105		EXP material		4.81%	7
2162	170105		Cog Box		14.42%	8
2163	170106		S-Rank Omniframe (including guaranteed)		1.90%	1
2164	170106		S-Rank Omniframe (base drop)		1.50%	2
2165	170106		B, A-Rank Omniframe		13.95%	3
2166	170106		Construct shard		22.11%	4
2167	170106		4★ equipment		28.39%	5
2168	170106		Overclock material		14.42%	6
2169	170106		EXP material		4.81%	7
2170	170106		Cog Box		14.42%	8
2171	170107		S-Rank Omniframe (including guaranteed)		1.90%	1
2172	170107		S-Rank Omniframe (base drop)		0.50%	2
2173	170107		B, A-Rank Omniframe		13.95%	3
2174	170107		Construct shard		22.11%	4
2175	170107		4★ equipment		28.39%	5
2176	170107		Overclock material		14.42%	6
2177	170107		EXP material		4.81%	7
2178	170107		Cog Box		14.42%	8
2179	170108		S-Rank Omniframe (including guaranteed)		1.90%	1
2180	170108		S-Rank Omniframe (base drop)		1.50%	2
2181	170108		B, A-Rank Omniframe		13.95%	3
2182	170108		Construct shard		22.11%	4
2183	170108		4★ equipment		28.39%	5
2184	170108		Overclock material		14.42%	6
2185	170108		EXP material		4.81%	7
2186	170108		Cog Box		14.42%	8
2187	106400		S-Rank Omniframe (including guaranteed)		1.90%	1
2188	106400		S-Rank Omniframe (base drop)		0.50%	2
2189	106400		B, A-Rank Omniframe		13.95%	3
2190	106400		Construct shard		22.11%	4
2191	106400		4★ equipment		28.39%	5
2192	106400		Overclock material		14.42%	6
2193	106400		EXP material		4.81%	7
2194	106400		Cog Box		14.42%	8
2195	106500		S-Rank Omniframe (including guaranteed)		1.90%	1
2196	106500		S-Rank Omniframe (base drop)		1.50%	2
2197	106500		B, A-Rank Omniframe		13.95%	3
2198	106500		Construct shard		22.11%	4
2199	106500		4★ equipment		28.39%	5
2200	106500		Overclock material		14.42%	6
2201	106500		EXP material		4.81%	7
2202	106500		Cog Box		14.42%	8
2203	333	1	[6★] Phoenix		4.00%	1
2204	333	1	[5★] Glorious Knight		12.00%	2
2205	333		[6★] Apollo		0.50%	3
2206	333		[6★] Baji		0.50%	4
2207	333		[5★] Kara Type I Gunblade		1.50%	5
2208	333		[5★] White Qilin		1.50%	6
2209	333		4★ weapons		33.40%	7
2210	333		3★ weapons		27.90%	8
2211	333		Cog Box		9.35%	9
2212	333		Overclock material		9.35%	10
2213	170109		S-Rank Omniframe (including guaranteed)		1.90%	1
2214	170109		S-Rank Omniframe (base drop)		0.50%	2
2215	170109		B, A-Rank Omniframe		13.95%	3
2216	170109		Construct shard		22.11%	4
2217	170109		4★ equipment		28.39%	5
2218	170109		Overclock material		14.42%	6
2219	170109		EXP material		4.81%	7
2220	170109		Cog Box		14.42%	8
2221	170110		S-Rank Omniframe (including guaranteed)		1.90%	1
2222	170110		S-Rank Omniframe (base drop)		1.50%	2
2223	170110		B, A-Rank Omniframe		13.95%	3
2224	170110		Construct shard		22.11%	4
2225	170110		4★ equipment		28.39%	5
2226	170110		Overclock material		14.42%	6
2227	170110		EXP material		4.81%	7
2228	170110		Cog Box		14.42%	8
2229	170111		S-Rank Omniframe (including guaranteed)		1.90%	1
2230	170111		S-Rank Omniframe (base drop)		0.50%	2
2231	170111		B, A-Rank Omniframe		13.95%	3
2232	170111		Construct shard		22.11%	4
2233	170111		4★ equipment		28.39%	5
2234	170111		Overclock material		14.42%	6
2235	170111		EXP material		4.81%	7
2236	170111		Cog Box		14.42%	8
2237	170112		S-Rank Omniframe (including guaranteed)		1.90%	1
2238	170112		S-Rank Omniframe (base drop)		1.50%	2
2239	170112		B, A-Rank Omniframe		13.95%	3
2240	170112		Construct shard		22.11%	4
2241	170112		4★ equipment		28.39%	5
2242	170112		Overclock material		14.42%	6
2243	170112		EXP material		4.81%	7
2244	170112		Cog Box		14.42%	8
2245	170113		S-Rank Omniframe (including guaranteed)		1.90%	1
2246	170113		S-Rank Omniframe (base drop)		0.50%	2
2247	170113		B, A-Rank Omniframe		13.95%	3
2248	170113		Construct shard		22.11%	4
2249	170113		4★ equipment		28.39%	5
2250	170113		Overclock material		14.42%	6
2251	170113		EXP material		4.81%	7
2252	170113		Cog Box		14.42%	8
2253	170114		S-Rank Omniframe (including guaranteed)		1.90%	1
2254	170114		S-Rank Omniframe (base drop)		1.50%	2
2255	170114		B, A-Rank Omniframe		13.95%	3
2256	170114		Construct shard		22.11%	4
2257	170114		4★ equipment		28.39%	5
2258	170114		Overclock material		14.42%	6
2259	170114		EXP material		4.81%	7
2260	170114		Cog Box		14.42%	8
2261	170115		S-Rank Omniframe (including guaranteed)		1.90%	1
2262	170115		S-Rank Omniframe (base drop)		0.50%	2
2263	170115		B, A-Rank Omniframe		13.95%	3
2264	170115		Construct shard		22.11%	4
2265	170115		4★ equipment		28.39%	5
2266	170115		Overclock material		14.42%	6
2267	170115		EXP material		4.81%	7
2268	170115		Cog Box		14.42%	8
2269	170116		S-Rank Omniframe (including guaranteed)		1.90%	1
2270	170116		S-Rank Omniframe (base drop)		1.50%	2
2271	170116		B, A-Rank Omniframe		13.95%	3
2272	170116		Construct shard		22.11%	4
2273	170116		4★ equipment		28.39%	5
2274	170116		Overclock material		14.42%	6
2275	170116		EXP material		4.81%	7
2276	170116		Cog Box		14.42%	8
2277	4006		S-Rank Uniframe (including guaranteed)		12.45%	1
2278	4006		S-Rank Uniframe (base drop)		5.00%	2
2279	4006		4★ equipment		28.21%	3
2280	4006		Overclock material		26.45%	4
2281	4006		EXP material		6.44%	5
2282	4006		Cog Box		26.45%	6
2283	4007		S-Rank Uniframe (including guaranteed)		12.45%	1
2284	4007		S-Rank Uniframe (base drop)		5.00%	2
2285	4007		4★ equipment		28.21%	3
2286	4007		Overclock material		26.45%	4
2287	4007		EXP material		6.44%	5
2288	4007		Cog Box		26.45%	6
2289	334	1	[6★] Durendal		4.00%	1
2290	334	1	[5★] Blooming Rose		12.00%	2
2291	334		[6★] Qinghe		0.50%	3
2292	334		[6★] Waldmeister		0.50%	4
2293	334		[5★] Guiyun		1.50%	5
2294	334		[5★] Odette		1.50%	6
2295	334		4★ weapons		33.40%	7
2296	334		3★ weapons		27.90%	8
2297	334		Cog Box		9.35%	9
2298	334		Overclock material		9.35%	10
2299	7005		S-Rank CUB (Including the Guarantee)		8.33%	1
2300	7005		S-Rank CUB (Base Drop)		5.82%	2
2301	7005		A-Rank CUB		14.14%	3
2302	7005		CUB EXP Material		20.72%	4
2303	7005		CUB Overclock Material		11.02%	5
2304	7005		Support Skill Component		16.31%	6
2305	7005		CUB Shard		13.42%	7
2306	7005		Cog Box		16.06%	8
2307	7006		S-Rank CUB (Including the Guarantee)		8.33%	1
2308	7006		S-Rank CUB (Base Drop)		5.82%	2
2309	7006		A-Rank CUB		14.14%	3
2310	7006		CUB EXP Material		20.72%	4
2311	7006		CUB Overclock Material		11.02%	5
2312	7006		Support Skill Component		16.31%	6
2313	7006		CUB Shard		13.42%	7
2314	7006		Cog Box		16.06%	8
2315	5505		S-Rank Omniframe (including guaranteed)		1.90%	1
2316	5505		S-Rank Omniframe (base drop)		0.50%	2
2317	5505		B, A-Rank Omniframe		13.95%	3
2318	5505		Construct shard		22.11%	4
2319	5505		4★ equipment		28.39%	5
2320	5505		Overclock material		14.42%	6
2321	5505		EXP material		4.81%	7
2322	5505		Cog Box		14.42%	8
2323	5506		S-Rank Omniframe (including guaranteed)		1.90%	1
2324	5506		S-Rank Omniframe (base drop)		0.50%	2
2325	5506		B, A-Rank Omniframe		13.95%	3
2326	5506		Construct shard		22.11%	4
2327	5506		4★ equipment		28.39%	5
2328	5506		Overclock material		14.42%	6
2329	5506		EXP material		4.81%	7
2330	5506		Cog Box		14.42%	8
2331	5507		S-Rank Omniframe (including guaranteed)		1.90%	1
2332	5507		S-Rank Omniframe (base drop)		0.50%	2
2333	5507		B, A-Rank Omniframe		13.95%	3
2334	5507		Construct shard		22.11%	4
2335	5507		4★ equipment		28.39%	5
2336	5507		Overclock material		14.42%	6
2337	5507		EXP material		4.81%	7
2338	5507		Cog Box		14.42%	8
2339	6505		S-Rank Omniframe (including guaranteed)		1.90%	1
2340	6505		S-Rank Omniframe (base drop)		1.50%	2
2341	6505		B, A-Rank Omniframe		13.95%	3
2342	6505		Construct shard		22.11%	4
2343	6505		4★ equipment		28.39%	5
2344	6505		Overclock material		14.42%	6
2345	6505		EXP material		4.81%	7
2346	6505		Cog Box		14.42%	8
2347	6506		S-Rank Omniframe (including guaranteed)		1.90%	1
2348	6506		S-Rank Omniframe (base drop)		1.50%	2
2349	6506		B, A-Rank Omniframe		13.95%	3
2350	6506		Construct shard		22.11%	4
2351	6506		4★ equipment		28.39%	5
2352	6506		Overclock material		14.42%	6
2353	6506		EXP material		4.81%	7
2354	6506		Cog Box		14.42%	8
2355	6507		S-Rank Omniframe (including guaranteed)		1.90%	1
2356	6507		S-Rank Omniframe (base drop)		1.50%	2
2357	6507		B, A-Rank Omniframe		13.95%	3
2358	6507		Construct shard		22.11%	4
2359	6507		4★ equipment		28.39%	5
2360	6507		Overclock material		14.42%	6
2361	6507		EXP material		4.81%	7
2362	6507		Cog Box		14.42%	8
2363	5605	1	【6★】Cruel Oath - Mod		4.00%	1
2364	5605	1	【5★】Cruel Oath		12.00%	2
2365	5605		【6★】Type-4O Lance - Mod		0.50%	3
2366	5605		【6★】Virtuous Contract - Mod		0.50%	4
2367	5605		【5★】Type-4O Lance		1.50%	5
2368	5605		【5★】Virtuous Contract		1.50%	6
2369	5605		4★ weapons		33.40%	7
2370	5605		3★ weapons		27.90%	8
2371	5605		Cog Box		9.35%	9
2372	5605		Overclock material		9.35%	10
2373	5606	1	【6★】Type-4O Lance - Mod		4.00%	1
2374	5606	1	【5★】Type-4O Lance		12.00%	2
2375	5606		【6★】Cruel Oath - Mod		0.50%	3
2376	5606		【6★】Virtuous Contract - Mod		0.50%	4
2377	5606		【5★】Cruel Oath		1.50%	5
2378	5606		【5★】Virtuous Contract		1.50%	6
2379	5606		4★ weapons		33.40%	7
2380	5606		3★ weapons		27.90%	8
2381	5606		Cog Box		9.35%	9
2382	5606		Overclock material		9.35%	10
2383	5607	1	【6★】Virtuous Contract - Mod		4.00%	1
2384	5607	1	【5★】Virtuous Contract		12.00%	2
2385	5607		【6★】Cruel Oath - Mod		0.50%	3
2386	5607		【6★】Type-4O Lance - Mod		0.50%	4
2387	5607		【5★】Cruel Oath		1.50%	5
2388	5607		【5★】Type-4O Lance		1.50%	6
2389	5607		4★ weapons		33.40%	7
2390	5607		3★ weapons		27.90%	8
2391	5607		Cog Box		9.35%	9
2392	5607		Overclock material		9.35%	10
2393	1101		S-Rank Omniframe (including guaranteed)		1.90%	1
2394	1101		S-Rank Omniframe (base drop)		0.50%	2
2395	1101		B, A-Rank Omniframe		13.95%	3
2396	1101		Construct shard		22.11%	4
2397	1101		4★ equipment		28.39%	5
2398	1101		Overclock material		14.42%	6
2399	1101		EXP material		4.81%	7
2400	1101		Cog Box		14.42%	8
2401	2095		S-Rank Omniframe (including guaranteed)		1.90%	1
2402	2095		S-Rank Omniframe (base drop)		1.50%	2
2403	2095		B, A-Rank Omniframe		13.95%	3
2404	2095		Construct shard		22.11%	4
2405	2095		4★ equipment		28.39%	5
2406	2095		Overclock material		14.42%	6
2407	2095		EXP material		4.81%	7
2408	2095		Cog Box		14.42%	8
2409	335	1	[6★] Hestia		4.00%	1
2410	335	1	[5★] Bipolar Star Rift		12.00%	2
2411	335		[6★] Snore		0.50%	3
2412	335		[6★] Ozma		0.50%	4
2413	335		[5★] Animus		1.50%	5
2414	335		[5★] Solar Ring		1.50%	6
2415	335		4★ weapons		33.40%	7
2416	335		3★ weapons		27.90%	8
2417	335		Cog Box		9.35%	9
2418	335		Overclock material		9.35%	10
2419	170117		S-Rank Omniframe (including guaranteed)		1.90%	1
2420	170117		S-Rank Omniframe (base drop)		0.50%	2
2421	170117		B, A-Rank Omniframe		13.95%	3
2422	170117		Construct shard		22.11%	4
2423	170117		4★ equipment		28.39%	5
2424	170117		Overclock material		14.42%	6
2425	170117		EXP material		4.81%	7
2426	170117		Cog Box		14.42%	8
2427	170118		S-Rank Omniframe (including guaranteed)		1.90%	1
2428	170118		S-Rank Omniframe (base drop)		1.50%	2
2429	170118		B, A-Rank Omniframe		13.95%	3
2430	170118		Construct shard		22.11%	4
2431	170118		4★ equipment		28.39%	5
2432	170118		Overclock material		14.42%	6
2433	170118		EXP material		4.81%	7
2434	170118		Cog Box		14.42%	8
2435	170119		S-Rank Omniframe (including guaranteed)		1.90%	1
2436	170119		S-Rank Omniframe (base drop)		0.50%	2
2437	170119		B, A-Rank Omniframe		13.95%	3
2438	170119		Construct shard		22.11%	4
2439	170119		4★ equipment		28.39%	5
2440	170119		Overclock material		14.42%	6
2441	170119		EXP material		4.81%	7
2442	170119		Cog Box		14.42%	8
2443	170120		S-Rank Omniframe (including guaranteed)		1.90%	1
2444	170120		S-Rank Omniframe (base drop)		1.50%	2
2445	170120		B, A-Rank Omniframe		13.95%	3
2446	170120		Construct shard		22.11%	4
2447	170120		4★ equipment		28.39%	5
2448	170120		Overclock material		14.42%	6
2449	170120		EXP material		4.81%	7
2450	170120		Cog Box		14.42%	8
2451	170121		S-Rank Omniframe (including guaranteed)		1.90%	1
2452	170121		S-Rank Omniframe (base drop)		0.50%	2
2453	170121		B, A-Rank Omniframe		13.95%	3
2454	170121		Construct shard		22.11%	4
2455	170121		4★ equipment		28.39%	5
2456	170121		Overclock material		14.42%	6
2457	170121		EXP material		4.81%	7
2458	170121		Cog Box		14.42%	8
2459	170122		S-Rank Omniframe (including guaranteed)		1.90%	1
2460	170122		S-Rank Omniframe (base drop)		1.50%	2
2461	170122		B, A-Rank Omniframe		13.95%	3
2462	170122		Construct shard		22.11%	4
2463	170122		4★ equipment		28.39%	5
2464	170122		Overclock material		14.42%	6
2465	170122		EXP material		4.81%	7
2466	170122		Cog Box		14.42%	8
2467	170123		S-Rank Omniframe (including guaranteed)		1.90%	1
2468	170123		S-Rank Omniframe (base drop)		0.50%	2
2469	170123		B, A-Rank Omniframe		13.95%	3
2470	170123		Construct shard		22.11%	4
2471	170123		4★ equipment		28.39%	5
2472	170123		Overclock material		14.42%	6
2473	170123		EXP material		4.81%	7
2474	170123		Cog Box		14.42%	8
2475	170124		S-Rank Omniframe (including guaranteed)		1.90%	1
2476	170124		S-Rank Omniframe (base drop)		1.50%	2
2477	170124		B, A-Rank Omniframe		13.95%	3
2478	170124		Construct shard		22.11%	4
2479	170124		4★ equipment		28.39%	5
2480	170124		Overclock material		14.42%	6
2481	170124		EXP material		4.81%	7
2482	170124		Cog Box		14.42%	8
2483	170125		S-Rank Omniframe (including guaranteed)		1.90%	1
2484	170125		S-Rank Omniframe (base drop)		0.50%	2
2485	170125		B, A-Rank Omniframe		13.95%	3
2486	170125		Construct shard		22.11%	4
2487	170125		4★ equipment		28.39%	5
2488	170125		Overclock material		14.42%	6
2489	170125		EXP material		4.81%	7
2490	170125		Cog Box		14.42%	8
2491	170126		S-Rank Omniframe (including guaranteed)		1.90%	1
2492	170126		S-Rank Omniframe (base drop)		1.50%	2
2493	170126		B, A-Rank Omniframe		13.95%	3
2494	170126		Construct shard		22.11%	4
2495	170126		4★ equipment		28.39%	5
2496	170126		Overclock material		14.42%	6
2497	170126		EXP material		4.81%	7
2498	170126		Cog Box		14.42%	8
2499	170127		S-Rank Omniframe (including guaranteed)		1.90%	1
2500	170127		S-Rank Omniframe (base drop)		0.50%	2
2501	170127		B, A-Rank Omniframe		13.95%	3
2502	170127		Construct shard		22.11%	4
2503	170127		4★ equipment		28.39%	5
2504	170127		Overclock material		14.42%	6
