Id	SubIds[0]	SubIds[1]	SubIds[2]	SubIds[3]	SubIds[4]	SubIds[5]	SubIds[6]	SubIds[7]	SubIds[8]	SubIds[9]	SubIds[10]	SubIds[11]	SubIds[12]	SubIds[13]	SubIds[14]	SubIds[15]	SubIds[16]	SubIds[17]	SubIds[18]	SubIds[19]	SubIds[20]	SubIds[21]	SubIds[22]	SubIds[23]	SubIds[24]	SubIds[25]	SubIds[26]	SubIds[27]	SubIds[28]	SubIds[29]	SubIds[30]	SubIds[31]	SubIds[32]	SubIds[33]	SubIds[34]	SubIds[35]	SubIds[36]	SubIds[37]	SubIds[38]	SubIds[39]	SubIds[40]	SubIds[41]	SubIds[42]	SubIds[43]	SubIds[44]	SubIds[45]	SubIds[46]	SubIds[47]	SubIds[48]	SubIds[49]	SubIds[50]	SubIds[51]	SubIds[52]	SubIds[53]	SubIds[54]	SubIds[55]
812030	8120300																																																							
812031	8120310																																																							
812032	8120320																																																							
812033	8120330																																																							
812034	8120340																																																							
812035	8120350																																																							
812036	8120360																																																							
812037	8120370																																																							
812038	8120380																																																							
812039	8120390																																																							
812040	8120400																																																							
812041	8120410																																																							
812042	8120420																																																							
812043	8120430																																																							
812044	8120440																																																							
812045	8120450																																																							
812046	8120460																																																							
812047	8120470																																																							
812048	8120480																																																							
812049	8120490																																																							
813000	8130000																																																							
813001	8130010																																																							
813002	8130020																																																							
813003	8130030																																																							
813004	8130040																																																							
813005	8130050																																																							
813006	8130060																																																							
813007	8130070																																																							
813008	8130080																																																							
813009	8130090																																																							
813010	8130100																																																							
813011	8130110																																																							
813012	8130120																																																							
813013	8130130																																																							
813014	8130140																																																							
813015	8130150																																																							
813016	8130160																																																							
813017	8130170																																																							
813018	8130180																																																							
813019	8130190																																																							
813020	8130200																																																							
813021	8130210																																																							
813022	8130220																																																							
813023	8130230																																																							
813024	8130240																																																							
813025	8130250																																																							
813026	8130260																																																							
813027	8130270																																																							
813028	8130280																																																							
813029	8130290																																																							
813030	8130300																																																							
813031	8130310																																																							
813032	8130320																																																							
813033	8130330																																																							
813034	8130340																																																							
813035	8130350																																																							
813036	8130360																																																							
813037	8130370																																																							
813038	8130380																																																							
813039	8130390																																																							
813040	8130400																																																							
813041	8130410																																																							
813042	8130420																																																							
813043	8130430																																																							
813044	8130440																																																							
813045	8130450																																																							
813046	8130460																																																							
813047	8130470																																																							
813048	8130480																																																							
813049	8130490																																																							
821000	8210000																																																							
821001	8210010																																																							
821002	8210020																																																							
821003	8210030																																																							
821004	8210040																																																							
821005	8210050																																																							
821006	8210060																																																							
821007	8210070																																																							
821008	8210080																																																							
821009	8210090																																																							
821010	8210100																																																							
821011	8210110																																																							
821012	8210120																																																							
821013	8210130																																																							
821014	8210140																																																							
821015	8210150																																																							
821016	8210160																																																							
821017	8210170																																																							
821018	8210180																																																							
821019	8210190																																																							
821020	8210200																																																							
821021	8210210																																																							
821022	8210220																																																							
821023	8210230																																																							
821024	8210240																																																							
821025	8210250																																																							
821026	8210260																																																							
821027	8210270																																																							
821028	8210280																																																							
821029	8210290																																																							
821030	8210300																																																							
821031	8210310																																																							
821032	8210320																																																							
821033	8210330																																																							
821034	8210340																																																							
821035	8210350																																																							
821036	8210360																																																							
821037	8210370																																																							
821038	8210380																																																							
821039	8210390																																																							
821040	8210400																																																							
821041	8210410																																																							
821042	8210420																																																							
821043	8210430																																																							
821044	8210440																																																							
821045	8210450																																																							
821046	8210460																																																							
821047	8210470																																																							
821048	8210480																																																							
821049	8210490																																																							
822000	8220000																																																							
822001	8220010																																																							
822002	8220020																																																							
822003	8220030																																																							
822004	8220040																																																							
822005	8220050																																																							
822006	8220060																																																							
822007	8220070																																																							
822008	8220080																																																							
822009	8220090																																																							
822010	8220100																																																							
822011	8220110																																																							
822012	8220120																																																							
822013	8220130																																																							
822014	8220140																																																							
822015	8220150																																																							
822016	8220160																																																							
822017	8220170																																																							
822018	8220180																																																							
822019	8220190																																																							
822020	8220200																																																							
822021	8220210																																																							
822022	8220220																																																							
822023	8220230																																																							
822024	8220240																																																							
822025	8220250																																																							
822026	8220260																																																							
822027	8220270																																																							
822028	8220280																																																							
822029	8220290																																																							
822030	8220300																																																							
822031	8220310																																																							
822032	8220320																																																							
822033	8220330																																																							
822034	8220340																																																							
822035	8220350																																																							
822036	8220360																																																							
822037	8220370																																																							
822038	8220380																																																							
822039	8220390																																																							
822040	8220400																																																							
822041	8220410																																																							
822042	8220420																																																							
822043	8220430																																																							
822044	8220440																																																							
822045	8220450																																																							
822046	8220460																																																							
822047	8220470																																																							
822048	8220480																																																							
822049	8220490																																																							
823000	8230000																																																							
823001	8230010																																																							
823002	8230020																																																							
823003	8230030																																																							
823004	8230040																																																							
823005	8230050																																																							
823006	8230060																																																							
823007	8230070																																																							
823008	8230080																																																							
823009	8230090																																																							
823010	8230100																																																							
823011	8230110																																																							
823012	8230120																																																							
823013	8230130																																																							
823014	8230140																																																							
823015	8230150																																																							
823016	8230160																																																							
823017	8230170																																																							
823018	8230180																																																							
823019	8230190																																																							
823020	8230200																																																							
823021	8230210																																																							
823022	8230220																																																							
823023	8230230																																																							
823024	8230240																																																							
823025	8230250																																																							
823026	8230260																																																							
823027	8230270																																																							
823028	8230280																																																							
823029	8230290																																																							
823030	8230300																																																							
823031	8230310																																																							
823032	8230320																																																							
823033	8230330																																																							
823034	8230340																																																							
823035	8230350																																																							
823036	8230360																																																							
823037	8230370																																																							
823038	8230380																																																							
823039	8230390																																																							
823040	8230400																																																							
823041	8230410																																																							
823042	8230420																																																							
823043	8230430																																																							
823044	8230440																																																							
823045	8230450																																																							
823046	8230460																																																							
823047	8230470																																																							
823048	8230480																																																							
823049	8230490																																																							
831000	8310000																																																							
831001	8310010																																																							
831002	8310020																																																							
831003	8310030																																																							
831004	8310040																																																							
831005	8310050																																																							
831006	8310060																																																							
831007	8310070																																																							
831008	8310080																																																							
831009	8310090																																																							
831010	8310100																																																							
831011	8310110																																																							
831012	8310120																																																							
831013	8310130																																																							
831014	8310140																																																							
831015	8310150																																																							
831016	8310160																																																							
831017	8310170																																																							
831018	8310180																																																							
831019	8310190																																																							
831020	8310200																																																							
831021	8310210																																																							
831022	8310220																																																							
831023	8310230																																																							
831024	8310240																																																							
831025	8310250																																																							
831026	8310260																																																							
831027	8310270																																																							
831028	8310280																																																							
831029	8310290																																																							
831030	8310300																																																							
831031	8310310																																																							
831032	8310320																																																							
831033	8310330																																																							
832000	8320000																																																							
832001	8320010																																																							
832002	8320020																																																							
832003	8320030																																																							
832004	8320040																																																							
832005	8320050																																																							
832006	8320060																																																							
832007	8320070																																																							
832008	8320080																																																							
832009	8320090																																																							
832010	8320100																																																							
832011	8320110																																																							
832012	8320120																																																							
832013	8320130																																																							
832014	8320140																																																							
832015	8320150																																																							
832016	8320160																																																							
832017	8320170																																																							
832018	8320180																																																							
832019	8320190																																																							
832020	8320200																																																							
832021	8320210																																																							
832022	8320220																																																							
832023	8320230																																																							
832024	8320240																																																							
832025	8320250																																																							
832026	8320260																																																							
832027	8320270																																																							
832028	8320280																																																							
832029	8320290																																																							
832030	8320300																																																							
832031	8320310																																																							
832032	8320320																																																							
832033	8320330																																																							
832034	8320340																																																							
832035	8320350																																																							
832036	8320360																																																							
832037	8320370																																																							
832038	8320380																																																							
832039	8320390																																																							
832040	8320400																																																							
832041	8320410																																																							
832042	8320420																																																							
832043	8320430																																																							
832044	8320440																																																							
832045	8320450																																																							
832046	8320460																																																							
832047	8320470																																																							
832048	8320480																																																							
832049	8320490																																																							
832050	8320500																																																							
832051	8320510																																																							
832052	8320520																																																							
832053	8320530																																																							
832054	8320540																																																							
832055	8320550																																																							
832056	8320560																																																							
832057	8320570																																																							
832058	8320580																																																							
832059	8320590																																																							
832060	8320600																																																							
832061	8320610																																																							
832062	8320620																																																							
832063	8320630																																																							
832064	8320640																																																							
832065	8320650																																																							
832066	8320660																																																							
832067	8320670																																																							
832068	8320680																																																							
832069	8320690																																																							
832070	8320700																																																							
832071	8320710																																																							
832072	8320720																																																							
832073	8320730																																																							
832074	8320740																																																							
832075	8320750																																																							
832076	8320760																																																							
832077	8320770																																																							
832078	8320780																																																							
832079	8320790																																																							
833000	8330000																																																							
833001	8330010																																																							
833002	8330020																																																							
833003	8330030																																																							
833004	8330040																																																							
833005	8330050																																																							
833006	8330060																																																							
833007	8330070																																																							
833008	8330080																																																							
833009	8330090																																																							
833010	8330100																																																							
833011	8330110																																																							
833012	8330120																																																							
833013	8330130																																																							
833014	8330140																																																							
833015	8330150																																																							
833016	8330160																																																							
833017	8330170																																																							
833018	8330180																																																							
833019	8330190																																																							
833020	8330200																																																							
833021	8330210																																																							
833022	8330220																																																							
833023	8330230																																																							
833024	8330240																																																							
833025	8330250																																																							
833026	8330260																																																							
833027	8330270																																																							
833028	8330280																																																							
833029	8330290																																																							
833030	8330300																																																							
833031	8330310																																																							
833032	8330320																																																							
833033	8330330																																																							
833034	8330340																																																							
833035	8330350																																																							
833036	8330360																																																							
833037	8330370																																																							
833038	8330380																																																							
833039	8330390																																																							
833040	8330400																																																							
833041	8330410																																																							
833042	8330420																																																							
833043	8330430																																																							
833044	8330440																																																							
833045	8330450																																																							
833046	8330460																																																							
833047	8330470																																																							
833048	8330480																																																							
833049	8330490																																																							
833050	8330500																																																							
833051	8330510																																																							
833052	8330520																																																							
833053	8330530																																																							
833054	8330540																																																							
833055	8330550																																																							
833056	8330560																																																							
833057	8330570																																																							
833058	8330580																																																							
833059	8330590																																																							
833060	8330600																																																							
833061	8330610																																																							
833062	8330620																																																							
833063	8330630																																																							
833064	8330640																																																							
833065	8330650																																																							
833066	8330660																																																							
833067	8330670																																																							
833068	8330680																																																							
833069	8330690																																																							
833070	8330700																																																							
833071	8330710																																																							
833072	8330720																																																							
833073	8330730																																																							
833074	8330740																																																							
833075	8330750																																																							
833076	8330760																																																							
833077	8330770																																																							
833078	8330780																																																							
833079	8330790																																																							
833080	8330800																																																							
833081	8330810																																																							
833082	8330820																																																							
833083	8330830																																																							
833084	8330840																																																							
833085	8330850																																																							
833086	8330860																																																							
833087	8330870																																																							
30161201	301612010	301612011	301612012																																																					
30161202	301612020	301612021	301612022																																																					
30161203	301612030	301612031	301612032																																																					
30161204	301612040	301612041	301612042																																																					
30161205	301612050	301612051	301612052																																																					
30161206	301612060	301612061	301612062																																																					
30161207	301612070	301612071	301612072																																																					
30161208	301612080	301612081	301612082																																																					
30161209	301612090	301612091	301612092																																																					
30161210	301612100	301612101	301612102																																																					
910001	9100010	9100011	9100012																																																					
910002	9100020	9100021	9100022																																																					
910003	9100030	9100031	9100032																																																					
910004	9100040	9100041	9100042																																																					
910005	9100050	9100051	9100052																																																					
910006	9100060	9100061	9100062																																																					
910007	9100070	9100071	9100072																																																					
910008	9100080	9100081	9100082																																																					
910009	9100090	9100091	9100092																																																					
910010	9100100	9100101	9100102																																																					
910011	9100110	9100111	9100112																																																					
910012	9100120	9100121	9100122																																																					
910013	9100130	9100131	9100132																																																					
910014	9100140	9100141	9100142																																																					
910015	9100150	9100151	9100152																																																					
910016	9100160	9100161	9100162																																																					
910017	9100170	9100171	9100172																																																					
910018	9100180	9100181	9100182																																																					
910019	9100190	9100191	9100192																																																					
910020	9100200	9100201	9100202																																																					
910021	9100210	9100211	9100212																																																					
910022	9100220	9100221	9100222																																																					
910023	9100230																																																							
910024	9100240																																																							
910025	9100250																																																							
910026	9100260																																																							
910027	9100270																																																							
910028	9100280																																																							
910029	9100290																																																							
910030	9100300																																																							
910031	9100310																																																							
910032	9100320																																																							
910033	9100330																																																							
910034	9100340																																																							
1109001	11090010																																																							
765001	7650010																																																							
765002	7650020																																																							
765003	7650030																																																							
765004	7650040																																																							
765005	7650050																																																							
765006	7650060																																																							
765007	7650070																																																							
765008	7650080																																																							
765011	7650110																																																							
765012	7650120																																																							
765013	7650130																																																							
765014	7650140																																																							
765015	7650150																																																							
765016	7650160																																																							
765017	7650170																																																							
765018	7650180																																																							
765021	7650210																																																							
765022	7650220																																																							
765023	7650230																																																							
765024	7650240																																																							
765025	7650250																																																							
765026	7650260																																																							
765027	7650270																																																							
765028	7650280	7650281																																																						
765031	7650310																																																							
765032	7650320																																																							
765033	7650330																																																							
765034	7650340																																																							
765035	7650350																																																							
765036	7650360																																																							
765037	7650370																																																							
765038	7650380																																																							
346001	3460010																																																							
346002	3460020	3460021	3460022																																																					
346003	3460030	3460031	3460032																																																					
346004	3460040	3460041	3460042																																																					
346005	3460050	3460051	3460052																																																					
346006	3460060	3460061	3460062																																																					
346007	3460070	3460071	3460072																																																					
346008	3460080	3460081	3460082																																																					
346009	3460090	3460091	3460092																																																					
346010	3460100	3460101	3460102																																																					
570000	5700000																																																							
570001	5700010	5700011																																																						
570002	5700020	5700021	5700022																																																					
570003	5700030	5700031	5700032																																																					
570004	5700040	5700041																																																						
570005	5700050	5700051																																																						
570006	5700060	5700061																																																						
570007	5700070	5700071																																																						
570008	5700080	5700081																																																						
570010	5700100																																																							
570011	5700110	5700111	5700112																																																					
570012	5700120	5700121	5700122																																																					
570013	5700130	5700131	5700132																																																					
570014	5700140	5700141	5700142																																																					
570015	5700150	5700151	5700152																																																					
570016	5700160	5700161																																																						
570017	5700170	5700171																																																						
580000	5800000	5800001																																																						
580001	5800010	5800011																																																						
580002	5800020	5800021																																																						
580003	5800030	5800031	5800032																																																					
580004	5800040	5800041	5800042																																																					
580005	5800050																																																							
580006	5800060																																																							
580007	5800070																																																							
580008	5800080																																																							
580009	5800090																																																							
580010	5800100																																																							
580011	5800110																																																							
580012	5800120																																																							
590000	5900000	5900001																																																						
590001	5900010																																																							
590002	5900020																																																							
590003	5900030																																																							
590004	5900040																																																							
590005	5900050																																																							
590006	5900060																																																							
590007	5900070																																																							
590008	5900080																																																							
590009	5900090																																																							
590010	5900100																																																							
590011	5900110																																																							
590012	5900120																																																							
590013	5900130																																																							
590014	5900140																																																							
590015	5900150																																																							
590016	5900160																																																							
590017	5900170																																																							
590018	5900180																																																							
590019	5900190																																																							
590020	5900200																																																							
590021	5900210																																																							
590022	5900220																																																							
590023	5900230																																																							
590024	5900240																																																							
590025	5900250																																																							
590026	5900260																																																							
590027	5900270																																																							
590028	5900280																																																							
590029	5900290																																																							
590030	5900300																																																							
590031	5900310																																																							
590032	5900320																																																							
590033	5900330																																																							
590034	5900340																																																							
590035	5900350																																																							
590036	5900360																																																							
590037	5900370																																																							
590038	5900380																																																							
590039	5900390																																																							
590040	5900400																																																							
590041	5900410																																																							
590042	5900420																																																							
590043	5900430																																																							
590044	5900440																																																							
590045	5900450																																																							
590046	5900460																																																							
590047	5900470																																																							
590048	5900480																																																							
590049	5900490																																																							
590050	5900500																																																							
590051	5900510																																																							
590052	5900520																																																							
590053	5900530																																																							
590054	5900540																																																							
590055	5900550																																																							
590056	5900560																																																							
590057	5900570																																																							
590058	5900580																																																							
590059	5900590																																																							
590060	5900600																																																							
590061	5900610																																																							
590062	5900620																																																							
590063	5900630																																																							
590064	5900640																																																							
590065	5900650																																																							
590066	5900660																																																							
590067	5900670																																																							
590068	5900680																																																							
590069	5900690																																																							
49000	490000	490001	490002																																																					
49001	490010	490011	490012																																																					
85000	850000	850001	850002																																																					
85001	850010	850011	850012																																																					
85002	850020	850021	850022																																																					
85003	850030	850031	850032																																																					
85004	850040	850041	850042																																																					
85005	850050	850051	850052																																																					
85006	850060	850061	850062																																																					
85007	850070	850071	850072																																																					
85008	850080	850081	850082																																																					
85009	850090	850091	850092																																																					
85010	850100	850101	850102																																																					
85011	850110	850111	850112																																																					
85012	850120	850121	850122																																																					
85013	850130	850131	850132																																																					
85014	850140	850141	850142																																																					
85015	850150	850151	850152																																																					
85016	850160	850161	850162																																																					
