Id	RoleId	StandType	ChangeToStandType	ShowType	ConditionId	ConditionParam	Content	CvId	FaceId	ActionId	Duration[1]	Duration[2]	Duration[3]	Duration[4]	Weight	Validity	CoolTime	FavorLimit	ShowButton	ActivityId	ShowTime
1570302	1571003	0	0	0	10001	1	What do you think of the monument that commemorates the victims on the square? Um... Me? I think... anyone who can struggle to survive in this time is also great. I have witnessed too many deaths... That's why I think living itself is already a remarkable achievement.	133020		BoardAct0202	24.834	24.834	24.834	24.834	1	-1	-1	1|8	1|2		
1570303	1571003	0	0	0	10001	1	Hmm? I'm painting with the pen you left... It's just a sunflower. If I say I'm drawing it because I'm thinking of you, will you believe me?	133022		BoardAct0203	25.667	25.667	25.667	25.667	1	-1	-1	1|8	1|2		
1570304	1571003	0	0	0	120	-1	Hmm? I'm painting with the pen you left... It's just a sunflower. If I say I'm drawing it because I'm thinking of you, will you believe me?	133022		BoardAct0203	25.667	25.667	25.667	25.667	1	-1	-1	1|8	1|2		
1570305	1571003	0	0	0	2	-1	Will you turn me down... if I say I want to be one step closer to you?	133095		BoardAct1001	11.667	11.667	11.667	11.667	1	-1	-1	1|8			
1570306	1571003	0	0	0	10001	3	What's going on? Don't panic. I'm listening.	133060		BoardAct1002	11.334	11.334	11.334	11.334	1	-1	-1	1|8			
1570307	1571003	0	0	0	10001	4	What's going on? Don't panic. I'm listening.	133060		BoardAct1002	11.334	11.334	11.334	11.334	1	-1	-1	1|8			
1570308	1571003	0	0	0	10001	5	What's going on? Don't panic. I'm listening.	133060		BoardAct1002	11.334	11.334	11.334	11.334	1	-1	-1	1|8			
1570309	1571003	0	0	1	101	10	Welcome back, Commandant. I've been waiting for you.	133051		BoardAct1004	10	10	10	10	96	-1	-1	2|8			
1570310	1571003	0	0	1	111	3600	Wait, let me see your eyes. Hmm... Open your mouth, please? When did you sleep last night? You're just...	133044		BoardAct1007	18.667	18.667	18.667	18.667	98	-1	-1	3|8			
1570311	1571003	0	0	1	1	900	I wonder whether you are asleep or are doing something else... But I enjoy looking at your back just like this.	133038		BoardAct1005	13.334	13.334	13.334	13.334	97	-1	-1	4|8			
1570312	1571003	0	0	0	10002	-1	What?! You alright? Did you fall?	133055		BoardAct1003	9.667	9.667	9.667	9.667	1	-1	-1	5|8			
1570313	1571003	0	0	2	102	2	It's been a long time. Did you sleep in? Dreamed about an ordinary, peaceful world? If you found happiness in that world... I too wish it could last longer. It's okay, I will be right here waiting for you until you are back.	133054		BoardAct1006	26.667	26.667	26.667	26.667	99	-1	-1	6|8			
1040401	1041004	0	0	0	10001	1	Even if I cannot become the "light" that guides others, I still take honor in exploring the essence of "darkness."	134014		BoardAct0201	11.667	11.667	11.667	11.667	1	-1	-1	1|8	1|2		
1040402	1041004	0	0	0	10001	1	If only I could have met you earlier... My apologies. Please forget my foolish words. I don't want anyone else to see that fragile side of me.	134020		BoardAct0202	24.5	24.5	24.5	24.5	1	-1	-1	1|8	1|2		
1040403	1041004	0	0	0	10001	1	Faith gives people motivation, but only the heart can tell them where their destination lies. My answer... is right here in my eyes... Can you see it?	134022		BoardAct0203	26.5	26.5	26.5	26.5	1	-1	-1	1|8	1|2		
1040404	1041004	0	0	0	120	-1	Faith gives people motivation, but only the heart can tell them where their destination lies. My answer... is right here in my eyes... Can you see it?	134022		BoardAct0203	26.5	26.5	26.5	26.5	1	-1	-1	1|8	1|2		
1040405	1041004	0	0	0	2	-1	What shall I give to Commandant... Oh, don't worry, I was just thinking about what kind of present you would possibly like. It's more interesting than I thought.	134033		BoardAct1001	19.334	19.334	19.334	19.334	1	-1	-1	1|8			
1040406	1041004	0	0	0	10001	3	Commandant, it is very childish to catch someone's attention in this way.	134058		BoardAct1002	15.834	15.834	15.834	15.834	1	-1	-1	1|8			
1040407	1041004	0	0	0	10001	4	Commandant, it is very childish to catch someone's attention in this way.	134058		BoardAct1002	15.834	15.834	15.834	15.834	1	-1	-1	1|8			
1040408	1041004	0	0	0	10001	5	Commandant, it is very childish to catch someone's attention in this way.	134058		BoardAct1002	15.834	15.834	15.834	15.834	1	-1	-1	1|8			
1040409	1041004	0	0	1	101	10	My Command... (Anxiously clears throat when realizing she isn't addressing the commandant in a respectful manner) Commandant! Please forgive my rudeness. I didn't realize you were already here.	134051		BoardAct1004	21	21	21	21	96	-1	-1	2|8			
1040410	1041004	0	0	1	111	3600	You have worked hard enough today. Please take time to rest. That's my suggestion—and it can also be an order if necessary.	134042		BoardAct1007	17.167	17.167	17.167	17.167	98	-1	-1	3|8			
1040411	1041004	0	0	1	1	900	In an environment full of unknowns, the slightest ignorance could be fatal... But I guess you are tired of such advice. It's okay, you can take some time off. I will keep it a secret.	134039		BoardAct1005	24.334	24.334	24.334	24.334	97	-1	-1	4|8			
1040412	1041004	0	0	0	10002	-1	Danger...! Commandant, stand next to me—Hmph (realizes it was just a trick)... (Slightly ashamed for her own behavior, while debating whether she should criticize Commandant's action) Forget about it...	134057		BoardAct1003	22.334	22.334	22.334	22.334	1	-1	-1	5|8			
1040413	1041004	0	0	2	102	2	You have come. How long have I been waiting? I don't see a need to make a record, because I believe that you will eventually come back.	134054		BoardAct1006	17	17	17	17	99	-1	-1	6|8			
1230201	1231002	0	0	0	10001	1	Hmm... cute? The mistress chose this outfit for Bambinata. Would you prefer clothes more suited to your liking?	135015		BoardAct0201	17.667	17.667	17.667	17.667	1	-1	-1	1|8	1|2		
1230202	1231002	0	0	0	10001	1	Do you like it, Commandant? Bambinata's M.I.N.D. does not possess the specific memory data for it, but this frame is very familiar with such actions. If you like it, the dance can go on forever and ever...	135019		BoardAct0202	40.167	40.167	40.167	40.167	1	-1	-1	1|8	1|2		
1230203	1231002	0	0	0	10001	1	Slapsies? What do you want Bambinata to do, Commandant? Hm... Place Bambinata's hand above your palm like this? Ah! ...Huh? Bambinata should try to pull this hand back? But... Bambinata thought you wanted to slap it?	135021		BoardAct0203	33.334	33.334	33.334	33.334	1	-1	-1	1|8	1|2		
1230204	1231002	0	0	0	120	-1	Slapsies? What do you want Bambinata to do, Commandant? Hm... Place Bambinata's hand above your palm like this? Ah! ...Huh? Bambinata should try to pull this hand back? But... Bambinata thought you wanted to slap it?	135021		BoardAct0203	33.334	33.334	33.334	33.334	1	-1	-1	1|8	1|2		
1230205	1231002	0	0	0	2	-1	The mistress said a well-mannered puppet should express their gratitude in moments like this... D-did Bambinata do it right?	135033		BoardAct1001	14.234	14.234	14.234	14.234	1	-1	-1	1|8			
1230206	1231002	0	0	0	10001	3	Aargh! Sob... Is this Bambinata's punishment?	135058		BoardAct1002	12.667	12.667	12.667	12.667	1	-1	-1	1|8			
1230207	1231002	0	0	0	10001	4	Aargh! Sob... Is this Bambinata's punishment?	135058		BoardAct1002	12.667	12.667	12.667	12.667	1	-1	-1	1|8			
1230208	1231002	0	0	0	10001	5	Aargh! Sob... Is this Bambinata's punishment?	135058		BoardAct1002	12.667	12.667	12.667	12.667	1	-1	-1	1|8			
1230209	1231002	0	0	1	101	10	Commandant, do you have a mission for Bambinata? Oh, no, that's not it... It's not that Bambinata doesn't want to stay here. Bambinata just... just hopes you can make use of Bambinata more often, Commandant.	135051		BoardAct1004	22.334	22.334	22.334	22.334	96	-1	-1	2|8			
1230210	1231002	0	0	1	111	3600	Hm... Sometimes the mistress would hold Bambinata like this... Hmmm... You're not falling asleep, Commandant? The m-mistress would often take a nap this way... Has Bambinata done something wrong?	135044		BoardAct1007	34.667	34.667	34.667	34.667	98	-1	-1	3|8			
1230211	1231002	0	0	1	1	900	Hm... Are you asleep? You are very kind... Bambinata should treat you the way you like to treat Bambinata, right?	135040		BoardAct1005	24.334	24.334	24.334	24.334	97	-1	-1	4|8			
1230212	1231002	0	0	0	10002	-1	...? Do you want Bambinata to dance for you?	135055		BoardAct1003	17.667	17.667	17.667	17.667	1	-1	-1	5|8			
1230213	1231002	0	0	2	102	2	Did you leave Bambinata here because... Bambinata is no longer of use?	135054		BoardAct1006	15.667	15.667	15.667	15.667	99	-1	-1	6|8			
