Id	EventId	NeedDecoration	StepId	NextStepId	Type	StageId	StepRewardItemId	StepRewardItemCount	StoryId	OptionDesc[1]	OptionDownDesc[1]	OptionIcon[1]	OptionType[1]	OptionItemId[1]	OptionItemCount[1]	OptionNextStepId[1]	OptionNeedDecoration[1]	OptionDesc[2]	OptionDownDesc[2]	OptionIcon[2]	OptionType[2]	OptionItemId[2]	OptionItemCount[2]	OptionNextStepId[2]	OptionNeedDecoration[2]	OptionDesc[3]	OptionDownDesc[3]	OptionIcon[3]	OptionType[3]	OptionItemId[3]	OptionItemCount[3]	OptionNextStepId[3]	OptionNeedDecoration[3]	OptionDesc[4]	OptionDownDesc[4]	OptionIcon[4]	OptionType[4]	OptionItemId[4]	OptionItemCount[4]	OptionNextStepId[4]	OptionNeedDecoration[4]	Title	TitleContent	RoleIcon	RoleName	RoleContent	EventDesc	ConfirmContent	BgAsset
333	503		50302		1																																					Flower and Feather					You pick up a feather dropped from some kind of gray bird and figure out the direction to go through divination. Following the guidance of the feather, you arrive at the source of the water. You move forward along the stream.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
334	503		50303		1																																					Flower and Feather					Based on some shallow knowledge that appears in your mind, you decide to determine a direction to go. You walk slowly in the direction of the sunrise.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
335	503		50304	50305	1																																					Flower and Feather					You notice that there are some small buds surrounded by long sword-shaped leaves in the grass on the ground. Fragile and beautiful, they stretch forward as if they are guiding you somewhere. You move forward in the direction they point.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
336	503		50305		6				ZX02404BE																																	Flower and Feather							
337	504		50401		2					Hand out the gem	Item %s required		2	96110	1	50402		I can be a helper on board			3			50406		Be honest and ask for help			3			50407										Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	This is not a toy ship bound for Debussy's Joyous Island.	After a brief talk, you tell the sailor that you want to join their voyage to the distant kingdom. The sailor's description of the city capital is exactly what you remember about Naples. However, you search all your pockets and can't find any money.	Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
338	504		50402	50403	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	You...	The sailor looks at you. He says something, but it doesn't answer your question. He agrees to let you get on the ship but refuses to take the gem.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
339	504		50403	50404	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Where did you get this?	The sailor looks at you. He says something, but it doesn't answer your question. He agrees to let you get on the ship but refuses to take the gem.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
340	504		50404	50405	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Do you know a traveler with purple eyes?	The sailor looks at you. He says something, but it doesn't answer your question. He agrees to let you get on the ship but refuses to take the gem.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
341	504		50405		1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Nothing... Forget it.	The sailor looks at you. He says something, but it doesn't answer your question. He agrees to let you get on the ship but refuses to take the gem.	Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
342	504		50406		1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		The sailor gives you a glance with a faint smile without saying anything. He allows you to get on board but doesn't respond to your proposal.	Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
343	504		50407	50408	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		The sailor looks at you as if he recalls a distant memory. He allows you to board without saying anything.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
344	504		50408	50409	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Have you seen a dragon before?	The sailor looks at you as if he recalls a distant memory. He allows you to board in the end.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
345	504		50409	50410	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	We haven't seen a dragon for a very long time.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
346	504		50410	50411	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	'The dragon comes with the pipe music.'		Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
347	504		50411	50412	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	But at the very beginning, the dragon came without warning.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
348	504		50412	50413	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	The only thing we knew was it always targeted at a crowd.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
349	504		50413		1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	It would bring the crowd from the ground and let them fall from above. It attacked villages and people, destroying everything in its sight.		Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
350	506		50601		2					The dragon			3			50602		The sailor			3			50602		I'm not interested			3			50604										Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Where was I?	The sea is calm. You dream about the storytelling sailor almost every night, who tells stories about the past that is different from today, about the song of returning home, and about the disaster brought by the dragon.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
351	506		50602		2					Tell me more			3			50605																										Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		I guess I'm old. Start to talk on and on about the past.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
352	506		50604		1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		You say goodbye to the sailor. The gentle wind from the sea makes you sleepy. You go back to the cabin and have a long dream.	Leave	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
353	506		50605	50607	6				ZX02411BE																																	Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor				
354	506		50607		2					Tell me more about the traveler	Item %s required		2	96110	1	50608		I want to have some rest back at my cabin			3			50609																		Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Shall we call it a night?		Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
355	506		50608	50610	6				ZX02412BE																																	Story Time							
356	506		50609		1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		You say goodbye to the sailor. The gentle wind from the sea makes you sleepy. You go back to the cabin and have a long dream.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
357	506		50610		2					Ask the sailor if he still remember the tune of "The Song of Siren"			3			50611		Ask the sailor to teach you sing the original "The Song of Siren"			3			50614																		Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor			Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
358	506		50611	50612	1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	So you are interested about the song we sing on the sea?	Ask the sailor if he still remember the tune of "The Song of Siren"	Talk	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
359	506		50612	50613	1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	The song about returning home you heard the sailors singing the other night is a variation of The Song of Siren.		Talk	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
360	506		50613		1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	The song has been passed on, connecting us together.		Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
361	506		50614	50615	1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Haha, of course.	Ask the sailor to teach you sing the original "The Song of Siren"	Talk	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
362	506		50615		4		96113	1																																		Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	The song about returning home you heard the sailors singing the other night is a variation of The Song of Siren.		Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
363	507		50701		2					Where am I?			3			50702																										Castaway					You open your eyes and see a clear sky. There is a smell of the sea in the air. You have a fuzzy memory of being thrown up by the waves while screaming for help. The last thing you saw was the dragon holding its head high and two huge claws coming at you. You dodged and held tight to the small boat under your chest to keep yourself from drowning.	Next	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
364	507		50702		2					Walk around			3			50703																										Castaway					Under your body is soft sand. You sit up slowly. What meets your eyes is the calm sea. The waves are lapping at your feet.	Next	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
365	507		50703		2					Sunbathe on the beach			3			50704		Look for the living being			3			50705		Walk along the coast			3			50706										Castaway					You take a walk around. Although there are still a lot of things to find out, you're pretty sure that you're on an island. Is this an uninhabited island?	Next	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
366	507		50704		1																																					Castaway					The sunshine is perfect. Your clothes were dried before you're fully awake.	Next	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
367	507		50705		5	30061932																																				Castaway					You see something moving and go after the figure. Is it Caliban or Friday? You decide to find out.	Start Battle	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
368	507		50706		6				ZX02413BE																																	Castaway							
369	508		50801		2					Introduce yourself			3			50802		Explain what happened			3			50803		I will only stay for a short time and will leave soon			3			50807										Village					The appearance of the dragon has caused a disturbance in the village. The villagers pick up their tools and weapons and rush to the venue only to find you slowly climbing down from the roof.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
370	508		50802		1																																					Village		Assets/Product/Texture/Image/RoleStory/PinminNormal01.png	Farmer	Outsiders are not welcome here.	You explain everything, but the villagers don't seem convinced. They still stand in your way like an iron wall.	Leave	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
371	508		50803	50804	1																																					Village		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Young Person A	Are you with the piper?	You explain everything and the villagers begin to whisper to each other. They look at you in an unfriendly way. Someone throws a stone at you.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
372	508		50804	50805	1																																					Village		Assets/Product/Texture/Image/RoleStory/TongyongNanmingirlNormal02.png	Young Person B	You said you followed the dragon here?	You explain everything and the villagers begin to whisper to each other. They look at you in an unfriendly way. Someone throws a stone at you.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
373	508		50805	50806	1																																					Village		Assets/Product/Texture/Image/RoleStory/ShihuangzhenanNormal01.png	Middle-aged Person A	Disaster! Disaster! The disaster has come to our village!	You explain everything and the villagers begin to whisper to each other. They look at you in an unfriendly way. Someone throws a stone at you.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
374	508		50806		5	30061887																																				Village		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	Middle-aged Person B	Get out! Get out!	You explain everything and the villagers begin to whisper to each other. They look at you in an unfriendly way. Someone throws a stone at you.	Prepare for Battle	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
375	508		50807		1																																					Village					I will only stay for a short time and will leave soon	Leave	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
376	510		51001		2					Go have a look			3			51002		Walk by			3			51013																		The Lost One					You walk on the wasteland. It is where the dragon's lair locates according to the legend. Many who came are forever buried here. This deserted graveyard extends forward into the darkness on the horizon. Under your feet are stones of different sizes. A noise comes from ahead...	Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
377	510		51002		2					Stop him			3			51003		Save him			3			51007		Leave			3			51014										The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I'm not afraid of you!	You see a little boy confronting a monster. He picks up a stone and is about to throw it at the monster.	Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
378	510		51003	51004	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Are you... Are you a champion?	You stop the boy and lead him to safety.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
379	510		51004	51005	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Are you here to kill the dragon as well?	You stop the boy and lead him to safety.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
380	510		51005	51006	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Me?	You stop the boy and lead him to safety.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
381	510		51006		1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I'm a champion too!	You stop the boy and lead him to safety.	Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
382	510		51007	51008	5	30061888																																				The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I'm not afraid of you!	Save him	Prepare for Battle	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
383	510		51008	51009	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	That was awesome!	After winning the battle	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
384	510		51009	51010	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Are you a true champion?		Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
385	510		51010	51011	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Mom said the piper was bad.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
386	510		51011	51012	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I want to prove her wrong.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
387	510		51012		1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	How could a bad person play such a beautiful tune?		Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
388	510		51013		1																																					The Lost One					Walk by	Leave	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
389	510		51014		1																																					The Lost One					Leave	Leave	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
390	513		51301		2					Help the army			3			51302		Pursue the dragon			3			51303																		City Gate					Severely injured, the dragon flies away. You follow the dragon to the city gate. It has already been broken. People are running around for life. The soldiers of the army are defending the gate and the people behind it against the monster with their bodies.	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
391	513		51302		4		96107	1																																		City Gate					Item Obtained	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
392	513		51303		1																																					City Gate					Pursue the dragon	Leave	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
393	515		51501	51502	1																																					Balcony					The city capital is filled with fire and smoke. The dragon spread its invisible wings of death and flies toward the castle. People are running around crying and screaming. Nothing has changed. All you can hear are screams. You run in the opposite direction from the crowd...	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
394	515		51502		2					Distract the monster	Item %s required		2	96107	1	51505		Go help			3			51503		Go directly to the balcony			3			51504										Balcony					You look up and see the balcony where the girl stands in your dream. The dragon is hovering above the balcony. You break into the palace. It is occupied by the monster. Someone is screaming!	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
395	515		51503		5	30061889																																				Balcony					Go help	Prepare for Battle	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
396	515		51504		1																																					Balcony					Go directly to the balcony	Leave	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
397	515		51505		6				ZX02418BE																																	Balcony					Distract the monster	Next	Assets/Product/Texture/Image/BgStory/Bgstory531.jpg
