Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	FastTrading	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	SkipIdParams[5]	SubTypeParams[0]	SubTypeParams[1]	SubTypeParams[2]	SubTypeParams[3]	SubTypeParams[4]	SubTypeParams[5]	SubTypeParams[6]	SubTypeParams[7]
70012	Condelina Hypertune β	Used as a material in Memory Hypertune.	Pure Reason — A lengthy, sophisticated masterpiece of philosophy that laid the foundation of many great theories in the old world. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0012.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0012Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70021	Shakespeare Hypertune α	Used as a material in Memory Hypertune.	Incomplete Scripts — Fragments of an old-world theater play, with some touching stories written on them. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0021.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0021Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70022	Shakespeare Hypertune β	Used as a material in Memory Hypertune.	Summer Night's Dream — A story about an interesting incident caused by naughty fairies on a summer night. Seems to be highly popular in the old world. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0022.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0022Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70031	Heisen Hypertune α	Used as a material in Memory Hypertune.	Replica Circuit — A mass-produced replica circuit that took reference from the human brain. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0031.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0031Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70032	Heisen Hypertune β	Used as a material in Memory Hypertune.	Precision Circuit — A highly sophisticated, precision-machined electronic circuit. Even great scholars would take a lengthy time to study and understand its structure. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0032.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0032Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70041	Darwin Hypertune α	Used as a material in Memory Hypertune.	The Outline of Evolution — An outline that resembles a mind map of early-age studies on the origin of creatures. Albeit very brief, it still clearly demonstrates the intelligence of its author. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0041.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0041Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70042	Darwin Hypertune β	Used as a material in Memory Hypertune.	Abstracts of the Origin of Species — A scientific theory that brought revolution to biology and is still used as an evidence of evolution until today. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0042.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0042Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70051	Hanna Hypertune α	Used as a material in Memory Hypertune.	Crude Piano Model — A crude model of a mini-piano made out of concepts that still requires a significant amount of work. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality	Assets/Product/Texture/Image/IconTools/IconEquipAwake0051.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0051Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70052	Hanna Hypertune β	Used as a material in Memory Hypertune.	Wood Piano Model — Crafted from pure timber, this mini-piano model looks so real that one can almost press its keys to play a song. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0052.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0052Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70061	Cottie Hypertune α	Used as a material in Memory Hypertune.	Doughnut (Low Sugar) — An ordinary-looking low sugar dessert. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0061.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0061Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70062	Cottie Hypertune β	Used as a material in Memory Hypertune.	Doughnut Box — A gift box consisting of doughnuts made by pastry chefs all around the globe. The doughnuts inside look great and taste delicious without being too sweet. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0062.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0062Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70071	Da Vinci Hypertune α	Used as a material in Memory Hypertune.	Sketch of Machines — A passionate machine enthusiast's sketch of some mechanical concepts, ranging from basic robots to powered vehicles. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0071.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0071Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70072	Da Vinci Hypertune β	Used as a material in Memory Hypertune.	Da Vinci's Cryptex — An encrypted tube consisting of 5 rotating alphabetic discs. Rumor has it that secrets are stored inside the tube, but breaking it by force will destroy its content forever. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0072.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0072Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70081	Catherine Hypertune α	Used as a material in Memory Hypertune.	Flower Bud — This bud was made into a dry specimen before it bloomed so it could be preserved longer. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0081.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0081Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70082	Catherine Hypertune β	Used as a material in Memory Hypertune.	Red Blossom — A new sample of fresh red rose. Its rotating petals and juicy red color are still highly sought after by many collectors. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0082.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0082Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70091	Einsteina Hypertune α	Used as a material in Memory Hypertune.	Unfinished Works — An excerpt paying tribute to the original author's academic philosophy, but incomplete for some unknown reason. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0091.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0091Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70092	Einsteina Hypertune β	Used as a material in Memory Hypertune.	Theory of Relativity (Abstract) — A theory that revolutionized physics and is still seen as the pinnacle of wisdom today. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0092.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0092Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70101	Philip II Hypertune α	Used as a material in Memory Hypertune.	Silver Alloy Flute — A beautifully crafted flute that is also corrosion resistant, making it a decent option for flute enthusiasts. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0101.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0101Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70102	Philip II Hypertune β	Used as a material in Memory Hypertune.	Pure Platinum Flute — Its delicate looks suggest an expensive price tag for this hand-crafted instrument. The pure, bright timbre gives the listeners a refreshing feel. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0102.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0102Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70111	Guinevere Hypertune α	Used as a material in Memory Hypertune.	Glamorous Shard — This timeworn shard used to be part of some luxurious ornament and had witnessed a great but pitiful time. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0111.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0111Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70112	Guinevere Hypertune β	Used as a material in Memory Hypertune.	Laurel Crown — A corona weaved from laurel leaves for the beauty. It gives a nice fragrance. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0112.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0112Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70121	Frederick Hypertune α	Used as a material in Memory Hypertune.	Unnamed Music Sheet — No one knows what this simple and pleasant music is called, or where it comes from. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0121.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0121Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70122	Frederick Hypertune β	Used as a material in Memory Hypertune.	Flute Concerto — This renowned concerto is elegant, passionate and bold, yet has great attention to detail. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0122.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0122Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70131	Bathlon Hypertune α	Used as a material in Memory Hypertune.	Rusty Badge — This timeworn badge no longer shines, but the honor it carries has not faded a bit. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0141.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0141Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70132	Bathlon Hypertune β	Used as a material in Memory Hypertune.	Gem Scepter — Crafted from precious metals, this scepter is decorated with many gems, and has a flying eagle carved on the disc at the top. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0142.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0142Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70141	Patton Hypertune α	Used as a material in Memory Hypertune.	Silver Medal — Forged from silver alloys, this medal is often awarded to those who have made outstanding contribution in one or more areas. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0131.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0131Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70142	Patton Hypertune β	Used as a material in Memory Hypertune.	Royal Medal — On this medal are lions, unicorns, and a shield in the center. Only those who are kind, brave, and have made great contribution can receive this honor. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0132.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0132Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70151	Chen Jiyuan Hypertune α	Used as a material in Memory Hypertune.	Measuring Tools — Various types of advanced measuring tools that are easy to carry and manufacture, yet have great precision. Form part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0151.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0151Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70152	Chen Jiyuan Hypertune β	Used as a material in Memory Hypertune.	Mathematics Collection — A collection of many mathematics models and their solutions that represents the development of mathematics over time, and still has great significance in precision calculation and measuring. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0152.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0152Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70161	Koya Hypertune α	Used as a material in Memory Hypertune.	Life Support Set: A toolbox once used by Koya. Contains various tools that can be used for combat support, defense fortification, and emergency rescue. Accounts for a section of the chip's signal spectrum and can be used to upgrade the chip.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0161.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0161Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70162	Koya Hypertune β	Used as a material in Memory Hypertune.	Mottled Photo: A photo of two young boys, one blue-haired and one blond. Their faces, bathed in the sunset glow, are barely invisible. This item accounts for a section of the chip's signal spectrum and can be used to upgrade the chip.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0162.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0162Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70171	Leeuwenhoek Hypertune α	Used as a material in Memory Hypertune.	Microscope Component — A set of tools that Leeuwenhoek often carried with him. With the look of a classic monocle, it has all the functions needed and can be easily put inside the pocket without you worrying about losing it. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0171.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0171Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70172	Leeuwenhoek Hypertune β	Used as a material in Memory Hypertune.	Espresso — 30ml of espresso extracted over 28 seconds, made from water at 92 degrees Celcius. With no milk or sugar added and a strong aroma, this used to be Leeuwenhoek's favorite when he had to work overtime, but Asimov strongly disliked it. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0172.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0172Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70181	Wu'an Hypertune α	Used as a material in Memory Hypertune.	Heavy Chains — These chains would immediately crush any well-trained soldier, but Wu'an put them on himself to control his overwhelming strength. Nobody understands how he survived them. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0181.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0181Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70182	Wu'an Hypertune β	Used as a material in Memory Hypertune.	Semi-Dry Yellow Wine — Wu'an's favorite drink before going to war. The bottle looks a bit worn-out from countless battles, but the wine within still looks crystal clear and gives a rich aroma. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0182.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0182Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70191	Flamel Hypertune α	Used as a material in Memory Hypertune.	Type FNII Potion — A medical potion with unknown ingredients that is sealed inside Flamel's personal floating terminals. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0191.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0191Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70192	Flamel Hypertune β	Used as a material in Memory Hypertune.	Uniform Bandage — Medical bandage manufactured in early Post-Pandemic Age with some battle marks on it. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0192.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0192Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70201	Lucrezia Hypertune α	Used as a material in Memory Hypertune.	Silver Hair — A strand of silver hair sealed inside a test tube that seems to emit a mysterious fragrance. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0201.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0201Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70202	Lucrezia Hypertune β	Used as a material in Memory Hypertune.	Sealed Letter — A secret letter sealed with wax with "To Lucrezia" written in cursive on the envelope. No one knows what is actually in the letter. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0202.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0202Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70211	Exupery Hypertune α	Used as a material in Memory Hypertune.	Planetary painting—painting that can spray planetary patterns is mostly sprayed outside the aircraft, which is the source of some signal frequency bands in the chip and can improve the quality of the chip.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0211.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0211Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70212	Exupery Hypertune β	Used as a material in Memory Hypertune.	Fox's note—a paper notebook printed with foxes and roses, with such a line written on the front page—"May you find that unique rose." It is the source of part of the signal frequency band in the chip, which can improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0212.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0212Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70221	Tifa Hypertune α	Used as a material in Memory Hypertune.	Standardized sewing kit—a sewing kit part of the standardized issued equipment for Task Force members. It is not usually used by members but because Tifa always tears her clothes during battle, she requests new ones periodically. It is the signal source of the chip and can be used to increase the quality of the chip.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0231.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0231Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70222	Tifa Hypertune β	Used as a material in Memory Hypertune.	Black ribbon—a silky ribbon which Tifa loved to use as an accessory on her cuffs. Although when asked why, she never answers. It is the signal source of the chip and can be used to increase the quality of the chip.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0232.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0232Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70231	Jack Hypertune α	Used as a material in Memory Hypertune.	Toy Gun—"Bang!" This toy gun can shoot a white flag. It is often used by "Jack" in films to mock the cowards begging for his mercy. Unfortunately, his laughter can be more deadly than bullets. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0241.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0241Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70232	Jack Hypertune β	Used as a material in Memory Hypertune.	Gentleman's Hat — A gentleman must always stay elegant. An appropriate, well-designed hat is a must-have accessory for gentleman, as well as the most symbolic attire of "Jack" as a character. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0242.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0242Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70241	Elizabeth Hypertune α	Used as a material in Memory Hypertune.	Infusion Stand — A common life-sustaining apparatus at the patient's bedside. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0251.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0251Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70242	Elizabeth Hypertune β	Used as a material in Memory Hypertune.	Medic Nameplates — She keeps the nameplates of every medic she parted from. With them, one can read the case history of all the patients the medics treated in the Star of Life terminal... This is how these lives are remembered. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0252.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0252Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70251	Seraphine Hypertune α	Used as a material in Memory Hypertune.	Maid Uniform — A common blue and white maid uniform during the Golden Age. It has witnessed Seraphine's past. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0261.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0261Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70252	Seraphine Hypertune β	Used as a material in Memory Hypertune.	Natural Pigment — An ancient pigment made from animal blood and grass juice. It is said to be used by Seraphine. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0262.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0262Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70261	Marco Hypertune α	Used as a material in Memory Hypertune.	Logistics Book — Logistics are the lifeblood of business. The secret in this book has the power to disrupt a country's economy. It's the source of part of a chip's signal frequency band and can improve a chip's quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0271.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0271Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70262	Marco Hypertune β	Used as a material in Memory Hypertune.	Chiwen Jade Pendant — A jade pendant owned by Kowloong Chiwen Crew. Whoever holds it can divert all external ports and reserve funds for emergency matters. It grants infinite trust and a huge responsibility. It's the source of part of a chip's signal frequency band and can improve a chip's quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0272.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0272Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70271	Unimate Hypertune α	Used as a material in Memory Hypertune.	Retro Glasses—Ordinary optical glasses made durable with advanced technology.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0281.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0281Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70272	Unimate Hypertune β	Used as a material in Memory Hypertune.	Origin Gear—An item from the memorial. Carried by the primary generation of robots, it is a small piece of gear that is considered redundant in physical terms. However, Unimate insists to have it in the body, as he believes that some things will not be eliminated by time.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0282.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0282Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70281	Isabel Hypertune α	Used as a material in Memory Hypertune.	Audio Journal—a portable military-grade audio recorder Isabel used to record her journal.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0291.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0291Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70282	Isabel Hypertune β	Used as a material in Memory Hypertune.	Dawn Medal—a sapphire medal awarded to commemorate Isabel's outstanding contribution. Isabel often wore it, but it's not out of the purpose of showing off. On the contrary, she believed that glory, emotion, thinking, and civilization should not be bound by the material world.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0292.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0292Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70291	Boone Hypertune α	Used as a material in Memory Hypertune.	Special Bionic Suit—Tailored clothing to maintain warmth and improve comfort. Most importantly, it's less likely to draw the attention of animals. Allowing one to blend in with the environment.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0301.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0301Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70292	Boone Hypertune β	Used as a material in Memory Hypertune.	Air Dried Sausage—Handmade sausage that requires no complex packaging or additives. It has a unique flavor and can be enjoyed as a snack when food stocks are plentiful. When there is not enough food, you can throw them into a pot to cook for stew.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0302.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0302Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70301	Shelley Hypertune α	Used as a material in Memory Hypertune.	Broken Pen—Shelley's favorite pen. It's covered with traces of time, but when Shelley holds it in his hand, it becomes the most romantic piece of art and the most powerful weapon.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0311.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0311Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70302	Shelley Hypertune β	Used as a material in Memory Hypertune.	Origami Boat—A paper boat with a poem written on it. Shelley loves to put these paper boats into the river and watch them float downstream. For him, poetry is the ideal of his life, which will be freed in a faraway place.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0312.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0312Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70311	Charlotte Hypertune α	Used as a material in Memory Hypertune.	A lipstick — Charlotte always wears bright lipstick just to stand out from her low-key Purifying Force colleagues. It is the source of her confidence.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0321.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0321Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
70312	Charlotte Hypertune β	Used as a material in Memory Hypertune.	Crimson Blade — Charlotte's favorite Levi-Blade. It was originally a standard Levi-Blade, but Charlotte colored it into her signature crimson red to let the color stay in the memory of her victims forever.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0322.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0322Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
70321	Turing Hypertune α	Used as a material in Memory Hypertune.	The Enigma Decipher Code is a code Turing created to crack the Enigma machine used for information encryption in information warfare before the Golden Age. By transforming it into a portable decryption key, he made tremendous contributions to the world's subsequent peace process.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0341.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0341Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	908		70001	40					1	10034													
