Id	Group	Direction	ClickType	PressFrame	TotalFrame
2748	30031553	3	1	1131	40
2749	30031553	1	1	1138	40
2750	30031553	1	1	1149	40
2751	30031553	1	1	1160	40
2752	30031553	1	1	1171	40
2753	30031553	3	1	1189	40
2754	30031553	2	1	1196	40
2755	30031553	2	1	1207	40
2756	30031553	2	1	1218	40
2757	30031553	2	1	1229	40
2758	30031553	3	1	1240	40
2759	30031553	3	1	1247	40
2760	30031553	3	2	1255	15
2761	30031553	2	1	1276	40
2762	30031553	1	1	1287	40
2763	30031553	2	1	1295	40
2764	30031553	1	1	1302	40
2765	30031553	3	2	1309	18
2766	30031553	1	1	1335	40
2767	30031553	2	1	1345	40
2768	30031553	1	1	1353	40
2769	30031553	2	1	1360	40
2770	30031553	3	2	1367	18
2771	30031553	3	1	1393	40
2772	30031553	3	1	1404	40
2773	30031553	3	1	1411	40
2774	30031553	3	2	1418	18
2775	30031553	3	1	1444	40
2776	30031553	3	1	1451	40
2777	30031553	1	1	1462	40
2778	30031553	2	1	1469	40
2779	30031553	1	1	1476	40
2780	30031553	3	2	1487	15
2781	30031553	1	1	1509	40
2782	30031553	2	1	1520	40
2783	30031553	1	1	1527	40
2784	30031553	2	1	1535	40
2785	30031553	3	2	1542	18
2786	30031553	2	1	1567	40
2787	30031553	1	1	1578	40
2788	30031553	2	1	1585	40
2789	30031553	1	1	1593	40
2790	30031553	3	2	1600	18
2791	30031553	3	1	1625	40
2792	30031553	3	1	1633	40
2793	30031553	3	1	1640	40
2794	30031553	3	1	1647	40
2795	30031553	3	1	1655	40
2796	30031553	3	2	1662	55
2797	30031553	3	1	1720	40
2798	30031553	2	2	1749	11
2799	30031553	1	2	1764	11
2800	30031553	3	1	1778	40
2801	30031553	3	1	1785	40
2802	30031553	3	1	1793	40
2803	30031553	3	1	1800	40
2804	30031553	3	1	1807	40
2805	30031553	3	1	1815	40
2806	30031553	3	1	1822	40
2807	30031553	3	1	1829	40
2808	30031553	3	1	1836	40
2809	30031553	3	1	1844	40
2810	30031553	3	1	1851	40
2811	30031553	3	1	1858	40
2812	30031553	3	1	1865	40
2813	30031553	3	1	1873	40
2814	30031553	1	2	1880	15
2815	30031553	2	2	1895	22
2816	30031553	1	2	1916	15
2817	30031553	2	2	1938	15
2818	30031553	1	2	1953	29
2819	30031553	2	2	1982	15
2820	30031553	1	2	1996	15
2821	30031553	2	2	2011	25
2822	30031553	1	2	2036	15
2823	30031553	2	2	2055	15
2824	30031553	1	2	2069	25
2825	30031553	2	2	2095	15
2826	30031553	1	2	2113	15
2827	30031553	2	2	2127	22
2828	30031553	1	2	2149	22
2829	30031553	2	2	2171	15
2830	30031553	1	2	2185	18
2831	30031553	3	2	2207	36
2832	30031554	2	1	90	40
2833	30031554	2	1	98	40
2834	30031554	2	1	105	40
2835	30031554	2	1	112	40
2836	30031554	1	1	119	40
2837	30031554	1	1	127	40
2838	30031554	1	1	134	40
2839	30031554	1	1	141	40
2840	30031554	2	1	149	40
2841	30031554	1	1	156	40
2842	30031554	2	1	163	40
2843	30031554	1	1	170	40
2844	30031554	2	1	178	40
2845	30031554	1	2	185	7
2846	30031554	2	1	192	40
2847	30031554	2	1	199	40
2848	30031554	1	1	207	40
2849	30031554	1	1	214	40
2850	30031554	1	1	221	40
2851	30031554	1	1	229	40
2852	30031554	2	1	236	40
2853	30031554	2	1	243	40
2854	30031554	2	1	250	40
2855	30031554	2	1	258	40
2856	30031554	1	1	265	40
2857	30031554	2	1	272	40
2858	30031554	1	2	279	7
2859	30031554	2	1	287	40
2860	30031554	2	1	294	40
2861	30031554	1	1	301	40
2862	30031554	1	1	309	40
2863	30031554	3	1	316	40
2864	30031554	3	1	323	40
2865	30031554	2	1	330	40
2866	30031554	1	1	338	40
2867	30031554	3	1	345	40
2868	30031554	1	1	352	40
2869	30031554	2	1	359	40
2870	30031554	3	1	367	40
2871	30031554	3	1	374	40
2872	30031554	3	1	381	40
2873	30031554	1	1	389	40
2874	30031554	2	1	396	40
2875	30031554	3	1	403	40
2876	30031554	2	1	410	40
2877	30031554	1	1	418	40
2878	30031554	3	1	425	40
2879	30031554	3	1	432	40
2880	30031554	3	1	439	40
2881	30031554	1	1	447	40
2882	30031554	2	1	454	40
2883	30031554	3	1	461	40
2884	30031554	2	1	469	40
2885	30031554	1	1	476	40
2886	30031554	3	1	483	40
2887	30031554	3	1	490	40
2888	30031554	2	1	498	40
2889	30031554	1	1	505	40
2890	30031554	2	1	512	40
2891	30031554	1	1	519	40
2892	30031554	3	1	527	40
2893	30031554	3	1	534	40
2894	30031554	3	1	541	40
2895	30031554	3	1	549	40
2896	30031554	3	1	556	40
2897	30031554	1	1	614	40
2898	30031554	2	1	672	40
2899	30031554	3	2	701	25
2900	30031554	3	1	730	40
2901	30031554	1	1	738	40
2902	30031554	2	1	739	40
2903	30031554	1	1	749	40
2904	30031554	2	1	750	40
2905	30031554	1	1	759	40
2906	30031554	2	1	761	40
2907	30031554	1	1	770	40
2908	30031554	2	1	772	40
2909	30031554	3	1	781	40
2910	30031554	3	1	785	40
2911	30031554	3	1	789	40
2912	30031554	2	1	796	40
2913	30031554	2	1	807	40
2914	30031554	3	1	810	40
2915	30031554	3	1	818	40
2916	30031554	1	1	825	40
2917	30031554	1	1	836	40
2918	30031554	3	1	839	40
2919	30031554	3	1	847	40
2920	30031554	2	1	854	40
2921	30031554	2	1	865	40
2922	30031554	3	1	869	40
2923	30031554	3	1	876	40
2924	30031554	1	1	883	40
2925	30031554	1	1	894	40
2926	30031554	3	1	898	40
2927	30031554	3	1	905	40
2928	30031554	1	1	912	40
2929	30031554	2	1	916	40
2930	30031554	1	1	923	40
2931	30031554	3	1	927	40
2932	30031554	3	1	934	40
2933	30031554	2	1	941	40
2934	30031554	1	1	945	40
2935	30031554	2	1	952	40
2936	30031554	3	1	956	40
2937	30031554	3	1	963	40
2938	30031554	1	1	970	40
2939	30031554	2	1	974	40
2940	30031554	1	1	981	40
2941	30031554	3	1	985	40
2942	30031554	3	1	992	40
2943	30031554	2	1	999	40
2944	30031554	1	1	1003	40
2945	30031554	1	1	1010	40
2946	30031554	3	1	1014	40
2947	30031554	1	2	1021	11
2948	30031554	2	2	1032	11
2949	30031554	1	2	1043	11
2950	30031554	2	2	1054	11
2951	30031554	1	1	1065	40
2952	30031554	2	1	1072	40
2953	30031554	1	2	1079	51
2954	30031554	2	1	1090	40
2955	30031554	2	1	1101	40
2956	30031554	2	1	1112	40
2957	30031554	2	2	1138	11
2958	30031554	1	2	1149	11
2959	30031554	2	2	1159	11
2960	30031554	1	2	1170	11
2961	30031554	2	1	1181	40
2962	30031554	1	1	1189	40
2963	30031554	2	2	1196	51
2964	30031554	1	1	1207	40
2965	30031554	1	1	1218	40
2966	30031554	1	1	1229	40
2967	30031554	3	2	1254	13
2968	30031554	1	2	1269	7
2969	30031554	2	1	1276	40
2970	30031554	1	2	1279	5
2971	30031554	2	1	1287	40
2972	30031554	1	1	1294	40
2973	30031554	2	1	1301	40
2974	30031554	3	2	1309	15
2975	30031554	2	2	1327	7
2976	30031554	1	1	1334	40
2977	30031554	2	2	1338	5
2978	30031554	1	1	1345	40
2979	30031554	2	1	1352	40
2980	30031554	1	1	1359	40
2981	30031554	3	1	1367	40
2982	30031554	3	1	1374	40
2983	30031554	3	1	1378	40
2984	30031554	1	2	1385	7
2985	30031554	2	1	1392	40
2986	30031554	1	2	1396	5
2987	30031554	2	1	1403	40
2988	30031554	1	1	1410	40
2989	30031554	2	2	1418	9
2990	30031554	3	2	1432	7
2991	30031554	2	1	1443	40
2992	30031554	1	1	1447	40
2993	30031554	2	1	1450	40
2994	30031554	1	1	1454	40
2995	30031554	2	1	1461	40
2996	30031554	1	1	1469	40
2997	30031554	3	2	1476	7
2998	30031554	3	2	1487	11
2999	30031554	2	2	1501	7
3000	30031554	1	1	1509	40
3001	30031554	2	2	1512	5
3002	30031554	1	1	1519	40
3003	30031554	2	1	1527	40
3004	30031554	1	1	1534	40
3005	30031554	3	2	1541	15
3006	30031554	1	2	1559	7
3007	30031554	2	1	1567	40
3008	30031554	1	2	1570	5
3009	30031554	2	1	1578	40
3010	30031554	1	1	1585	40
3011	30031554	2	1	1592	40
3012	30031554	3	2	1599	12
3013	30031554	2	2	1618	7
3014	30031554	1	1	1625	40
3015	30031554	2	2	1629	7
3016	30031554	1	1	1636	40
3017	30031554	2	1	1643	40
3018	30031554	1	1	1650	40
3019	30031554	3	1	1661	40
3020	30031554	3	1	1669	40
3021	30031554	3	1	1676	40
3022	30031554	3	1	1683	40
3023	30031554	3	1	1690	40
3024	30031554	3	1	1698	40
3025	30031554	3	2	1705	11
3026	30031554	3	1	1719	40
3027	30031554	1	2	1749	15
3028	30031554	2	2	1763	15
3029	30031554	1	1	1778	40
3030	30031554	1	1	1781	40
3031	30031554	2	1	1785	40
3032	30031554	2	1	1789	40
3033	30031554	1	1	1792	40
3034	30031554	1	1	1796	40
3035	30031554	2	1	1799	40
3036	30031554	2	1	1803	40
3037	30031554	1	1	1807	40
3038	30031554	1	1	1810	40
3039	30031554	2	1	1814	40
3040	30031554	2	1	1818	40
3041	30031554	1	1	1821	40
3042	30031554	1	1	1825	40
3043	30031554	2	1	1829	40
3044	30031554	2	1	1832	40
3045	30031554	1	1	1836	40
3046	30031554	1	1	1839	40
3047	30031554	2	1	1843	40
3048	30031554	2	1	1847	40
3049	30031554	1	1	1850	40
3050	30031554	1	1	1854	40
3051	30031554	2	1	1858	40
3052	30031554	2	1	1861	40
3053	30031554	1	1	1865	40
3054	30031554	1	1	1869	40
3055	30031554	2	1	1872	40
3056	30031554	2	1	1876	40
3057	30031554	1	2	1879	15
3058	30031554	2	2	1894	22
3059	30031554	1	2	1916	22
3060	30031554	2	2	1938	15
3061	30031554	1	2	1952	25
3062	30031554	2	2	1978	18
3063	30031554	1	2	1996	58
3064	30031554	2	1	2010	40
3065	30031554	2	1	2018	40
3066	30031554	2	1	2025	40
3067	30031554	2	1	2032	40
3068	30031554	2	1	2039	40
3069	30031554	2	1	2047	40
3070	30031554	2	2	2054	58
3071	30031554	1	1	2069	40
3072	30031554	1	1	2076	40
3073	30031554	1	1	2083	40
3074	30031554	1	1	2090	40
3075	30031554	1	1	2098	40
3076	30031554	1	1	2105	40
3077	30031554	1	2	2112	58
3078	30031554	2	1	2127	40
3079	30031554	2	1	2134	40
3080	30031554	2	1	2141	40
3081	30031554	2	1	2149	40
3082	30031554	2	1	2156	40
3083	30031554	2	1	2163	40
3084	30031554	2	2	2170	11
3085	30031554	3	2	2185	18
3086	30031554	3	2	2207	33
3087	30031554	3	1	2243	40
3088	30031555	1	2	69	12
3089	30031555	3	2	91	12
3090	30031555	3	1	113	40
3091	30031555	1	1	127	40
3092	30031555	3	1	141	40
3093	30031555	2	1	155	40
3094	30031555	3	1	169	40
3095	30031555	3	2	200	12
3096	30031555	3	1	224	40
3097	30031555	2	1	238	40
3098	30031555	2	2	251	26
3099	30031555	1	1	264	40
3100	30031555	2	1	293	40
3101	30031555	3	1	305	40
3102	30031555	1	1	319	40
3103	30031555	3	1	334	40
3104	30031555	2	1	348	40
3105	30031555	3	1	362	40
3106	30031555	1	1	376	40
3107	30031555	3	1	389	40
3108	30031555	2	1	403	40
3109	30031555	3	1	417	40
3110	30031555	1	1	431	40
3111	30031555	3	1	444	40
3112	30031555	2	1	458	40
3113	30031555	3	1	472	40
3114	30031555	1	2	489	41
3115	30031555	1	1	544	40
3116	30031555	3	1	555	40
3117	30031555	2	1	569	40
3118	30031555	3	1	582	40
3119	30031555	1	1	596	40
3120	30031555	3	1	610	40
3121	30031555	2	1	624	40
3122	30031555	3	1	638	40
3123	30031555	1	1	651	40
3124	30031555	3	1	665	40
3125	30031555	2	1	679	40
3126	30031555	3	1	694	40
3127	30031555	1	1	708	40
3128	30031555	2	2	724	28
3129	30031555	2	1	765	40
3130	30031555	1	2	779	24
3131	30031555	2	1	815	40
3132	30031555	1	1	825	40
3133	30031555	1	1	836	40
3134	30031555	2	1	846	40
3135	30031555	3	1	858	40
3136	30031555	1	1	869	40
3137	30031555	2	1	881	40
3138	30031555	2	1	899	40
3139	30031555	3	1	913	40
3140	30031555	1	1	939	40
3141	30031555	1	1	951	40
3142	30031555	3	1	970	40
3143	30031555	1	1	984	40
3144	30031555	2	1	996	40
3145	30031555	2	1	1008	40
3146	30031555	1	1	1020	40
3147	30031555	1	1	1032	40
3148	30031555	2	1	1044	40
3149	30031555	1	1	1057	40
3150	30031555	3	1	1067	40
3151	30031555	3	1	1081	40
3152	30031555	3	1	1093	40
3153	30031555	1	1	1117	40
3154	30031555	3	1	1136	40
3155	30031555	3	1	1147	40
3156	30031555	3	1	1163	40
3157	30031555	3	1	1181	40
3158	30031555	1	2	1193	17
3159	30031555	2	2	1212	10
3160	30031555	1	2	1224	14
3161	30031555	2	2	1239	10
3162	30031555	1	2	1251	14
3163	30031555	1	2	1276	29
3164	30031555	2	2	1307	10
3165	30031555	1	2	1319	33
3166	30031555	2	2	1353	19
3167	30031555	2	2	1384	24
3168	30031555	1	2	1410	22
3169	30031555	2	2	1434	9
3170	30031555	1	2	1444	12
3171	30031555	2	2	1458	10
3172	30031555	1	2	1470	12
3173	30031555	1	2	1494	10
3174	30031555	2	2	1507	10
3175	30031555	1	2	1519	21
3176	30031555	2	2	1541	12
3177	30031555	1	2	1555	12
3178	30031555	2	2	1569	16
3179	30031555	1	2	1601	16
3180	30031555	2	2	1619	12
3181	30031555	1	2	1632	12
3182	30031555	2	2	1646	12
3183	30031555	1	2	1660	17
3184	30031555	2	2	1679	21
3185	30031555	3	2	1715	9
3186	30031555	3	2	1731	10
3187	30031555	3	2	1748	12
3188	30031555	3	2	1767	16
3189	30031555	3	2	1789	22
3190	30031555	2	2	1826	12
3191	30031555	1	2	1839	12
3192	30031555	2	2	1853	21
3193	30031555	1	2	1876	21
3194	30031555	2	2	1898	22
3195	30031555	1	2	1938	10
3196	30031555	2	2	1950	10
3197	30031555	1	2	1962	22
3198	30031555	2	2	1986	22
3199	30031555	3	2	2022	17
3200	30031555	3	2	2053	12
3201	30031555	3	1	2073	40
3202	30031555	1	1	2100	40
3203	30031555	2	1	2107	40
3204	30031555	1	1	2127	40
3205	30031555	2	1	2135	40
3206	30031555	1	1	2155	40
3207	30031555	2	1	2163	40
3208	30031555	1	1	2182	40
3209	30031555	2	1	2190	40
3210	30031555	1	1	2210	40
3211	30031555	2	1	2218	40
3212	30031555	3	1	2238	40
3213	30031555	1	1	2265	40
3214	30031555	2	1	2272	40
3215	30031555	2	1	2277	40
3216	30031555	1	1	2282	40
3217	30031555	3	1	2295	40
3218	30031555	1	1	2310	40
3219	30031555	3	1	2324	40
3220	30031555	2	1	2338	40
3221	30031555	3	1	2350	40
3222	30031555	1	1	2365	40
3223	30031555	3	1	2379	40
3224	30031555	2	1	2393	40
3225	30031555	3	1	2405	40
3226	30031555	1	1	2420	40
3227	30031555	3	1	2434	40
3228	30031555	2	1	2448	40
3229	30031555	3	1	2460	40
3230	30031555	1	1	2476	40
3231	30031555	2	2	2489	28
3232	30031555	1	1	2503	40
3233	30031555	2	1	2531	40
3234	30031555	3	1	2544	40
3235	30031556	3	2	88	20
3236	30031556	3	1	116	40
3237	30031556	3	1	142	40
3238	30031556	3	1	170	40
3239	30031556	3	2	198	12
3240	30031556	3	1	225	40
3241	30031556	3	1	251	40
3242	30031556	3	1	279	40
3243	30031556	1	1	286	40
3244	30031556	2	1	290	40
3245	30031556	1	1	294	40
3246	30031556	2	1	297	40
3247	30031556	1	1	300	40
3248	30031556	3	1	308	40
3249	30031556	1	1	316	40
3250	30031556	2	1	321	40
3251	30031556	3	1	335	40
3252	30031556	2	1	343	40
3253	30031556	1	1	348	40
3254	30031556	3	1	363	40
3255	30031556	1	1	371	40
3256	30031556	2	1	376	40
3257	30031556	3	1	390	40
3258	30031556	2	1	398	40
3259	30031556	1	1	403	40
3260	30031556	3	1	418	40
3261	30031556	1	1	426	40
3262	30031556	2	1	431	40
3263	30031556	3	1	445	40
3264	30031556	2	1	453	40
3265	30031556	1	1	458	40
3266	30031556	3	1	473	40
3267	30031556	1	1	481	40
3268	30031556	2	1	486	40
3269	30031556	3	1	500	40
3270	30031556	2	1	508	40
3271	30031556	1	1	514	40
3272	30031556	3	1	528	40
3273	30031556	1	1	536	40
3274	30031556	2	1	541	40
3275	30031556	3	1	555	40
3276	30031556	2	1	563	40
3277	30031556	1	1	569	40
3278	30031556	3	1	583	40
3279	30031556	1	1	591	40
3280	30031556	2	1	596	40
3281	30031556	3	1	610	40
3282	30031556	2	1	618	40
3283	30031556	1	1	624	40
3284	30031556	3	1	638	40
3285	30031556	1	1	646	40
3286	30031556	2	1	651	40
3287	30031556	3	1	665	40
3288	30031556	2	1	673	40
3289	30031556	1	1	678	40
3290	30031556	3	1	693	40
3291	30031556	1	1	701	40
3292	30031556	2	1	706	40
3293	30031556	3	1	720	40
3294	30031556	1	1	732	40
3295	30031556	2	1	734	40
3296	30031556	1	1	738	40
3297	30031556	2	1	740	40
3298	30031556	3	2	750	40
3299	30031556	3	1	803	40
3300	30031556	1	1	813	40
3301	30031556	2	1	816	40
3302	30031556	1	1	825	40
3303	30031556	2	1	829	40
3304	30031556	1	1	839	40
3305	30031556	2	1	842	40
3306	30031556	3	1	858	40
3307	30031556	1	1	868	40
3308	30031556	2	1	873	40
3309	30031556	1	1	882	40
3310	30031556	2	1	886	40
3311	30031556	1	1	895	40
3312	30031556	2	1	899	40
3313	30031556	3	1	913	40
3314	30031556	1	1	923	40
3315	30031556	2	1	928	40
3316	30031556	1	1	937	40
3317	30031556	2	1	941	40
3318	30031556	1	1	950	40
3319	30031556	2	1	954	40
3320	30031556	3	1	968	40
3321	30031556	1	1	978	40
3322	30031556	2	1	983	40
3323	30031556	1	1	992	40
3324	30031556	2	1	996	40
3325	30031556	1	1	1005	40
3326	30031556	2	1	1009	40
3327	30031556	3	1	1025	40
3328	30031556	3	1	1035	40
3329	30031556	3	1	1078	40
3330	30031556	3	1	1088	40
3331	30031556	3	1	1135	40
3332	30031556	3	1	1145	40
3333	30031556	3	1	1162	40
3334	30031556	1	2	1190	26
3335	30031556	2	2	1217	28
3336	30031556	1	2	1246	16
3337	30031556	1	2	1273	26
3338	30031556	2	2	1301	27
3339	30031556	1	2	1329	27
3340	30031556	2	2	1357	20
3341	30031556	1	2	1382	26
3342	30031556	2	2	1410	22
3343	30031556	1	2	1434	5
3344	30031556	2	2	1439	21
3345	30031556	1	2	1462	5
3346	30031556	2	2	1467	23
3347	30031556	1	2	1493	28
3348	30031556	2	2	1521	22
3349	30031556	1	2	1545	5
3350	30031556	2	2	1551	20
3351	30031556	1	2	1571	5
3352	30031556	2	2	1577	25
3353	30031556	1	2	1603	27
3354	30031556	2	2	1630	27
3355	30031556	1	2	1660	27
3356	30031556	2	2	1687	22
3357	30031556	3	2	1715	25
3358	30031556	1	2	1746	26
3359	30031556	2	2	1772	23
3360	30031556	1	2	1797	20
3361	30031556	2	2	1826	15
3362	30031556	1	2	1839	13
3363	30031556	2	2	1855	18
3364	30031556	1	2	1875	5
3365	30031556	2	2	1881	17
3366	30031556	3	1	1904	40
3367	30031556	3	2	1908	19
3368	30031556	1	2	1935	13
3369	30031556	2	2	1948	16
3370	30031556	1	2	1964	20
3371	30031556	2	2	1985	5
3372	30031556	1	2	1992	20
3373	30031556	3	2	2018	20
3374	30031556	1	2	2047	9
3375	30031556	2	2	2057	9
3376	30031556	2	2	2072	91
3377	30031556	1	1	2072	40
3378	30031556	1	1	2077	40
3379	30031556	1	1	2082	40
3380	30031556	1	1	2099	40
3381	30031556	1	1	2104	40
3382	30031556	1	1	2109	40
3383	30031556	1	1	2126	40
3384	30031556	1	1	2131	40
3385	30031556	1	1	2136	40
3386	30031556	1	1	2153	40
3387	30031556	1	1	2158	40
3388	30031556	1	1	2163	40
3389	30031556	3	1	2180	40
3390	30031556	3	1	2185	40
3391	30031556	3	1	2190	40
3392	30031556	3	1	2207	40
3393	30031556	3	1	2212	40
3394	30031556	3	1	2217	40
3395	30031556	3	2	2234	19
3396	30031556	1	1	2264	40
3397	30031556	2	1	2271	40
3398	30031556	1	1	2278	40
3399	30031556	2	1	2284	40
3400	30031556	3	1	2293	40
3401	30031556	3	1	2320	40
3402	30031556	3	1	2348	40
3403	30031556	3	1	2375	40
3404	30031556	3	1	2403	40
3405	30031556	3	1	2430	40
3406	30031556	3	1	2459	40
3407	30031556	3	1	2486	40
3408	30031556	3	1	2512	40
3409	30031556	3	1	2541	40
