StageId	ModelId	BossName	Score	PreFullScore[1]	PreFullScore[2]	PreFullScore[3]	BossLoseHpScore	LeftTimeScore	LeftHpScore	DifficultyType	DifficultyDesc	DifficultyDescEn	AutoFight	FightCharCount	OpenCondition[1]	OpenCondition[2]	BuffDetailsId[1]	BuffDetailsId[2]	BuffDetailsId[3]	BuffDetailsId[4]	BuffDetailsId[5]	FeaturesId[1]	FeaturesId[2]	FeaturesId[3]	SkillTitle[1]	SkillDesc[1]	SkillTitle[2]	SkillDesc[2]	SkillTitle[3]	SkillDesc[3]	SkillTitle[4]	SkillDesc[4]	SkillTitle[5]	SkillDesc[5]	SkillTitle[6]	SkillDesc[6]	SkillTitle[7]	SkillDesc[7]	SkillTitle[8]	SkillDesc[8]	SkillTitle[9]	SkillDesc[9]	SkillTitle[10]	SkillDesc[10]	SkillTitle[11]	SkillDesc[11]	SkillTitle[12]	SkillDesc[12]	AttackName[1]	AttackName[2]	AttackName[3]
30302001	Mb1LunaMd010001UI	Luna	21000				7500	11250	2250	1	Test	TEST	1	1			90022								Path of Thorns	Luna charges and shoots multiple spikes at the enemy before her.	Purgatory of Agony	Luna charges and casts three Annihilation Energy Arrays before her, which shoot lethal energy shockwaves.	Annihilation Abyss	Luna channels a lasting Annihilation Energy Array to pull the enemy, which will explode and deal damage after a short delay.	Finale Beam	Luna gathers energy and shoots a laser beam at the enemy locked to deal damage.	Blade of Punishment	Luna dashes forward at an extremely fast speed and deals damage to the enemy.	Sinful Swipe	Luna swipes the enemy once and draws back.	Duo Slash	Luna charges and swipes her spike twice.	Guillotine	Luna crushes the enemy and the ground with her giant hetero-blade.											
30302002	Mb1LunaMd010001UI	Luna	42000				15000	22500	4500	2	Elite	ELITES	1	1			90022								Path of Thorns	Luna charges and shoots multiple spikes at the enemy before her.	Purgatory of Agony	Luna charges and casts three Annihilation Energy Arrays before her, which shoot lethal energy shockwaves.	Annihilation Abyss	Luna channels a lasting Annihilation Energy Array to pull the enemy, which will explode and deal damage after a short delay.	Finale Beam	Luna gathers energy and shoots a laser beam at the enemy locked to deal damage.	Blade of Punishment	Luna dashes forward at an extremely fast speed and deals damage to the enemy.	Sinful Swipe	Luna swipes the enemy once and draws back.	Duo Slash	Luna charges and swipes her spike twice.	Guillotine	Luna crushes the enemy and the ground with her giant hetero-blade.											
30302003	Mb1LunaMd010001UI	Luna	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90022								Path of Thorns	Luna charges and shoots multiple spikes at the enemy before her.	Purgatory of Agony	Luna charges and casts three Annihilation Energy Arrays before her, which shoot lethal energy shockwaves.	Annihilation Abyss	Luna channels a lasting Annihilation Energy Array to pull the enemy, which will explode and deal damage after a short delay.	Finale Beam	Luna gathers energy and shoots a laser beam at the enemy locked to deal damage.	Blade of Punishment	Luna dashes forward at an extremely fast speed and deals damage to the enemy.	Sinful Swipe	Luna swipes the enemy once and draws back.	Duo Slash	Luna charges and swipes her spike twice.	Guillotine	Luna crushes the enemy and the ground with her giant hetero-blade.											
30302004	Mb1LunaMd010001UI	Luna	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90022								Path of Thorns	Luna charges and shoots multiple spikes at the enemy before her.	Purgatory of Agony	Luna charges and casts three Annihilation Energy Arrays before her, which shoot lethal energy shockwaves.	Annihilation Abyss	Luna channels a lasting Annihilation Energy Array to pull the enemy, which will explode and deal damage after a short delay.	Finale Beam	Luna gathers energy and shoots a laser beam at the enemy locked to deal damage.	Blade of Punishment	Luna dashes forward at an extremely fast speed and deals damage to the enemy.	Sinful Swipe	Luna swipes the enemy once and draws back.	Duo Slash	Luna charges and swipes her spike twice.	Guillotine	Luna crushes the enemy and the ground with her giant hetero-blade.											
30302005	Mb1LunaMd010001UI	Luna	336000				120000	180000	36000	5	Hell	HELL	0	1			90022								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Path of Thorns	Luna charges and shoots multiple spikes at the enemy before her.	Purgatory of Agony	Luna charges and casts three Annihilation Energy Arrays before her, which shoot lethal energy shockwaves.	Annihilation Abyss	Luna channels a lasting Annihilation Energy Array to pull the enemy, which will explode and deal damage after a short delay.	Finale Beam	Luna gathers energy and shoots a laser beam at the enemy locked to deal damage.	Blade of Punishment	Luna dashes forward at an extremely fast speed and deals damage to the enemy.	Sinful Swipe	Luna swipes the enemy once and draws back.	Duo Slash	Luna charges and swipes her spike twice.	Guillotine	Luna crushes the enemy and the ground with her giant hetero-blade.									
30302101	Mb1LamiyaMd010001UI	Lamia	21000				7500	11250	2250	1	Test	TEST	1	1			90027								Vacuum Slash	Lamia pulls the enemy to herself, jumps up, and slashes with her weapon, dealing great damage to the enemy.	Water Curtain Leap	Lamia wields the blade to create an energy wall and then jumps away from the enemy.	Foam Strike	Lamia teleports to spot the enemy's weaknesses and summons a ghost to hold off the enemy.	Cross Slash	Lamia wields the weapon to swipe and then launches a powerful strike at the enemy.																			
30302102	Mb1LamiyaMd010001UI	Lamia	42000				15000	22500	4500	2	Elite	ELITES	1	1			90027								Vacuum Slash	Lamia pulls the enemy to herself, jumps up, and slashes with her weapon, dealing great damage to the enemy.	Water Curtain Leap	Lamia wields the blade to create an energy wall and then jumps away from the enemy.	Foam Strike	Lamia teleports to spot the enemy's weaknesses and summons a ghost to hold off the enemy.	Cross Slash	Lamia wields the weapon to swipe and then launches a powerful strike at the enemy.																			
30302103	Mb1LamiyaMd010001UI	Lamia	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90027								Vacuum Slash	Lamia pulls the enemy to herself, jumps up, and slashes with her weapon, dealing great damage to the enemy.	Water Curtain Leap	Lamia wields the blade to create an energy wall and then jumps away from the enemy.	Foam Strike	Lamia teleports to spot the enemy's weaknesses and summons a ghost to hold off the enemy.	Cross Slash	Lamia wields the weapon to swipe and then launches a powerful strike at the enemy.																			
30302104	Mb1LamiyaMd010001UI	Lamia	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90027								Vacuum Slash	Lamia pulls the enemy to herself, jumps up, and slashes with her weapon, dealing great damage to the enemy.	Water Curtain Leap	Lamia wields the blade to create an energy wall and then jumps away from the enemy.	Foam Strike	Lamia teleports to spot the enemy's weaknesses and summons a ghost to hold off the enemy.	Cross Slash	Lamia wields the weapon to swipe and then launches a powerful strike at the enemy.																			
30302105	Mb1LamiyaMd010001UI	Lamia	336000				120000	180000	36000	5	Hell	HELL	0	1			90027								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Vacuum Slash	Lamia pulls the enemy to herself, jumps up, and slashes with her weapon, dealing great damage to the enemy.	Water Curtain Leap	Lamia wields the blade to create an energy wall and then jumps away from the enemy.	Foam Strike	Lamia teleports to spot the enemy's weaknesses and summons a ghost to hold off the enemy.	Cross Slash	Lamia wields the weapon to swipe and then launches a powerful strike at the enemy.																	
30302201	Mb1VoodooMd010001UI	Voodoo	21000				7500	11250	2250	1	Test	TEST	1	1			90025								Sextans Strike	Voodoo swipes twice, temporarily draws back, and then thrusts with the blade to launch an X-shaped slash.	Sky Fall	After launching two attacks, Voodoo jumps up and smashes the ground hard.	Winged Mincer	Voodoo charges briefly and then spin-slashes the enemy with wings multiple times.	Sonic Dash	Voodoo charges and immediately dashes forward, launching an X-shaped slash at the enemy with the blade.	Cartwheel Cut	Voodoo spin-slashes the enemy with wings.	Comet Slash	Voodoo takes out the blade, swipes once, and draws back.															
30302202	Mb1VoodooMd010001UI	Voodoo	42000				15000	22500	4500	2	Elite	ELITES	1	1			90025								Sextans Strike	Voodoo swipes twice, temporarily draws back, and then thrusts with the blade to launch an X-shaped slash.	Sky Fall	After launching two attacks, Voodoo jumps up and smashes the ground hard.	Winged Mincer	Voodoo charges briefly and then spin-slashes the enemy with wings multiple times.	Sonic Dash	Voodoo charges and immediately dashes forward, launching an X-shaped slash at the enemy with the blade.	Cartwheel Cut	Voodoo spin-slashes the enemy with wings.	Comet Slash	Voodoo takes out the blade, swipes once, and draws back.															
30302203	Mb1VoodooMd010001UI	Voodoo	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90025								Sextans Strike	Voodoo swipes twice, temporarily draws back, and then thrusts with the blade to launch an X-shaped slash.	Sky Fall	After launching two attacks, Voodoo jumps up and smashes the ground hard.	Winged Mincer	Voodoo charges briefly and then spin-slashes the enemy with wings multiple times.	Sonic Dash	Voodoo charges and immediately dashes forward, launching an X-shaped slash at the enemy with the blade.	Cartwheel Cut	Voodoo spin-slashes the enemy with wings.	Comet Slash	Voodoo takes out the blade, swipes once, and draws back.															
30302204	Mb1VoodooMd010001UI	Voodoo	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90025								Sextans Strike	Voodoo swipes twice, temporarily draws back, and then thrusts with the blade to launch an X-shaped slash.	Sky Fall	After launching two attacks, Voodoo jumps up and smashes the ground hard.	Winged Mincer	Voodoo charges briefly and then spin-slashes the enemy with wings multiple times.	Sonic Dash	Voodoo charges and immediately dashes forward, launching an X-shaped slash at the enemy with the blade.	Cartwheel Cut	Voodoo spin-slashes the enemy with wings.	Comet Slash	Voodoo takes out the blade, swipes once, and draws back.															
30302205	Mb1VoodooMd010001UI	Voodoo	336000				120000	180000	36000	5	Hell	HELL	0	1			90025								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Sextans Strike	Voodoo swipes twice, temporarily draws back, and then thrusts with the blade to launch an X-shaped slash.	Sky Fall	After launching two attacks, Voodoo jumps up and smashes the ground hard.	Winged Mincer	Voodoo charges briefly and then spin-slashes the enemy with wings multiple times.	Sonic Dash	Voodoo charges and immediately dashes forward, launching an X-shaped slash at the enemy with the blade.	Cartwheel Cut	Voodoo spin-slashes the enemy with wings.	Comet Slash	Voodoo takes out the blade, swipes once, and draws back.													
30302301	Mb1PunishdataMd010001UI	Unknown Data Cluster	21000				7500	11250	2250	1	Test	TEST	1	1			90021								Sad Spin	Corrupting data wielded in the hand of the unknown data cluster. It can wipe out enemies in front of it.	Nightmare Slaughter	The unknown data cluster wields the corrupting data in hand and spin swipe the enemies within its range to deal DMG.	Corrupting Light	The unknown data cluster slashes hard with the corrupting data and then swipes the weapon horizontally to cast a Red Tide to corrupt the enemies within a fan-shaped area.	Rampage Claw Marks	The unknown data cluster inserts the corrupting data hard into the ground, generating three claw marks to track the enemies in the distance.	Crimson Cross Attack	The unknown data cluster swipes the nearby enemies with the corrupting data and quickly slashes the enemy in front.	Death Prayer	The unknown data cluster releases two light screens to block the area in front and then forms a huge beam of light to slash the enemy.	Corrupting Scream	The unknown data cluster generates a corrupting Red Tide under the enemy and immediately pulls away. It then keeps pulling the enemy and casts a corrupting sonic bomb after a short pause to deal DMG to a large area.													
30302302	Mb1PunishdataMd010001UI	Unknown Data Cluster	42000				15000	22500	4500	2	Elite	ELITES	1	1			90021								Sad Spin	Corrupting data wielded in the hand of the unknown data cluster. It can wipe out enemies in front of it.	Nightmare Slaughter	The unknown data cluster wields the corrupting data in hand and spin swipe the enemies within its range to deal DMG.	Corrupting Light	The unknown data cluster slashes hard with the corrupting data and then swipes the weapon horizontally to cast a Red Tide to corrupt the enemies within a fan-shaped area.	Rampage Claw Marks	The unknown data cluster inserts the corrupting data hard into the ground, generating three claw marks to track the enemies in the distance.	Crimson Cross Attack	The unknown data cluster swipes the nearby enemies with the corrupting data and quickly slashes the enemy in front.	Death Prayer	The unknown data cluster releases two light screens to block the area in front and then forms a huge beam of light to slash the enemy.	Corrupting Scream	The unknown data cluster generates a corrupting Red Tide under the enemy and immediately pulls away. It then keeps pulling the enemy and casts a corrupting sonic bomb after a short pause to deal DMG to a large area.													
30302303	Mb1PunishdataMd010001UI	Unknown Data Cluster	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90021								Sad Spin	Corrupting data wielded in the hand of the unknown data cluster. It can wipe out enemies in front of it.	Nightmare Slaughter	The unknown data cluster wields the corrupting data in hand and spin swipe the enemies within its range to deal DMG.	Corrupting Light	The unknown data cluster slashes hard with the corrupting data and then swipes the weapon horizontally to cast a Red Tide to corrupt the enemies within a fan-shaped area.	Rampage Claw Marks	The unknown data cluster inserts the corrupting data hard into the ground, generating three claw marks to track the enemies in the distance.	Crimson Cross Attack	The unknown data cluster swipes the nearby enemies with the corrupting data and quickly slashes the enemy in front.	Death Prayer	The unknown data cluster releases two light screens to block the area in front and then forms a huge beam of light to slash the enemy.	Corrupting Scream	The unknown data cluster generates a corrupting Red Tide under the enemy and immediately pulls away. It then keeps pulling the enemy and casts a corrupting sonic bomb after a short pause to deal DMG to a large area.													
30302304	Mb1PunishdataMd010001UI	Unknown Data Cluster	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90021								Sad Spin	Corrupting data wielded in the hand of the unknown data cluster. It can wipe out enemies in front of it.	Nightmare Slaughter	The unknown data cluster wields the corrupting data in hand and spin swipe the enemies within its range to deal DMG.	Corrupting Light	The unknown data cluster slashes hard with the corrupting data and then swipes the weapon horizontally to cast a Red Tide to corrupt the enemies within a fan-shaped area.	Rampage Claw Marks	The unknown data cluster inserts the corrupting data hard into the ground, generating three claw marks to track the enemies in the distance.	Crimson Cross Attack	The unknown data cluster swipes the nearby enemies with the corrupting data and quickly slashes the enemy in front.	Death Prayer	The unknown data cluster releases two light screens to block the area in front and then forms a huge beam of light to slash the enemy.	Corrupting Scream	The unknown data cluster generates a corrupting Red Tide under the enemy and immediately pulls away. It then keeps pulling the enemy and casts a corrupting sonic bomb after a short pause to deal DMG to a large area.													
30302305	Mb1PunishdataMd010001UI	Unknown Data Cluster	336000				120000	180000	36000	5	Hell	HELL	0	1			90021								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra DMG.	Sad Spin	Corrupting data wielded in the hand of the unknown data cluster. It can wipe out enemies in front of it.	Nightmare Slaughter	The unknown data cluster wields the corrupting data in hand and spin swipe the enemies within its range to deal DMG.	Corrupting Light	The unknown data cluster slashes hard with the corrupting data and then swipes the weapon horizontally to cast a Red Tide to corrupt the enemies within a fan-shaped area.	Rampage Claw Marks	The unknown data cluster inserts the corrupting data hard into the ground, generating three claw marks to track the enemies in the distance.	Crimson Cross Attack	The unknown data cluster swipes the nearby enemies with the corrupting data and quickly slashes the enemy in front.	Death Prayer	The unknown data cluster releases two light screens to block the area in front and then forms a huge beam of light to slash the enemy.	Corrupting Scream	The unknown data cluster generates a corrupting Red Tide under the enemy and immediately pulls away. It then keeps pulling the enemy and casts a corrupting sonic bomb after a short pause to deal DMG to a large area.											
30302401	Mb1HamuleiteMd010001UI	Hamlet	21000				7500	11250	2250	1	Test	TEST	1	1			90028								Desolating Swipe	Hamlet swipes forward, tossing the enemy away.	Destruction of Time	Hamlet swings his giant hand up, slamming the enemy.	Overwhelming Might	Hamlet dashes forward to grab the enemy, then launches a downward strike to deal a large amount of damage.	Baneful Blast	Hamlet channels for a short duration and swipes, then dashes forward to knock the enemy away.	Desperate Howl	Hamlet hurls a few musical note bombs to bombard the enemy he has locked on.	Stern Retribution	Hamlet gathers energy to launch a large-area slamming attack toward his front.															
30302402	Mb1HamuleiteMd010001UI	Hamlet	42000				15000	22500	4500	2	Elite	ELITES	1	1			90028								Desolating Swipe	Hamlet swipes forward, tossing the enemy away.	Destruction of Time	Hamlet swings his giant hand up, slamming the enemy.	Overwhelming Might	Hamlet dashes forward to grab the enemy, then launches a downward strike to deal a large amount of damage.	Baneful Blast	Hamlet channels for a short duration and swipes, then dashes forward to knock the enemy away.	Desperate Howl	Hamlet hurls a few musical note bombs to bombard the enemy he has locked on.	Stern Retribution	Hamlet gathers energy to launch a large-area slamming attack toward his front.															
30302403	Mb1HamuleiteMd010001UI	Hamlet	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90028								Desolating Swipe	Hamlet swipes forward, tossing the enemy away.	Destruction of Time	Hamlet swings his giant hand up, slamming the enemy.	Overwhelming Might	Hamlet dashes forward to grab the enemy, then launches a downward strike to deal a large amount of damage.	Baneful Blast	Hamlet channels for a short duration and swipes, then dashes forward to knock the enemy away.	Desperate Howl	Hamlet hurls a few musical note bombs to bombard the enemy he has locked on.	Stern Retribution	Hamlet gathers energy to launch a large-area slamming attack toward his front.															
30302404	Mb1HamuleiteMd010001UI	Hamlet	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90028								Desolating Swipe	Hamlet swipes forward, tossing the enemy away.	Destruction of Time	Hamlet swings his giant hand up, slamming the enemy.	Overwhelming Might	Hamlet dashes forward to grab the enemy, then launches a downward strike to deal a large amount of damage.	Baneful Blast	Hamlet channels for a short duration and swipes, then dashes forward to knock the enemy away.	Desperate Howl	Hamlet hurls a few musical note bombs to bombard the enemy he has locked on.	Stern Retribution	Hamlet gathers energy to launch a large-area slamming attack toward his front.															
30302405	Mb1HamuleiteMd010001UI	Hamlet	336000				120000	180000	36000	5	Hell	HELL	0	1			90028								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Desolating Swipe	Hamlet swipes forward, tossing the enemy away.	Destruction of Time	Hamlet swings his giant hand up, slamming the enemy.	Overwhelming Might	Hamlet dashes forward to grab the enemy, then launches a downward strike to deal a large amount of damage.	Baneful Blast	Hamlet channels for a short duration and swipes, then dashes forward to knock the enemy away.	Desperate Howl	Hamlet hurls a few musical note bombs to bombard the enemy he has locked on.	Stern Retribution	Hamlet gathers energy to launch a large-area slamming attack toward his front.													
30302501	Mb1MoonguyMd010001UI	Moon Eater	21000				7500	11250	2250	1	Test	TEST	1	1			90022								Declining Corruption	30s into the battle, if the Moon Eater has zero Super Armor left, hitting its counterattack with Matrix will cut off its arm and cause it to lose a large amount of HP.	Chaotic Swipe	Moon Eater swipes its claw consecutively.	Descending Crush	Moon Eater leaps up and crushes the enemy using its inertia.	Zero-gravity Spin	Moon Eater slides to the right, pouncing on the enemy.	Deflecting Pounce	Moon Eater suddenly jumps to the side, clawing the enemy's back.																	
30302502	Mb1MoonguyMd010001UI	Moon Eater	42000				15000	22500	4500	2	Elite	ELITES	1	1			90022								Declining Corruption	30s into the battle, if the Moon Eater has zero Super Armor left, hitting its counterattack with Matrix will cut off its arm and cause it to lose a large amount of HP.	Chaotic Swipe	Moon Eater swipes its claw consecutively.	Descending Crush	Moon Eater leaps up and crushes the enemy using its inertia.	Zero-gravity Spin	Moon Eater slides to the right, pouncing on the enemy.	Deflecting Pounce	Moon Eater suddenly jumps to the side, clawing the enemy's back.																	
30302503	Mb1MoonguyMd010001UI	Moon Eater	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90022								Declining Corruption	30s into the battle, if the Moon Eater has zero Super Armor left, hitting its counterattack with Matrix will cut off its arm and cause it to lose a large amount of HP.	Chaotic Swipe	Moon Eater swipes its claw consecutively.	Descending Crush	Moon Eater leaps up and crushes the enemy using its inertia.	Zero-gravity Spin	Moon Eater slides to the right, pouncing on the enemy.	Deflecting Pounce	Moon Eater suddenly jumps to the side, clawing the enemy's back.																	
30302504	Mb1MoonguyMd010001UI	Moon Eater	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90022								Declining Corruption	30s into the battle, if the Moon Eater has zero Super Armor left, hitting its counterattack with Matrix will cut off its arm and cause it to lose a large amount of HP.	Chaotic Swipe	Moon Eater swipes its claw consecutively.	Descending Crush	Moon Eater leaps up and crushes the enemy using its inertia.	Zero-gravity Spin	Moon Eater slides to the right, pouncing on the enemy.	Deflecting Pounce	Moon Eater suddenly jumps to the side, clawing the enemy's back.																	
30302505	Mb1MoonguyMd010001UI	Moon Eater	336000				120000	180000	36000	5	Hell	HELL	0	1			90022								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Declining Corruption	30s into the battle, if the Moon Eater has zero Super Armor left, hitting its counterattack with Matrix will cut off its arm and cause it to lose a large amount of HP.	Chaotic Swipe	Moon Eater swipes its claw consecutively.	Descending Crush	Moon Eater leaps up and crushes the enemy using its inertia.	Zero-gravity Spin	Moon Eater slides to the right, pouncing on the enemy.	Deflecting Pounce	Moon Eater suddenly jumps to the side, clawing the enemy's back.															
30302601	Mb1AolajiangMd010002	Shark-speare [Dark]	21000				7500	11250	2250	1	Test	TEST	1	1			90029								Sob... So Tired...	Dark Shark-speare wildly swings its hammer five times, then becomes fatigued for a short duration, during which it will take increased damage.	Fly!	Dark Shark-speare charges toward the enemy, then jumps sideways and swings her hammer to knock the enemy away.	Hooray!	Dark Shark-speare blinks to the right then charges at the enemy, damaging them with its hammer.	I Didn't Lag!	Dark Shark-speare glitches temporarily, then suddenly leaps toward the enemy and attacks them.																			
30302602	Mb1AolajiangMd010002	Shark-speare [Dark]	42000				15000	22500	4500	2	Elite	ELITES	1	1			90029								Sob... So Tired...	Dark Shark-speare wildly swings its hammer five times, then becomes fatigued for a short duration, during which it will take increased damage.	Fly!	Dark Shark-speare charges toward the enemy, then jumps sideways and swings her hammer to knock the enemy away.	Hooray!	Dark Shark-speare blinks to the right then charges at the enemy, damaging them with its hammer.	I Didn't Lag!	Dark Shark-speare glitches temporarily, then suddenly leaps toward the enemy and attacks them.																			
30302603	Mb1AolajiangMd010002	Shark-speare [Dark]	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90029								Sob... So Tired...	Dark Shark-speare wildly swings its hammer five times, then becomes fatigued for a short duration, during which it will take increased damage.	Fly!	Dark Shark-speare charges toward the enemy, then jumps sideways and swings her hammer to knock the enemy away.	Hooray!	Dark Shark-speare blinks to the right then charges at the enemy, damaging them with its hammer.	I Didn't Lag!	Dark Shark-speare glitches temporarily, then suddenly leaps toward the enemy and attacks them.																			
30302604	Mb1AolajiangMd010002	Shark-speare [Dark]	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90029								Sob... So Tired...	Dark Shark-speare wildly swings its hammer five times, then becomes fatigued for a short duration, during which it will take increased damage.	Fly!	Dark Shark-speare charges toward the enemy, then jumps sideways and swings her hammer to knock the enemy away.	Hooray!	Dark Shark-speare blinks to the right then charges at the enemy, damaging them with its hammer.	I Didn't Lag!	Dark Shark-speare glitches temporarily, then suddenly leaps toward the enemy and attacks them.																			
30302605	Mb1AolajiangMd010002	Shark-speare [Dark]	336000				120000	180000	36000	5	Hell	HELL	0	1			90029								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra damage.	Sob... So Tired...	Dark Shark-speare wildly swings its hammer five times, then becomes fatigued for a short duration, during which it will take increased damage.	Fly!	Dark Shark-speare charges toward the enemy, then jumps sideways and swings her hammer to knock the enemy away.	Hooray!	Dark Shark-speare blinks to the right then charges at the enemy, damaging them with its hammer.	I Didn't Lag!	Dark Shark-speare glitches temporarily, then suddenly leaps toward the enemy and attacks them.																	
30302701	Mb1TifaMd010001UI	Iron Maiden: Phantom	21000				7500	11250	2250	1	Experiment	EXPERIMENT	1	1			90024								Thorny Kiss	Iron Maiden: Phantom releases a barrage of spikes to devour her enemies.	Spiked Armor	Iron Maiden: Phantom shields herself with a cloak of spikes before generating 4 thorny stakes around her.	Punishing Impale	Iron Maiden: Phantom summons a massive spike to attack enemies, creating thorny stakes at their feet upon landing.																					
30302702	Mb1TifaMd010001UI	Iron Maiden: Phantom	42000				15000	22500	4500	2	Elite	ELITES	1	1			90024								Thorny Kiss	Iron Maiden: Phantom releases a barrage of spikes to devour her enemies.	Spiked Armor	Iron Maiden: Phantom shields herself with a cloak of spikes before generating 4 thorny stakes around her.	Punishing Impale	Iron Maiden: Phantom summons a massive spike to attack enemies, creating thorny stakes at their feet upon landing.																					
30302703	Mb1TifaMd010001UI	Iron Maiden: Phantom	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90024								Thorny Kiss	Iron Maiden: Phantom releases a barrage of spikes to devour her enemies.	Spiked Armor	Iron Maiden: Phantom shields herself with a cloak of spikes before generating 4 thorny stakes around her.	Punishing Impale	Iron Maiden: Phantom summons a massive spike to attack enemies, creating thorny stakes at their feet upon landing.																					
30302704	Mb1TifaMd010001UI	Iron Maiden: Phantom	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90024								Thorny Kiss	Iron Maiden: Phantom releases a barrage of spikes to devour her enemies.	Spiked Armor	Iron Maiden: Phantom shields herself with a cloak of spikes before generating 4 thorny stakes around her.	Punishing Impale	Iron Maiden: Phantom summons a massive spike to attack enemies, creating thorny stakes at their feet upon landing.																					
30302705	Mb1TifaMd010001UI	Iron Maiden: Phantom	336000				120000	180000	36000	5	Hell	HELL	0	1			90024								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra DMG.	Thorny Kiss	Iron Maiden: Phantom releases a barrage of spikes to devour her enemies.	Spiked Armor	Iron Maiden: Phantom shields herself with a cloak of spikes before generating 4 thorny stakes around her.	Punishing Impale	Iron Maiden: Phantom summons a massive spike to attack enemies, creating thorny stakes at their feet upon landing.																			
30302801	Mb1MaidmasterMd010002UI	Mutated Mechanoid: Madorea	21000				7500	11250	2250	1	Experiment	EXPERIMENT	1	1			90023								Lightning Lash	Madorea tosses a spear of lightning at her enemies.	Misconduct Warning	Madorea swings her arms rapidly to knock enemies airborne, followed by a flurry of attacks.	Soothing Shock	Madorea electrifies her arms, unleashing a claw strike filled with current.	Unseen Retribution	Madorea erupts in a surge of electricity, then repeatedly slams the ground with her electrified arms.	Pursuit Strike	Madorea teleports at high speed to her enemy's side for a surprise attack.																	
30302802	Mb1MaidmasterMd010002UI	Mutated Mechanoid: Madorea	42000				15000	22500	4500	2	Elite	ELITES	1	1			90023								Lightning Lash	Madorea tosses a spear of lightning at her enemies.	Misconduct Warning	Madorea swings her arms rapidly to knock enemies airborne, followed by a flurry of attacks.	Soothing Shock	Madorea electrifies her arms, unleashing a claw strike filled with current.	Unseen Retribution	Madorea erupts in a surge of electricity, then repeatedly slams the ground with her electrified arms.	Pursuit Strike	Madorea teleports at high speed to her enemy's side for a surprise attack.																	
30302803	Mb1MaidmasterMd010002UI	Mutated Mechanoid: Madorea	84000				30000	45000	9000	3	Knight	KNIGHT	1	1			90023								Lightning Lash	Madorea tosses a spear of lightning at her enemies.	Misconduct Warning	Madorea swings her arms rapidly to knock enemies airborne, followed by a flurry of attacks.	Soothing Shock	Madorea electrifies her arms, unleashing a claw strike filled with current.	Unseen Retribution	Madorea erupts in a surge of electricity, then repeatedly slams the ground with her electrified arms.	Pursuit Strike	Madorea teleports at high speed to her enemy's side for a surprise attack.																	
30302804	Mb1MaidmasterMd010002UI	Mutated Mechanoid: Madorea	168000				60000	90000	18000	4	Chaos	CHAOS	0	1			90023								Lightning Lash	Madorea tosses a spear of lightning at her enemies.	Misconduct Warning	Madorea swings her arms rapidly to knock enemies airborne, followed by a flurry of attacks.	Soothing Shock	Madorea electrifies her arms, unleashing a claw strike filled with current.	Unseen Retribution	Madorea erupts in a surge of electricity, then repeatedly slams the ground with her electrified arms.	Pursuit Strike	Madorea teleports at high speed to her enemy's side for a surprise attack.																	
30302805	Mb1MaidmasterMd010002UI	Mutated Mechanoid: Madorea	336000				120000	180000	36000	5	Hell	HELL	0	1			90023								Scorched Earth	Bends the battlefield to one's will, causing enemies on the battlefield to continuously take extra DMG.	Lightning Lash	Madorea tosses a spear of lightning at her enemies.	Misconduct Warning	Madorea swings her arms rapidly to knock enemies airborne, followed by a flurry of attacks.	Soothing Shock	Madorea electrifies her arms, unleashing a claw strike filled with current.	Unseen Retribution	Madorea erupts in a surge of electricity, then repeatedly slams the ground with her electrified arms.	Pursuit Strike	Madorea teleports at high speed to her enemy's side for a surprise attack.															
