Id	Cvs[1]	Cvs[2]	Cvs[3]	Cvs[4]	CvContent[1]	CvContent[2]	CvContent[3]	CvContent[4]
133098	133098	233098	333098	433098	Count up their sins.	Count up their sins.	Count up their sins.	Count up their sins.
133099	133099	233099	333099	433099	This is the "best match."	This is the "best match."	This is the "best match."	This is the "best match."
133100	133100	233100	333100	433100	Bring wounds to the night.	Bring wounds to the night.	Bring wounds to the night.	Bring wounds to the night.
133101	133101	233101	333101	433101	A warm spring will be bred from winter!	A warm spring will be bred from winter!	A warm spring will be bred from winter!	A warm spring will be bred from winter!
133102	133102	233102	333102	433102	I'm okay.	I'm okay.	I'm okay.	I'm okay.
133103	133103	233103	333103	433103	I must not...	I must not...	I must not...	I must not...
133104	133104	233104	333104	433104	Sorry to leave you alone.	Sorry to leave you alone.	Sorry to leave you alone.	Sorry to leave you alone.
133105	133105	233105	333105	433105	Let's do this fast.	Let's do this fast.	Let's do this fast.	Let's do this fast.
133106	133106	233106	333106	433106	I don't want your pain to last.	I don't want your pain to last.	I don't want your pain to last.	I don't want your pain to last.
134001	134001	234001	334001	434001	It's been a while, Commandant. What is with the surprised look? I just had a frame update. Bianca, the Purifying Force captain, will be at your service as always.	It's been a while, Commandant. What is with the surprised look? I just had a frame update. Bianca, the Purifying Force captain, will be at your service as always.	It's been a while, Commandant. What is with the surprised look? I just had a frame update. Bianca, the Purifying Force captain, will be at your service as always.	It's been a while, Commandant. What is with the surprised look? I just had a frame update. Bianca, the Purifying Force captain, will be at your service as always.
134002	134002	234002	334002	434002	A long journey awaits us. Let's move on, Commandant.	A long journey awaits us. Let's move on, Commandant.	A long journey awaits us. Let's move on, Commandant.	A long journey awaits us. Let's move on, Commandant.
134003	134003	234003	334003	434003	I don't need honor or commendation... But your approval still delights me.	I don't need honor or commendation... But your approval still delights me.	I don't need honor or commendation... But your approval still delights me.	I don't need honor or commendation... But your approval still delights me.
134004	134004	234004	334004	434004	The frame's performance has been greatly enhanced... Rest assured, Commandant. I am confident I will master this power.	The frame's performance has been greatly enhanced... Rest assured, Commandant. I am confident I will master this power.	The frame's performance has been greatly enhanced... Rest assured, Commandant. I am confident I will master this power.	The frame's performance has been greatly enhanced... Rest assured, Commandant. I am confident I will master this power.
134005	134005	234005	334005	434005	I wonder how much my swordsmanship can improve... Commandant, I hope you'll be there to bear witness.	I wonder how much my swordsmanship can improve... Commandant, I hope you'll be there to bear witness.	I wonder how much my swordsmanship can improve... Commandant, I hope you'll be there to bear witness.	I wonder how much my swordsmanship can improve... Commandant, I hope you'll be there to bear witness.
134006	134006	234006	334006	434006	A new weapon? Thank you, Commandant. I will not fail your expectations.	A new weapon? Thank you, Commandant. I will not fail your expectations.	A new weapon? Thank you, Commandant. I will not fail your expectations.	A new weapon? Thank you, Commandant. I will not fail your expectations.
134007	134007	234007	334007	434007	Time to eliminate the threats. I await your orders, Commandant.	Time to eliminate the threats. I await your orders, Commandant.	Time to eliminate the threats. I await your orders, Commandant.	Time to eliminate the threats. I await your orders, Commandant.
134008	134008	234008	334008	434008	Team battle? Leave it to me.	Team battle? Leave it to me.	Team battle? Leave it to me.	Team battle? Leave it to me.
134009	134009	234009	334009	434009	What is your order, Commandant?	What is your order, Commandant?	What is your order, Commandant?	What is your order, Commandant?
134010	134010	234010	334010	434010	Will it bring you additional trouble if we are too close?	Will it bring you additional trouble if we are too close?	Will it bring you additional trouble if we are too close?	Will it bring you additional trouble if we are too close?
134011	134011	234011	334011	434011	Other Purifying Force members? I can introduce them to you if you are interested. It's just that... You should be mentally prepared, as many of them have distinct personalities.	Other Purifying Force members? I can introduce them to you if you are interested. It's just that... You should be mentally prepared, as many of them have distinct personalities.	Other Purifying Force members? I can introduce them to you if you are interested. It's just that... You should be mentally prepared, as many of them have distinct personalities.	Other Purifying Force members? I can introduce them to you if you are interested. It's just that... You should be mentally prepared, as many of them have distinct personalities.
134012	134012	234012	334012	434012	A "fence sitter," huh...? I firmly believe everything is worth saving. Our ability to take lives is all the more reason why we must live by that code.	A "fence sitter," huh...? I firmly believe everything is worth saving. Our ability to take lives is all the more reason why we must live by that code.	A "fence sitter," huh...? I firmly believe everything is worth saving. Our ability to take lives is all the more reason why we must live by that code.	A "fence sitter," huh...? I firmly believe everything is worth saving. Our ability to take lives is all the more reason why we must live by that code.
134013	134013	234013	334013	434013	A "witch"... Yes, some people call me that, but it was my choice to actually become one. I have never regretted that decision.	A "witch"... Yes, some people call me that, but it was my choice to actually become one. I have never regretted that decision.	A "witch"... Yes, some people call me that, but it was my choice to actually become one. I have never regretted that decision.	A "witch"... Yes, some people call me that, but it was my choice to actually become one. I have never regretted that decision.
134014	134014	234014	334014	434014	Even if I cannot become the "light" that guides others, I still take honor in exploring the essence of "darkness."	Even if I cannot become the "light" that guides others, I still take honor in exploring the essence of "darkness."	Even if I cannot become the "light" that guides others, I still take honor in exploring the essence of "darkness."	Even if I cannot become the "light" that guides others, I still take honor in exploring the essence of "darkness."
134015	134015	234015	334015	434015	I have almost mastered the sword. Unlike when using the bow, I can now fight side by side with Commandant... That's really wonderful.	I have almost mastered the sword. Unlike when using the bow, I can now fight side by side with Commandant... That's really wonderful.	I have almost mastered the sword. Unlike when using the bow, I can now fight side by side with Commandant... That's really wonderful.	I have almost mastered the sword. Unlike when using the bow, I can now fight side by side with Commandant... That's really wonderful.
134016	134016	234016	334016	434016	More and more people have gathered around you. Their trust and expectations can be your strength, but sometimes they can also be disorienting... Still, just as you have always believed in me, I believe in the strength of your heart.	More and more people have gathered around you. Their trust and expectations can be your strength, but sometimes they can also be disorienting... Still, just as you have always believed in me, I believe in the strength of your heart.	More and more people have gathered around you. Their trust and expectations can be your strength, but sometimes they can also be disorienting... Still, just as you have always believed in me, I believe in the strength of your heart.	More and more people have gathered around you. Their trust and expectations can be your strength, but sometimes they can also be disorienting... Still, just as you have always believed in me, I believe in the strength of your heart.
134017	134017	234017	334017	434017	What do I do during my free time? Watch movies, read... Or hang out with her in my memories... Does that sound a little boring? What about you, Commandant? What do you usually do?	What do I do during my free time? Watch movies, read... Or hang out with her in my memories... Does that sound a little boring? What about you, Commandant? What do you usually do?	What do I do during my free time? Watch movies, read... Or hang out with her in my memories... Does that sound a little boring? What about you, Commandant? What do you usually do?	What do I do during my free time? Watch movies, read... Or hang out with her in my memories... Does that sound a little boring? What about you, Commandant? What do you usually do?
134018	134018	234018	334018	434018	If I turn into a real "witch" one day, I hope you can point your sword at me without compassion. Do not hesitate... for that will be a betrayal to me.	If I turn into a real "witch" one day, I hope you can point your sword at me without compassion. Do not hesitate... for that will be a betrayal to me.	If I turn into a real "witch" one day, I hope you can point your sword at me without compassion. Do not hesitate... for that will be a betrayal to me.	If I turn into a real "witch" one day, I hope you can point your sword at me without compassion. Do not hesitate... for that will be a betrayal to me.
134019	134019	234019	334019	434019	I don't think the tragedy of this world will end in my hands. But as long as you still have hope, my sword will always be your strongest defense.	I don't think the tragedy of this world will end in my hands. But as long as you still have hope, my sword will always be your strongest defense.	I don't think the tragedy of this world will end in my hands. But as long as you still have hope, my sword will always be your strongest defense.	I don't think the tragedy of this world will end in my hands. But as long as you still have hope, my sword will always be your strongest defense.
134020	134020	234020	334020	434020	If only I could have met you earlier... My apologies. Please forget my foolish words. I don't want anyone else to see that fragile side of me.	If only I could have met you earlier... My apologies. Please forget my foolish words. I don't want anyone else to see that fragile side of me.	If only I could have met you earlier... My apologies. Please forget my foolish words. I don't want anyone else to see that fragile side of me.	If only I could have met you earlier... My apologies. Please forget my foolish words. I don't want anyone else to see that fragile side of me.
134021	134021	234021	334021	434021	Back on the earth, I spent my childhood on a snowy plain. It was the most beautiful scene in my memory until... When everything has ended, if we ever have a chance, would you go there with me, my Commandant?	Back on the earth, I spent my childhood on a snowy plain. It was the most beautiful scene in my memory until... When everything has ended, if we ever have a chance, would you go there with me, my Commandant?	Back on the earth, I spent my childhood on a snowy plain. It was the most beautiful scene in my memory until... When everything has ended, if we ever have a chance, would you go there with me, my Commandant?	Back on the earth, I spent my childhood on a snowy plain. It was the most beautiful scene in my memory until... When everything has ended, if we ever have a chance, would you go there with me, my Commandant?
134022	134022	234022	334022	434022	Faith gives people motivation, but only the heart can tell them where their destination lies. My answer... is right here in my eyes... Can you see it?	Faith gives people motivation, but only the heart can tell them where their destination lies. My answer... is right here in my eyes... Can you see it?	Faith gives people motivation, but only the heart can tell them where their destination lies. My answer... is right here in my eyes... Can you see it?	Faith gives people motivation, but only the heart can tell them where their destination lies. My answer... is right here in my eyes... Can you see it?
134023	134023	234023	334023	434023	The Gray Raven is a symbol of light, but hope does not consist of light alone. Can I be your shadow, my Commandant?	The Gray Raven is a symbol of light, but hope does not consist of light alone. Can I be your shadow, my Commandant?	The Gray Raven is a symbol of light, but hope does not consist of light alone. Can I be your shadow, my Commandant?	The Gray Raven is a symbol of light, but hope does not consist of light alone. Can I be your shadow, my Commandant?
134024	134024	234024	334024	434024	Please hold off on private conversation until off-work hours, Commandant.	Please hold off on private conversation until off-work hours, Commandant.	Please hold off on private conversation until off-work hours, Commandant.	Please hold off on private conversation until off-work hours, Commandant.
134025	134025	234025	334025	434025	I appreciate your kindness, Commandant.	I appreciate your kindness, Commandant.	I appreciate your kindness, Commandant.	I appreciate your kindness, Commandant.
134026	134026	234026	334026	434026	Commandant, here is my application to change my personal itinerary. I believe we should engage in more interactions to improve our bonding.	Commandant, here is my application to change my personal itinerary. I believe we should engage in more interactions to improve our bonding.	Commandant, here is my application to change my personal itinerary. I believe we should engage in more interactions to improve our bonding.	Commandant, here is my application to change my personal itinerary. I believe we should engage in more interactions to improve our bonding.
134027	134027	234027	334027	434027	I can feel the sincerity in your gift. It's my great pleasure.	I can feel the sincerity in your gift. It's my great pleasure.	I can feel the sincerity in your gift. It's my great pleasure.	I can feel the sincerity in your gift. It's my great pleasure.
134028	134028	234028	334028	434028	Our relationship seems to be continuously improving. Is this what you have desired?	Our relationship seems to be continuously improving. Is this what you have desired?	Our relationship seems to be continuously improving. Is this what you have desired?	Our relationship seems to be continuously improving. Is this what you have desired?
134029	134029	234029	334029	434029	A tea party invitation? I see. Allow me to come after some preparation.	A tea party invitation? I see. Allow me to come after some preparation.	A tea party invitation? I see. Allow me to come after some preparation.	A tea party invitation? I see. Allow me to come after some preparation.
134030	134030	234030	334030	434030	Are you enjoying the time spent with me? I'm glad to hear that.	Are you enjoying the time spent with me? I'm glad to hear that.	Are you enjoying the time spent with me? I'm glad to hear that.	Are you enjoying the time spent with me? I'm glad to hear that.
134031	134031	234031	334031	434031	I once read that a relationship is reinforced through mutual giving and receiving. It's my turn to give something back now, Commandant.	I once read that a relationship is reinforced through mutual giving and receiving. It's my turn to give something back now, Commandant.	I once read that a relationship is reinforced through mutual giving and receiving. It's my turn to give something back now, Commandant.	I once read that a relationship is reinforced through mutual giving and receiving. It's my turn to give something back now, Commandant.
134032	134032	234032	334032	434032	I once wanted to be strong enough to face every challenge by myself... But I no longer need that. I have learned that real strength lies in facing all obstacles alongside those who are important to me.	I once wanted to be strong enough to face every challenge by myself... But I no longer need that. I have learned that real strength lies in facing all obstacles alongside those who are important to me.	I once wanted to be strong enough to face every challenge by myself... But I no longer need that. I have learned that real strength lies in facing all obstacles alongside those who are important to me.	I once wanted to be strong enough to face every challenge by myself... But I no longer need that. I have learned that real strength lies in facing all obstacles alongside those who are important to me.
134033	134033	234033	334033	434033	What shall I give to Commandant... Oh, don't worry, I was just thinking about what kind of present you would possibly like. It's more interesting than I thought.	What shall I give to Commandant... Oh, don't worry, I was just thinking about what kind of present you would possibly like. It's more interesting than I thought.	What shall I give to Commandant... Oh, don't worry, I was just thinking about what kind of present you would possibly like. It's more interesting than I thought.	What shall I give to Commandant... Oh, don't worry, I was just thinking about what kind of present you would possibly like. It's more interesting than I thought.
134034	134034	234034	334034	434034	Am I using too many polite words? Sorry, it's just a habit. I guess too much etiquette isn't appropriate given our relationship. If you don't mind... I can just call you my Commandant from now on.	Am I using too many polite words? Sorry, it's just a habit. I guess too much etiquette isn't appropriate given our relationship. If you don't mind... I can just call you my Commandant from now on.	Am I using too many polite words? Sorry, it's just a habit. I guess too much etiquette isn't appropriate given our relationship. If you don't mind... I can just call you my Commandant from now on.	Am I using too many polite words? Sorry, it's just a habit. I guess too much etiquette isn't appropriate given our relationship. If you don't mind... I can just call you my Commandant from now on.
134035	134035	234035	334035	434035	Commandant, can you feel my thoughts?	Commandant, can you feel my thoughts?	Commandant, can you feel my thoughts?	Commandant, can you feel my thoughts?
134036	134036	234036	334036	434036	Stay focused, Commandant. We still have a mission.	Stay focused, Commandant. We still have a mission.	Stay focused, Commandant. We still have a mission.	Stay focused, Commandant. We still have a mission.
134037	134037	234037	334037	434037	Karenina told me a method to quickly improve focus. It involves hitting a location on one's head regularly with a blunt weapon... Hmm, looks like you're refreshed. Good.	Karenina told me a method to quickly improve focus. It involves hitting a location on one's head regularly with a blunt weapon... Hmm, looks like you're refreshed. Good.	Karenina told me a method to quickly improve focus. It involves hitting a location on one's head regularly with a blunt weapon... Hmm, looks like you're refreshed. Good.	Karenina told me a method to quickly improve focus. It involves hitting a location on one's head regularly with a blunt weapon... Hmm, looks like you're refreshed. Good.
134038	134038	234038	334038	434038	You seem a little distracted. Would you like to take a walk outside? I'll be with you if you'd like me to, of course.	You seem a little distracted. Would you like to take a walk outside? I'll be with you if you'd like me to, of course.	You seem a little distracted. Would you like to take a walk outside? I'll be with you if you'd like me to, of course.	You seem a little distracted. Would you like to take a walk outside? I'll be with you if you'd like me to, of course.
134039	134039	234039	334039	434039	In an environment full of unknowns, the slightest ignorance could be fatal... But I guess you are tired of such advice. It's okay, you can take some time off. I will keep it a secret.	In an environment full of unknowns, the slightest ignorance could be fatal... But I guess you are tired of such advice. It's okay, you can take some time off. I will keep it a secret.	In an environment full of unknowns, the slightest ignorance could be fatal... But I guess you are tired of such advice. It's okay, you can take some time off. I will keep it a secret.	In an environment full of unknowns, the slightest ignorance could be fatal... But I guess you are tired of such advice. It's okay, you can take some time off. I will keep it a secret.
134040	134040	234040	334040	434040	What are you thinking, my Commandant? There is no need to tell me. I can understand just by looking in your eyes.	What are you thinking, my Commandant? There is no need to tell me. I can understand just by looking in your eyes.	What are you thinking, my Commandant? There is no need to tell me. I can understand just by looking in your eyes.	What are you thinking, my Commandant? There is no need to tell me. I can understand just by looking in your eyes.
134041	134041	234041	334041	434041	Over-exhaustion is harmful to your health, Commandant.	Over-exhaustion is harmful to your health, Commandant.	Over-exhaustion is harmful to your health, Commandant.	Over-exhaustion is harmful to your health, Commandant.
134042	134042	234042	334042	434042	You have worked hard enough today. Please take time to rest. That's my suggestion—and it can also be an order if necessary.	You have worked hard enough today. Please take time to rest. That's my suggestion—and it can also be an order if necessary.	You have worked hard enough today. Please take time to rest. That's my suggestion—and it can also be an order if necessary.	You have worked hard enough today. Please take time to rest. That's my suggestion—and it can also be an order if necessary.
134043	134043	234043	334043	434043	If you collapse, this entire place will become a mess. But don't worry, as long as I'm still here, I will not allow that to happen.	If you collapse, this entire place will become a mess. But don't worry, as long as I'm still here, I will not allow that to happen.	If you collapse, this entire place will become a mess. But don't worry, as long as I'm still here, I will not allow that to happen.	If you collapse, this entire place will become a mess. But don't worry, as long as I'm still here, I will not allow that to happen.
134044	134044	234044	334044	434044	Commandant, you don't have to overstretch yourself. I already know very well what kind of person you are.	Commandant, you don't have to overstretch yourself. I already know very well what kind of person you are.	Commandant, you don't have to overstretch yourself. I already know very well what kind of person you are.	Commandant, you don't have to overstretch yourself. I already know very well what kind of person you are.
134045	134045	234045	334045	434045	It's about time to rest. Don't worry, tomorrow, the day after tomorrow... Until the unforeseen future, I will always be here waiting for you.	It's about time to rest. Don't worry, tomorrow, the day after tomorrow... Until the unforeseen future, I will always be here waiting for you.	It's about time to rest. Don't worry, tomorrow, the day after tomorrow... Until the unforeseen future, I will always be here waiting for you.	It's about time to rest. Don't worry, tomorrow, the day after tomorrow... Until the unforeseen future, I will always be here waiting for you.
134046	134046	234046	334046	434046	It's good to be on time, Commandant.	It's good to be on time, Commandant.	It's good to be on time, Commandant.	It's good to be on time, Commandant.
134047	134047	234047	334047	434047	Morning, Commandant. What's this? I was asked to assess your behaviors. Don't worry, there aren't any poor records so far.	Morning, Commandant. What's this? I was asked to assess your behaviors. Don't worry, there aren't any poor records so far.	Morning, Commandant. What's this? I was asked to assess your behaviors. Don't worry, there aren't any poor records so far.	Morning, Commandant. What's this? I was asked to assess your behaviors. Don't worry, there aren't any poor records so far.
134048	134048	234048	334048	434048	Looks like you need some reliable assistance, Commandant. Please bring me on your mission.	Looks like you need some reliable assistance, Commandant. Please bring me on your mission.	Looks like you need some reliable assistance, Commandant. Please bring me on your mission.	Looks like you need some reliable assistance, Commandant. Please bring me on your mission.
134049	134049	234049	334049	434049	Did you have a good night's sleep? Did you have a dream...? What kind of dream was it? Please tell me if you have some spare time.	Did you have a good night's sleep? Did you have a dream...? What kind of dream was it? Please tell me if you have some spare time.	Did you have a good night's sleep? Did you have a dream...? What kind of dream was it? Please tell me if you have some spare time.	Did you have a good night's sleep? Did you have a dream...? What kind of dream was it? Please tell me if you have some spare time.
134050	134050	234050	334050	434050	I like that look in your eyes, Commandant. I look forward to your performance today.	I like that look in your eyes, Commandant. I look forward to your performance today.	I like that look in your eyes, Commandant. I look forward to your performance today.	I like that look in your eyes, Commandant. I look forward to your performance today.
134051	134051	234051	334051	434051	My Command... Commandant! Please forgive my rudeness. I didn't realize you were already here.	My Command... Commandant! Please forgive my rudeness. I didn't realize you were already here.	My Command... Commandant! Please forgive my rudeness. I didn't realize you were already here.	My Command... Commandant! Please forgive my rudeness. I didn't realize you were already here.
134052	134052	234052	334052	434052	Before you bring dawn to this world, allow me to accompany you through the long, dark night.	Before you bring dawn to this world, allow me to accompany you through the long, dark night.	Before you bring dawn to this world, allow me to accompany you through the long, dark night.	Before you bring dawn to this world, allow me to accompany you through the long, dark night.
134053	134053	234053	334053	434053	Even when the time to part has come, my Commandant, please don't forget that our paths will cross at the same destination again.	Even when the time to part has come, my Commandant, please don't forget that our paths will cross at the same destination again.	Even when the time to part has come, my Commandant, please don't forget that our paths will cross at the same destination again.	Even when the time to part has come, my Commandant, please don't forget that our paths will cross at the same destination again.
134054	134054	234054	334054	434054	You have come. How long have I been waiting? I don't see a need to make a record, because I believe that you will eventually come back.	You have come. How long have I been waiting? I don't see a need to make a record, because I believe that you will eventually come back.	You have come. How long have I been waiting? I don't see a need to make a record, because I believe that you will eventually come back.	You have come. How long have I been waiting? I don't see a need to make a record, because I believe that you will eventually come back.
134055	134055	234055	334055	434055	This is a meaningless move, Commandant.	This is a meaningless move, Commandant.	This is a meaningless move, Commandant.	This is a meaningless move, Commandant.
134056	134056	234056	334056	434056	...If you were trying to make me panic, you have failed, Commandant.	...If you were trying to make me panic, you have failed, Commandant.	...If you were trying to make me panic, you have failed, Commandant.	...If you were trying to make me panic, you have failed, Commandant.
134057	134057	234057	334057	434057	Danger...! Commandant, stand next to me—Hmph... Forget about it...	Danger...! Commandant, stand next to me—Hmph... Forget about it...	Danger...! Commandant, stand next to me—Hmph... Forget about it...	Danger...! Commandant, stand next to me—Hmph... Forget about it...
134058	134058	234058	334058	434058	Commandant, it is very childish to attract someone's attention in this way.	Commandant, it is very childish to attract someone's attention in this way.	Commandant, it is very childish to attract someone's attention in this way.	Commandant, it is very childish to attract someone's attention in this way.
134059	134059	234059	334059	434059	Ever heard of a game called "five finger fillet", Commandant?	Ever heard of a game called "five finger fillet", Commandant?	Ever heard of a game called "five finger fillet", Commandant?	Ever heard of a game called "five finger fillet", Commandant?
134060	134060	234060	334060	434060	Commandant... Do you want to see me upset?	Commandant... Do you want to see me upset?	Commandant... Do you want to see me upset?	Commandant... Do you want to see me upset?
134061	134061	234061	334061	434061	Mission complete. Go claim the rewards, you deserve them.	Mission complete. Go claim the rewards, you deserve them.	Mission complete. Go claim the rewards, you deserve them.	Mission complete. Go claim the rewards, you deserve them.
134062	134062	234062	334062	434062	Another day well-spent. Great work, Commandant.	Another day well-spent. Great work, Commandant.	Another day well-spent. Great work, Commandant.	Another day well-spent. Great work, Commandant.
134063	134063	234063	334063	434063	Understood.	Understood.	Understood.	Understood.
134064	134064	234064	334064	434064	(Chuckles)	(Chuckles)	(Chuckles)	(Chuckles)
134065	134065	234065	334065	434065	Hmm...	Hmm...	Hmm...	Hmm...
134066	134066	234066	334066	434066	...	...	...	...
134067	134067	234067	334067	434067	Yes...?	Yes...?	Yes...?	Yes...?
134068	134068	234068	334068	434068	Evil will not be tolerated!	Evil will not be tolerated!	Evil will not be tolerated!	Evil will not be tolerated!
134069	134069	234069	334069	434069	Evil will not be tolerated!	Evil will not be tolerated!	Evil will not be tolerated!	Evil will not be tolerated!
134070	134070	234070	334070	434070	Extermination!	Extermination!	Extermination!	Extermination!
134071	134071	234071	334071	434071	Extermination!	Extermination!	Extermination!	Extermination!
134072	134072	234072	334072	434072	It's too late to confess!	It's too late to confess!	It's too late to confess!	It's too late to confess!
134073	134073	234073	334073	434073	It's too late to confess!	It's too late to confess!	It's too late to confess!	It's too late to confess!
134074	134074	234074	334074	434074	Judgement!	Judgement!	Judgement!	Judgement!
134075	134075	234075	334075	434075	Judgement!	Judgement!	Judgement!	Judgement!
134076	134076	234076	334076	434076	Resistance is futile!	Resistance is futile!	Resistance is futile!	Resistance is futile!
134077	134077	234077	334077	434077	Resistance is futile!	Resistance is futile!	Resistance is futile!	Resistance is futile!
134078	134078	234078	334078	434078	Justice!	Justice!	Justice!	Justice!
134079	134079	234079	334079	434079	Justice!	Justice!	Justice!	Justice!
134080	134080	234080	334080	434080	Behold, the final light.	Behold, the final light.	Behold, the final light.	Behold, the final light.
134081	134081	234081	334081	434081	Behold, the final light.	Behold, the final light.	Behold, the final light.	Behold, the final light.
134082	134082	234082	334082	434082	I declare the end of this nightmare!	I declare the end of this nightmare!	I declare the end of this nightmare!	I declare the end of this nightmare!
134083	134083	234083	334083	434083	I declare the end of this nightmare!	I declare the end of this nightmare!	I declare the end of this nightmare!	I declare the end of this nightmare!
134084	134084	234084	334084	434084	Time is running out...!	Time is running out...!	Time is running out...!	Time is running out...!
134085	134085	234085	334085	434085	Time is running out...!	Time is running out...!	Time is running out...!	Time is running out...!
134086	134086	234086	334086	434086	A tough adversary...	A tough adversary...	A tough adversary...	A tough adversary...
134087	134087	234087	334087	434087	A tough adversary...	A tough adversary...	A tough adversary...	A tough adversary...
134088	134088	234088	334088	434088	My faith... will never perish...	My faith... will never perish...	My faith... will never perish...	My faith... will never perish...
134089	134089	234089	334089	434089	My faith... will never perish...	My faith... will never perish...	My faith... will never perish...	My faith... will never perish...
134090	134090	234090	334090	434090	Exposing weakness.	Exposing weakness.	Exposing weakness.	Exposing weakness.
134091	134091	234091	334091	434091	Exposing weakness.	Exposing weakness.	Exposing weakness.	Exposing weakness.
134092	134092	234092	334092	434092	I will stay the course.	I will stay the course.	I will stay the course.	I will stay the course.
134093	134093	234093	334093	434093	I will stay the course.	I will stay the course.	I will stay the course.	I will stay the course.
134094	134094	234094	334094	434094	Tracking, analyzing, returning... Beginning extermination.	Tracking, analyzing, returning... Beginning extermination.	Tracking, analyzing, returning... Beginning extermination.	Tracking, analyzing, returning... Beginning extermination.
134095	134095	234095	334095	434095	So this is how it ends... May you rest in peace.	So this is how it ends... May you rest in peace.	So this is how it ends... May you rest in peace.	So this is how it ends... May you rest in peace.
134096	134096	234096	334096	434096	Hah	Hah	Hah	Hah
134097	134097	234097	334097	434097	Hah	Hah	Hah	Hah
134098	134098	234098	334098	434098	Hah	Hah	Hah	Hah
134099	134099	234099	334099	434099	Hah	Hah	Hah	Hah
134100	134100	234100	334100	434100	Hah	Hah	Hah	Hah
134101	134101	234101	334101	434101	Hah	Hah	Hah	Hah
134102	134102	234102	334102	434102	Hah	Hah	Hah	Hah
134103	134103	234103	334103	434103	Hah	Hah	Hah	Hah
134104	134104	234104	334104	434104	Hah	Hah	Hah	Hah
134105	134105	234105	334105	434105	Hah	Hah	Hah	Hah
134106	134106	234106	334106	434106	Hah	Hah	Hah	Hah
134107	134107	234107	334107	434107	Hah	Hah	Hah	Hah
134108	134108	234108	334108	434108	Hah	Hah	Hah	Hah
134109	134109	234109	334109	434109	Hah	Hah	Hah	Hah
134110	134110	234110	334110	434110	Hah	Hah	Hah	Hah
134111	134111	234111	334111	434111	Perhaps we can have a more private time the next time we are alone... There are many other things I'd like to try with you, my Commandant.	Perhaps we can have a more private time the next time we are alone... There are many other things I'd like to try with you, my Commandant.	Perhaps we can have a more private time the next time we are alone... There are many other things I'd like to try with you, my Commandant.	Perhaps we can have a more private time the next time we are alone... There are many other things I'd like to try with you, my Commandant.
134112	134112	234112	334112	434112	My Commandant, hope every moment we spend together can give strength to support ourselves.	My Commandant, hope every moment we spend together can give strength to support ourselves.	My Commandant, hope every moment we spend together can give strength to support ourselves.	My Commandant, hope every moment we spend together can give strength to support ourselves.
134113	134113	234113	334113	434113	My Commandant, whenever you are lost, I will light the path forward for you. In return, you must do the same for me. Yes, this is a promise. An oath between you and me that must not be broken.	My Commandant, whenever you are lost, I will light the path forward for you. In return, you must do the same for me. Yes, this is a promise. An oath between you and me that must not be broken.	My Commandant, whenever you are lost, I will light the path forward for you. In return, you must do the same for me. Yes, this is a promise. An oath between you and me that must not be broken.	My Commandant, whenever you are lost, I will light the path forward for you. In return, you must do the same for me. Yes, this is a promise. An oath between you and me that must not be broken.
134114	134114	234114	334114	434114	My Commandant, please take my sword... This is the most precious gift I can think of.	My Commandant, please take my sword... This is the most precious gift I can think of.	My Commandant, please take my sword... This is the most precious gift I can think of.	My Commandant, please take my sword... This is the most precious gift I can think of.
134115	134115	234115	334115	434115	This is where I was abandoned after birth, and where the dream ended. Now, the flowers and the sunshine have given me new memories about this place. When you are here, I always wish that... time could stop at this moment, making the one I care stay here, in this moment.	This is where I was abandoned after birth, and where the dream ended. Now, the flowers and the sunshine have given me new memories about this place. When you are here, I always wish that... time could stop at this moment, making the one I care stay here, in this moment.	This is where I was abandoned after birth, and where the dream ended. Now, the flowers and the sunshine have given me new memories about this place. When you are here, I always wish that... time could stop at this moment, making the one I care stay here, in this moment.	This is where I was abandoned after birth, and where the dream ended. Now, the flowers and the sunshine have given me new memories about this place. When you are here, I always wish that... time could stop at this moment, making the one I care stay here, in this moment.
134116	134116	234116	334116	434116	I saw the dream weaved by those remaining data again when you were not here. The ending was changing gradually. Sometimes, it didn't end in the church. Sometimes, the enemy was not the defectors... The only thing that never changed... was our encounter. Perhaps it's no longer part of the simulation but a wish in my heart.	I saw the dream weaved by those remaining data again when you were not here. The ending was changing gradually. Sometimes, it didn't end in the church. Sometimes, the enemy was not the defectors... The only thing that never changed... was our encounter. Perhaps it's no longer part of the simulation but a wish in my heart.	I saw the dream weaved by those remaining data again when you were not here. The ending was changing gradually. Sometimes, it didn't end in the church. Sometimes, the enemy was not the defectors... The only thing that never changed... was our encounter. Perhaps it's no longer part of the simulation but a wish in my heart.	I saw the dream weaved by those remaining data again when you were not here. The ending was changing gradually. Sometimes, it didn't end in the church. Sometimes, the enemy was not the defectors... The only thing that never changed... was our encounter. Perhaps it's no longer part of the simulation but a wish in my heart.
134117	134117	234117	334117	434117	Tracking, analyzing, returning... Beginning extermination.	Oath-Bound. Extermination starts.	Oath-Bound. Extermination starts.	Oath-Bound. Extermination starts.
134118	134118	234118	334118	434118	So this is how it ends... May you rest in peace.	May the flowers cover the snowfield someday.	May the flowers cover the snowfield someday.	May the flowers cover the snowfield someday.
