Id	Name	Star	Ability	CharacterId	FightEvent	FightEventLevel	FixAttrIds[1]	FixAttrLevels[1]	AttrFixGroupIds[1]	FixAttrIds[2]	FixAttrLevels[2]	AttrFixGroupIds[2]	Load	DecomposeValue	Icon	Quality	Desc	DescTips	DescInitValue	DescFixAttrId	DescCoefficient	Type	IsDisplay
551	Vitrum: Core III	5	916	1231002	2230379	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata3.png	3	3-Pings increase Signature DMG by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) for 10s, stacking up to 4 times.	(Only one Add-on of the same type can be equipped)	600000	4	2000	300	0
552	Vitrum: Core IV	6	1450	1231002	2230379	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata3.png	4	3-Pings increase Signature DMG by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) for 10s, stacking up to 4 times.	(Only one Add-on of the same type can be equipped)	800000	4	2000	300	0
553	Vitrum: Overclock 1 I	3	290	1231002	2230380	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata3.png	1	Gain 1 Signal Orb each time a color of Signal Orb is forgotten.	(Only one Add-on of the same type can be equipped)	40000	4	5000	301	0
554	Vitrum: Overclock 1 II	4	593	1231002	2230380	2	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata3.png	2	Gain 2 Signal Orbs each time a color of Signal Orb is forgotten.	(Only one Add-on of the same type can be equipped)	40000	4	5000	301	0
555	Vitrum: Overclock 1 III	5	916	1231002	2230380	3	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata3.png	3	Gain 3 Signal Orbs each time a color of Signal Orb is forgotten.	(Only one Add-on of the same type can be equipped)	40000	4	5000	301	0
556	Vitrum: Overclock 1 IV	6	1450	1231002	2230380	4	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata3.png	4	Gain 6 Signal Orbs each time a color of Signal Orb is forgotten.	(Only one Add-on of the same type can be equipped)	40000	4	5000	301	0
557	Vitrum: Overclock 2 I	3	290	1231002	2230381	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata3.png	1	Gain 1 random Signal Orb when casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	302	0
558	Vitrum: Overclock 2 II	4	593	1231002	2230381	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata3.png	2	Gain 2 random Signal Orbs when casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	302	0
559	Vitrum: Overclock 2 III	5	916	1231002	2230381	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata3.png	3	Gain 3 random Signal Orbs when casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	302	0
560	Vitrum: Overclock 2 IV	6	1450	1231002	2230381	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata3.png	4	Gain 6 random Signal Orbs when casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	302	0
561	Hyperreal: Core I	3	290	1011004	2230382	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	1	After entering Hypermatrix, Fire DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) for 8s.	(Only one Add-on of the same type can be equipped)	800000	4	10000	303	0
562	Hyperreal: Core II	4	593	1011004	2230382	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	2	After entering Hypermatrix, Fire DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) for 8s.	(Only one Add-on of the same type can be equipped)	1600000	4	10000	303	0
563	Hyperreal: Core III	5	916	1011004	2230382	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	3	After entering Hypermatrix, Fire DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) for 8s.	(Only one Add-on of the same type can be equipped)	2400000	4	10000	303	0
564	Hyperreal: Core IV	6	1450	1011004	2230382	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	4	After entering Hypermatrix, Fire DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) for 8s.	(Only one Add-on of the same type can be equipped)	4000000	4	10000	303	0
565	Hyperreal: Overclock 1 I	3	290	1011004	2230383	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	1	The cooldown of Hypermatrix reduces by 20% after casting End of Time.	(Only one Add-on of the same type can be equipped)	40000	4	5000	304	0
566	Hyperreal: Overclock 1 II	4	593	1011004	2230383	2	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	2	The cooldown of Hypermatrix reduces by 40% after casting End of Time.	(Only one Add-on of the same type can be equipped)	40000	4	5000	304	0
567	Hyperreal: Overclock 1 III	5	916	1011004	2230383	3	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	3	The cooldown of Hypermatrix reduces by 60% after casting End of Time.	(Only one Add-on of the same type can be equipped)	40000	4	5000	304	0
568	Hyperreal: Overclock 1 IV	6	1450	1011004	2230383	4	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	4	The cooldown of Hypermatrix reduces by 80% after casting End of Time.	(Only one Add-on of the same type can be equipped)	40000	4	5000	304	0
569	Hyperreal: Overclock 2 I	3	290	1011004	2230384	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	1	Gain 1 set of Signal Orbs after casting End of Time.	(Only one Add-on of the same type can be equipped)	40000	4	5000	305	0
570	Hyperreal: Overclock 2 II	4	593	1011004	2230384	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	2	Gain 2 sets of Signal Orbs after casting End of Time.	(Only one Add-on of the same type can be equipped)	40000	4	5000	305	0
571	Hyperreal: Overclock 2 III	5	916	1011004	2230384	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	3	Gain 3 sets of Signal Orbs after casting End of Time.	(Only one Add-on of the same type can be equipped)	40000	4	5000	305	0
572	Hyperreal: Overclock 2 IV	6	1450	1011004	2230384	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	4	Gain 4 sets of Signal Orbs after casting End of Time.	(Only one Add-on of the same type can be equipped)	40000	4	5000	305	0
573	Structural Breakthrough I	3	290		2230204	1	1	1	101	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip004.png	1	Unlock the character's S-2S Skills and gain 1 set of Signal Orbs once at the beginning of the battle.	(Only one Add-on of the same type can be equipped)	40000	1	5000	103	0
574	Structural Breakthrough I	3	290		2230204	1	4	1	701	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip004.png	1	Unlock the character's S-2S Skills and gain 1 set of Signal Orbs once at the beginning of the battle.	(Only one Add-on of the same type can be equipped)	40000	1	5000	103	0
575	Structural Breakthrough II	4	593		2230204	1	4	2	702	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip004.png	2	Unlock the character's S-2S Skills and gain 1 set of Signal Orbs once at the beginning of the battle.	(Only one Add-on of the same type can be equipped)	40000	1	5000	103	0
576	Structural Breakthrough II	4	593		2230204	1	1	2	102	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip004.png	2	Unlock the character's S-2S Skills and gain 1 set of Signal Orbs once at the beginning of the battle.	(Only one Add-on of the same type can be equipped)	40000	1	5000	103	0
577	Structural Breakthrough III	5	916		2230204	1	1	2	102	4	2	702	5	50	Assets/Product/Texture/Image/UiInfestorExplore/Equip004.png	3	Unlock the character's S-2S Skills and gain 1 set of Signal Orbs once at the beginning of the battle.	(Only one Add-on of the same type can be equipped)	40000	4	5000	103	0
578	Structural Breakthrough IV	6	1450		2230204	1	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/UiInfestorExplore/Equip004.png	4	Unlock the character's S-2S Skills and gain 1 set of Signal Orbs once at the beginning of the battle.	(Only one Add-on of the same type can be equipped)	40000	4	5000	103	0
579	State Reboot I	3	290		2230205	1	1	1	101	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip032.png	1	The character on the field will revive instantly if knocked out. 150s cooldown.	(Only one Add-on of the same type can be equipped)	40000	1	5000	104	0
580	State Reboot I	3	290		2230205	1	4	1	701	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip032.png	1	The character on the field will revive instantly if knocked out. 150s cooldown.	(Only one Add-on of the same type can be equipped)	40000	1	5000	104	0
581	State Reboot II	4	593		2230205	2	4	2	702	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip032.png	2	The character on the field will revive instantly if knocked out. 120s cooldown.	(Only one Add-on of the same type can be equipped)	40000	1	5000	104	0
582	State Reboot II	4	593		2230205	2	1	2	102	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip032.png	2	The character on the field will revive instantly if knocked out. 120s cooldown.	(Only one Add-on of the same type can be equipped)	40000	1	5000	104	0
583	State Reboot III	5	916		2230205	3	1	2	102	4	2	702	5	50	Assets/Product/Texture/Image/UiInfestorExplore/Equip032.png	3	The character on the field will revive instantly if knocked out. 90s cooldown.	(Only one Add-on of the same type can be equipped)	40000	4	5000	104	0
584	State Reboot IV	6	1450		2230205	4	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/UiInfestorExplore/Equip032.png	4	The character on the field will revive instantly if knocked out. 60s cooldown.	(Only one Add-on of the same type can be equipped)	40000	4	5000	104	0
585	Health Link I	3	290		2230206	1	1	1	101	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip026.png	1	Other characters' max HP increases by 5% of the equipper's max HP.	(Only one Add-on of this type can take effect in the entire team)	40000	1	5000	105	0
586	Health Link I	3	290		2230206	1	4	1	701	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip026.png	1	Other characters' max HP increases by 5% of the equipper's max HP.	(Only one Add-on of this type can take effect in the entire team)	40000	1	5000	105	0
587	Health Link II	4	593		2230206	2	4	2	702	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip026.png	2	Other characters' max HP increases by 10% of the equipper's max HP.	(Only one Add-on of this type can take effect in the entire team)	40000	1	5000	105	0
588	Health Link II	4	593		2230206	2	1	2	102	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip026.png	2	Other characters' max HP increases by 10% of the equipper's max HP.	(Only one Add-on of this type can take effect in the entire team)	40000	1	5000	105	0
589	Health Link III	5	916		2230206	3	1	2	102	4	2	702	5	50	Assets/Product/Texture/Image/UiInfestorExplore/Equip026.png	3	Other characters' max HP increases by 15% of the equipper's max HP.	(Only one Add-on of this type can take effect in the entire team)	40000	4	5000	105	0
590	Health Link IV	6	1450		2230206	4	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/UiInfestorExplore/Equip026.png	4	Other characters' max HP increases by 20% of the equipper's max HP.	(Only one Add-on of this type can take effect in the entire team)	40000	4	5000	105	0
591	Backstage Bonus I	3	290		2230207	1	1	1	101	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip54.png	1	Other characters' ATK increases by 5% of the equipper's ATK.	(Only one Add-on of this type can take effect in the entire team)	40000	1	5000	106	0
592	Backstage Bonus I	3	290		2230207	1	4	1	701	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip54.png	1	Other characters' ATK increases by 5% of the equipper's ATK.	(Only one Add-on of this type can take effect in the entire team)	40000	1	5000	106	0
593	Backstage Bonus II	4	593		2230207	2	4	2	702	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip54.png	2	Other characters' ATK increases by 10% of the equipper's ATK.	(Only one Add-on of this type can take effect in the entire team)	40000	1	5000	106	0
594	Backstage Bonus II	4	593		2230207	2	1	2	102	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip54.png	2	Other characters' ATK increases by 10% of the equipper's ATK.	(Only one Add-on of this type can take effect in the entire team)	40000	1	5000	106	0
595	Backstage Bonus III	5	916		2230207	3	1	2	102	4	2	702	5	50	Assets/Product/Texture/Image/UiInfestorExplore/Equip54.png	3	Other characters' ATK increases by 15% of the equipper's ATK.	(Only one Add-on of this type can take effect in the entire team)	40000	4	5000	106	0
596	Backstage Bonus IV	6	1450		2230207	4	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/UiInfestorExplore/Equip54.png	4	Other characters' ATK increases by 20% of the equipper's ATK.	(Only one Add-on of this type can take effect in the entire team)	40000	4	5000	106	0
597	Recursive Shield I	3	290		2230208	1	1	1	101	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip68.png	1	Tank characters' QTE will grant a shield with capacity equal to 13.33% of their HP to the character on the field. Triggering this effect again will renew the shield. Characters protected by this shield gain Super Armor.	(Only one Add-on of the same type can be equipped)	40000	1	5000	107	0
598	Recursive Shield I	3	290		2230208	1	4	1	701	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip68.png	1	Tank characters' QTE will grant a shield with capacity equal to 13.33% of their HP to the character on the field. Triggering this effect again will renew the shield. Characters protected by this shield gain Super Armor.	(Only one Add-on of the same type can be equipped)	40000	1	5000	107	0
599	Recursive Shield II	4	593		2230208	2	4	2	702	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip68.png	2	Tank characters' QTE will grant a shield with capacity equal to 26.67% of their HP to the character on the field. Triggering this effect again will renew the shield. Characters protected by this shield gain Super Armor.	(Only one Add-on of the same type can be equipped)	40000	1	5000	107	0
600	Recursive Shield II	4	593		2230208	2	1	2	102	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip68.png	2	Tank characters' QTE will grant a shield with capacity equal to 26.67% of their HP to the character on the field. Triggering this effect again will renew the shield. Characters protected by this shield gain Super Armor.	(Only one Add-on of the same type can be equipped)	40000	1	5000	107	0
601	Recursive Shield III	5	916		2230208	3	1	2	102	4	2	702	5	50	Assets/Product/Texture/Image/UiInfestorExplore/Equip68.png	3	Tank characters' QTE will grant a shield with capacity equal to 41.67% of their HP to the character on the field. Triggering this effect again will renew the shield. Characters protected by this shield gain Super Armor.	(Only one Add-on of the same type can be equipped)	40000	4	5000	107	0
602	Recursive Shield IV	6	1450		2230208	4	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/UiInfestorExplore/Equip68.png	4	Tank characters' QTE will grant a shield with capacity equal to 66.67% of their HP to the character on the field. Triggering this effect again will renew the shield. Characters protected by this shield gain Super Armor.	(Only one Add-on of the same type can be equipped)	40000	4	5000	107	0
603	Shared Enhancement I	3	290		2230209	1	1	1	101	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip70.png	1	Support and Amplifier characters' QTE will increase the ATK of the character on the field by 5% for 8s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	108	0
604	Shared Enhancement I	3	290		2230209	1	4	1	701	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip70.png	1	Support and Amplifier characters' QTE will increase the ATK of the character on the field by 5% for 8s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	108	0
605	Shared Enhancement II	4	593		2230209	2	4	2	702	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip70.png	2	Support and Amplifier characters' QTE will increase the ATK of the character on the field by 10% for 8s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	108	0
606	Shared Enhancement II	4	593		2230209	2	1	2	102	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip70.png	2	Support and Amplifier characters' QTE will increase the ATK of the character on the field by 10% for 8s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	108	0
607	Shared Enhancement III	5	916		2230209	3	1	2	102	2	2	602	5	50	Assets/Product/Texture/Image/UiInfestorExplore/Equip70.png	3	Support and Amplifier characters' QTE will increase the ATK of the character on the field by 15% for 8s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	108	0
608	Shared Enhancement IV	6	1450		2230209	4	1	3	103	2	3	603	6	400	Assets/Product/Texture/Image/UiInfestorExplore/Equip70.png	4	Support and Amplifier characters' QTE will increase the ATK of the character on the field by 20% for 8s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	108	0
609	Empathy of Aggression I	3	290		2230260	1	1	1	101	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip69.png	1	Attacker and Vanguard characters' QTE deals extra DMG equal to 150% of their ATK to nearby units.	(Only one Add-on of the same type can be equipped)	40000	1	5000	109	0
610	Empathy of Aggression I	3	290		2230260	1	4	1	701	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip69.png	1	Attacker and Vanguard characters' QTE deals extra DMG equal to 150% of their ATK to nearby units.	(Only one Add-on of the same type can be equipped)	40000	1	5000	109	0
611	Empathy of Aggression II	4	593		2230260	2	4	2	702	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip69.png	2	Attacker and Vanguard characters' QTE deals extra DMG equal to 300% of their ATK to nearby units.	(Only one Add-on of the same type can be equipped)	40000	1	5000	109	0
612	Empathy of Aggression II	4	593		2230260	2	1	2	102	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip69.png	2	Attacker and Vanguard characters' QTE deals extra DMG equal to 300% of their ATK to nearby units.	(Only one Add-on of the same type can be equipped)	40000	1	5000	109	0
613	Empathy of Aggression III	5	916		2230260	3	1	2	102	4	2	702	5	50	Assets/Product/Texture/Image/UiInfestorExplore/Equip69.png	3	Attacker and Vanguard characters' QTE deals extra DMG equal to 600% of their ATK to nearby units.	(Only one Add-on of the same type can be equipped)	40000	4	5000	109	0
614	Empathy of Aggression IV	6	1450		2230260	4	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/UiInfestorExplore/Equip69.png	4	Attacker and Vanguard characters' QTE deals extra DMG equal to 900% of their ATK to nearby units.	(Only one Add-on of the same type can be equipped)	40000	4	5000	109	0
615	Neural Focus I	3	290		2230210	1	1	1	101	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip025.png	1	Gain 1 Signal Orb after holding Basic Attack for 2s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	110	0
616	Neural Focus I	3	290		2230210	1	4	1	701	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip025.png	1	Gain 1 Signal Orb after holding Basic Attack for 2s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	110	0
617	Neural Focus II	4	593		2230210	2	4	2	702	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip025.png	2	Gain 2 Signal Orbs after holding Basic Attack for 1s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	110	0
618	Neural Focus II	4	593		2230210	2	1	2	102	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip025.png	2	Gain 2 Signal Orbs after holding Basic Attack for 1s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	110	0
619	Neural Focus III	5	916		2230210	3	1	2	102	4	2	702	5	50	Assets/Product/Texture/Image/UiInfestorExplore/Equip025.png	3	Gain 3 Signal Orbs after holding Basic Attack for 1s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	110	0
620	Neural Focus IV	6	1450		2230210	4	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/UiInfestorExplore/Equip025.png	4	Gain 6 Signal Orbs after holding Basic Attack for 1s.	(Only one Add-on of the same type can be equipped)	40000	4	5000	110	0
621	Multisensory Insight I	3	290		2230211	1	1	1	101	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip019.png	1	Hold the Dodge button to consume 100 Dodge Gauge per second and gain 6.93% Extra DMG Bonus. This effect lasts 15s and stacks up to 5 times.	(Only one Add-on of the same type can be equipped)	40000	1	5000	111	0
622	Multisensory Insight I	3	290		2230211	1	4	1	701	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip019.png	1	Hold the Dodge button to consume 100 Dodge Gauge per second and gain 6.93% Extra DMG Bonus. This effect lasts 15s and stacks up to 5 times.	(Only one Add-on of the same type can be equipped)	40000	1	5000	111	0
623	Multisensory Insight II	4	593		2230211	2	4	2	702	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip019.png	2	Hold the Dodge button to consume 100 Dodge Gauge per second and gain 13.87% Extra DMG Bonus. This effect lasts 15s and stacks up to 5 times.	(Only one Add-on of the same type can be equipped)	40000	1	5000	111	0
624	Multisensory Insight II	4	593		2230211	2	1	2	102	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip019.png	2	Hold the Dodge button to consume 100 Dodge Gauge per second and gain 13.87% Extra DMG Bonus. This effect lasts 15s and stacks up to 5 times.	(Only one Add-on of the same type can be equipped)	40000	1	5000	111	0
625	Multisensory Insight III	5	916		2230211	3	1	2	102	4	2	702	5	50	Assets/Product/Texture/Image/UiInfestorExplore/Equip019.png	3	Hold the Dodge button to consume 100 Dodge Gauge per second and gain 21.67% Extra DMG Bonus. This effect lasts 15s and stacks up to 5 times.	(Only one Add-on of the same type can be equipped)	40000	4	5000	111	0
626	Multisensory Insight IV	6	1450		2230211	4	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/UiInfestorExplore/Equip019.png	4	Hold the Dodge button to consume 100 Dodge Gauge per second and gain 34.67% Extra DMG Bonus. This effect lasts 15s and stacks up to 5 times.	(Only one Add-on of the same type can be equipped)	40000	4	5000	111	0
627	Domain Boilover I	3	290		2230212	1	1	1	101	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip037.png	1	When the equipper deals damage, they also deal damage equal to ATK x2000% to all the enemies within 5m. This additional damage is shared across all the enemies within range (the fewer enemies there are, the higher damage taken by each single enemy). 5s cooldown.	(Only one Add-on of the same type can be equipped)	40000	1	5000	112	0
628	Domain Boilover I	3	290		2230212	1	4	1	701	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip037.png	1	When the equipper deals damage, they also deal damage equal to ATK x2000% to all the enemies within 5m. This additional damage is shared across all the enemies within range (the fewer enemies there are, the higher damage taken by each single enemy). 5s cooldown.	(Only one Add-on of the same type can be equipped)	40000	1	5000	112	0
629	Domain Boilover II	4	593		2230212	2	4	2	702	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip037.png	2	When the equipper deals damage, they also deal damage equal to ATK x4000% to all the enemies within 5m. This additional damage is shared across all the enemies within range (the fewer enemies there are, the higher damage taken by each single enemy). 5s cooldown.	(Only one Add-on of the same type can be equipped)	40000	1	5000	112	0
630	Domain Boilover II	4	593		2230212	2	1	2	102	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip037.png	2	When the equipper deals damage, they also deal damage equal to ATK x4000% to all the enemies within 5m. This additional damage is shared across all the enemies within range (the fewer enemies there are, the higher damage taken by each single enemy). 5s cooldown.	(Only one Add-on of the same type can be equipped)	40000	1	5000	112	0
631	Domain Boilover III	5	916		2230212	3	1	2	102	4	2	702	5	50	Assets/Product/Texture/Image/UiInfestorExplore/Equip037.png	3	When the equipper deals damage, they also deal damage equal to ATK x6250% to all the enemies within 5m. This additional damage is shared across all the enemies within range (the fewer enemies there are, the higher damage taken by each single enemy). 5s cooldown.	(Only one Add-on of the same type can be equipped)	40000	4	5000	112	0
632	Domain Boilover IV	6	1450		2230212	4	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/UiInfestorExplore/Equip037.png	4	When the equipper deals damage, they also deal damage equal to ATK x10000% to all the enemies within 5m. This additional damage is shared across all the enemies within range (the fewer enemies there are, the higher damage taken by each single enemy). 5s cooldown.	(Only one Add-on of the same type can be equipped)	40000	4	5000	112	0
633	Rapid Anchor I	3	290		2230213	1	1	1	101	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip71.png	1	When equipped by a character in the Blue Slot, a new BGM will be played for 20s after casting Signature Move, during which Signal Orbs will spawn 40% faster.	(Only one Add-on of the same type can be equipped)	40000	1	5000	113	0
634	Rapid Anchor I	3	290		2230213	1	4	1	701	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip71.png	1	When equipped by a character in the Blue Slot, a new BGM will be played for 20s after casting Signature Move, during which Signal Orbs will spawn 40% faster.	(Only one Add-on of the same type can be equipped)	40000	1	5000	113	0
635	Rapid Anchor II	4	593		2230213	2	4	2	702	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip71.png	2	When equipped by a character in the Blue Slot, a new BGM will be played for 20s after casting Signature Move, during which Signal Orbs will spawn 60% faster.	(Only one Add-on of the same type can be equipped)	40000	1	5000	113	0
636	Rapid Anchor II	4	593		2230213	2	1	2	102	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip71.png	2	When equipped by a character in the Blue Slot, a new BGM will be played for 20s after casting Signature Move, during which Signal Orbs will spawn 60% faster.	(Only one Add-on of the same type can be equipped)	40000	1	5000	113	0
637	Rapid Anchor III	5	916		2230213	3	1	2	102	4	2	702	5	50	Assets/Product/Texture/Image/UiInfestorExplore/Equip71.png	3	When equipped by a character in the Blue Slot, a new BGM will be played for 20s after casting Signature Move, during which Signal Orbs will spawn 100% faster.	(Only one Add-on of the same type can be equipped)	40000	4	5000	113	0
638	Rapid Anchor IV	6	1450		2230213	4	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/UiInfestorExplore/Equip71.png	4	When equipped by a character in the Blue Slot, a new BGM will be played for 20s after casting Signature Move, during which Signal Orbs will spawn 100% faster.	(Only one Add-on of the same type can be equipped)	40000	4	5000	113	0
639	Rejuvenating Anchor I	3	290		2230214	1	1	1	101	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip72.png	1	When equipped by a character in the Red Slot, a new BGM will be played for 20s upon casting Signature Move, during which the equipper will recover 5% HP every second.	(Only one Add-on of the same type can be equipped)	40000	1	5000	114	0
640	Rejuvenating Anchor I	3	290		2230214	1	4	1	701	2	1	401	3	5	Assets/Product/Texture/Image/UiInfestorExplore/Equip72.png	1	When equipped by a character in the Red Slot, a new BGM will be played for 20s upon casting Signature Move, during which the equipper will recover 5% HP every second.	(Only one Add-on of the same type can be equipped)	40000	1	5000	114	0
641	Rejuvenating Anchor II	4	593		2230214	2	4	2	702	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip72.png	2	When equipped by a character in the Red Slot, a new BGM will be played for 20s upon casting Signature Move, during which the equipper will recover 10% HP every second.	(Only one Add-on of the same type can be equipped)	40000	1	5000	114	0
642	Rejuvenating Anchor II	4	593		2230214	2	1	2	102	2	1	401	4	10	Assets/Product/Texture/Image/UiInfestorExplore/Equip72.png	2	When equipped by a character in the Red Slot, a new BGM will be played for 20s upon casting Signature Move, during which the equipper will recover 10% HP every second.	(Only one Add-on of the same type can be equipped)	40000	1	5000	114	0
