Id	EventId	StepId	NextStepId	Type	FightNodeId	EffectGroupId	StepRewardItemType	StepRewardItemId[1]	StepRewardItemCount[1]	StepRewardItemId[2]	StepRewardItemCount[2]	StepRewardItemId[3]	StepRewardItemCount[3]	StoryId	OptionDesc[1]	OptionDownDesc[1]	OptionIcon[1]	OptionType[1]	OptionItemType[1]	OptionItemId[1]	OptionItemCount[1]	OptionNextStepGroupId[1]	OptionCondition[1]	OptionDesc[2]	OptionDownDesc[2]	OptionIcon[2]	OptionType[2]	OptionItemType[2]	OptionItemId[2]	OptionItemCount[2]	OptionNextStepGroupId[2]	OptionCondition[2]	OptionDesc[3]	OptionDownDesc[3]	OptionIcon[3]	OptionType[3]	OptionItemType[3]	OptionItemId[3]	OptionItemCount[3]	OptionNextStepGroupId[3]	OptionCondition[3]	OptionDesc[4]	OptionDownDesc[4]	OptionIcon[4]	OptionType[4]	OptionItemType[4]	OptionItemId[4]	OptionItemCount[4]	OptionNextStepGroupId[4]	OptionCondition[4]	Title	TitleContent	RoleIcon	RoleName	RoleContent	EventDesc	ConfirmContent	BgAsset
226	159	1591		2											Read ancient folk fairy tales	Confirm		3	0	0	0	15911		Read the debunked dark history books	Confirm		3	0	0	0	15912		Read the incomprehensible theological debates (requires activation of Insight)	Confirm		3	0	0	0	15913	1005048										The Library	You decide to...		Fortress Library	The hidden library within the fortress.	Tucked away in the fortress is a library, a trove of materials and precious antique books unreachable to the outside world. With limited time, what do you choose to read?	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory415.jpg
227	159	1592		3			1	96119	10																																										The Library	You open a book of fairy tales		Fortress Library	The hidden library within the fortress.	You flip through several fairy tales popular centuries ago, and the intricate fables seem to hide clues. These clues lead you to a hidden treasure within the fortress.	Accept the items	Assets/Product/Texture/Image/BgStory/Bgstory415.jpg
228	159	1593		3			4	9002	1																																										The Library	You open the fabricated history book.		Fortress Library	The hidden library within the fortress.	You flip through a history book that's long proven to be a fabrication. It narrates an alternative side of the Mythic War, in which "the Chosen Ones" manipulating Crimson creatures to fight against the heroes seem to be the very entities worshipped by the Crimson Order.	Accept the items	Assets/Product/Texture/Image/BgStory/Bgstory415.jpg
229	159	1594		3			7	6	1																																										The Library	You open a book containing heretic's debates.		Fortress Library	The hidden library within the fortress.	You peruse the debates left by a heretical philosopher. Within these seemingly illogical texts, there appears to be a wisdom you've yet to fathom.	Accept the items	Assets/Product/Texture/Image/BgStory/Bgstory415.jpg
230	160	1601		2											Advance deeper (requires activation of Insight)	Confirm		1	1	96120	2	16011	1005048	Explore the perimeter	Confirm		3	0	0	0	16012																				Sword Tomb	You decide to...		Scattered Remains	You discover the lost expedition.	The church's expedition team lies buried at the deepest part of the tunnels, their rusty silver swords and lances standing as their tombstones. This place has been corroded by the Crimson creatures, and it seems you can't venture any further.	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory659.jpg
231	160	1602		3			2	142	1																																										Sword Tomb	You stumble upon something unusual.		Scattered Remains	You avoid the Crimson and find a path.	Drawing on your knowledge of the Crimson creatures, you skillfully evade their corrosion. In the heart of the Sword Tomb, a silver lance is plunged into an expedition member's corpse. You remove the ornament on the lance as proof of witnessing their end.	Remove the lance ornament	Assets/Product/Texture/Image/BgStory/BgStory659.jpg
232	160	1603		3			1	96119	10																																										Sword Tomb	You have gathered supplies in the perimeter.		Scattered Remains	You search the perimeter for supplies.	You cautiously scout the perimeter, scraping together some potentially useful supplies.	Collect supplies	Assets/Product/Texture/Image/BgStory/BgStory659.jpg
233	161	1611		2											Examine the astronomical telescope (requires activation of Insight)	Confirm		3	0	0	0	16111	1005048	Scavenge for remaining supplies here	Confirm		3	0	0	0	16112																				Astronomical Wonder	You decide to...		Abandoned Observatory	You come across an abandoned observatory.	An abandoned observatory resides in a corner of the tunnels. Perhaps before the world was ravaged, this place was not submerged deep underwater, but a spot where the starry sky was visible?	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory688.jpg
234	161	1612		3			7	6	1																																										Astronomical Wonder	You've grasped something profound.		Abandoned Observatory	You try to use the battered telescope.	You approach the telescope with curiosity, only to find strange symbols engraved on the lens. You feel as though you've grasped something profound...	Gain Insight	Assets/Product/Texture/Image/BgStory/BgStory688.jpg
235	161	1613		3			3	1	1																																										Astronomical Wonder	You've scavenged some supplies.		Abandoned Observatory	You try to gather supplies around.	You scavenge around the observatory and find some supplies before leaving the place.	Collect supplies	Assets/Product/Texture/Image/BgStory/BgStory688.jpg
236	164	1641		2											Draw hidden lines with Biomimetic Blood (requires activation of Insight)	Confirm		1	1	96120	2	16411	1005048	Gently caress this wall	Confirm		3	0	0	0	16412																				Mysterious Wall	What do you decide to do?		Tunnel Wall	A strange wall.	In a corner deep within the tunnels, a wall with an indented outline catches your attention. It seems there's a way to open it, and you decide to...	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory275.png
237	164	1642		2											Choose the "Mark of Pride"	Confirm		3	0	0	0	16421		Choose the "Mark of Sloth"	Confirm		3	0	0	0	16422		Choose the "Mark of Greed"	Confirm		3	0	0	0	16423		Choose the "Mark of Wrath"	Confirm		3	0	0	0	16424		Mysterious Wall	You see the hidden lines.		Tunnel Wall	Numerous marks emerge.	With the aid of your Insight, you discern the hidden line patterns on the door. After smearing the lines with Biomimetic Blood, the wall dissolves... Before you, numerous mysterious emblems emerge, and you decide to...	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory275.png
238	164	1643		2											Choose the "Mark of Sloth"	Confirm		3	0	0	0	16431		Choose the "Mark of Greed"	Confirm		3	0	0	0	16432		Choose the "Mark of Wrath"	Confirm		3	0	0	0	16433		Choose the "Mark of Gluttony"	Confirm		3	0	0	0	16434		Mysterious Wall	You see the hidden lines.		Tunnel Wall	Numerous marks emerge.	With the aid of your Insight, you discern the hidden line patterns on the door. After smearing the lines with Biomimetic Blood, the wall dissolves... Before you, numerous mysterious emblems emerge, and you decide to...	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory275.png
239	164	1644		2											Choose the "Mark of Greed"	Confirm		3	0	0	0	16441		Choose the "Mark of Wrath"	Confirm		3	0	0	0	16442		Choose the "Mark of Gluttony"	Confirm		3	0	0	0	16443		Choose the "Mark of Pride"	Confirm		3	0	0	0	16444		Mysterious Wall	You see the hidden lines.		Tunnel Wall	Numerous marks emerge.	With the aid of your Insight, you discern the hidden line patterns on the door. After smearing the lines with Biomimetic Blood, the wall dissolves... Before you, numerous mysterious emblems emerge, and you decide to...	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory275.png
240	164	1645		2											Choose the "Mark of Wrath"	Confirm		3	0	0	0	16451		Choose the "Mark of Gluttony"	Confirm		3	0	0	0	16452		Choose the "Mark of Pride"	Confirm		3	0	0	0	16453		Choose the "Mark of Sloth"	Confirm		3	0	0	0	16454		Mysterious Wall	You see the hidden lines.		Tunnel Wall	Numerous marks emerge.	With the aid of your Insight, you discern the hidden line patterns on the door. After smearing the lines with Biomimetic Blood, the wall dissolves... Before you, numerous mysterious emblems emerge, and you decide to...	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory275.png
241	164	1646		2											Choose the "Mark of Gluttony"	Confirm		3	0	0	0	16461		Choose the "Mark of Pride"	Confirm		3	0	0	0	16462		Choose the "Mark of Sloth"	Confirm		3	0	0	0	16463		Choose the "Mark of Greed"	Confirm		3	0	0	0	16464		Mysterious Wall	You see the hidden lines.		Tunnel Wall	Numerous marks emerge.	With the aid of your Insight, you discern the hidden line patterns on the door. After smearing the lines with Biomimetic Blood, the wall dissolves... Before you, numerous mysterious emblems emerge, and you decide to...	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory275.png
242	164	1647		3			2	122	1																																										Mysterious Wall	You take it.		Tunnel Wall	The wall returns to normal.	The moment you hold the emblem, everything else begins to dissolve. When you come back to your senses, the hidden wall has vanished without a trace, but the emblem remains in your hand.	Take the emblem.	Assets/Product/Texture/Image/BgStory/Bgstory275.png
243	164	1648		3			2	123	1																																										Mysterious Wall	You take it.		Tunnel Wall	The wall returns to normal.	The moment you hold the emblem, everything else begins to dissolve. When you come back to your senses, the hidden wall has vanished without a trace, but the emblem remains in your hand.	Take the emblem.	Assets/Product/Texture/Image/BgStory/Bgstory275.png
244	164	1649		3			2	124	1																																										Mysterious Wall	You take it.		Tunnel Wall	The wall returns to normal.	The moment you hold the emblem, everything else begins to dissolve. When you come back to your senses, the hidden wall has vanished without a trace, but the emblem remains in your hand.	Take the emblem.	Assets/Product/Texture/Image/BgStory/Bgstory275.png
245	164	16410		3			2	125	1																																										Mysterious Wall	You take it.		Tunnel Wall	The wall returns to normal.	The moment you hold the emblem, everything else begins to dissolve. When you come back to your senses, the hidden wall has vanished without a trace, but the emblem remains in your hand.	Take the emblem.	Assets/Product/Texture/Image/BgStory/Bgstory275.png
246	164	16411		3			2	126	1																																										Mysterious Wall	You take it.		Tunnel Wall	The wall returns to normal.	The moment you hold the emblem, everything else begins to dissolve. When you come back to your senses, the hidden wall has vanished without a trace, but the emblem remains in your hand.	Take the emblem.	Assets/Product/Texture/Image/BgStory/Bgstory275.png
247	164	16412		3			3	1	1																																										Mysterious Wall	You pick up the wooden crate.		Tunnel Wall	The wall collapses	As you gently touch the wall, it crumbles loudly, leaving behind only a wooden crate buried under rubble.	Open the crate	Assets/Product/Texture/Image/BgStory/Bgstory275.png
248	165	1651		2											Follow the moonlight (requires activation of Insight)	Confirm		3	0	0	0	16511	1005048	Turn away from the moonlight	Confirm		3	0	0	0	16512																				Crimson Moon	A chilling sensation.		Within the Undersea Fog	Rays of eerie moonlight emerge.	You find yourself enveloped in a dense fog, which seems to be an illusion created by a congregation of Crimson creatures. Above, a vague silhouette of a red moon shines down. Gazing at the eerie moonlight, you decide to...	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory523.jpg
249	165	1652		3			3	2	1																																										Crimson Moon	You and it become one.		Within the Undersea Fog	You continue toward the moonlight.	Following the moonlight, the crimson moon seems to whisper to you. Acknowledging your wisdom, it decides to offer its assistance.	Accept the assistance	Assets/Product/Texture/Image/BgStory/Bgstory523.jpg
250	165	1653		3			1	96120	3																																										Crimson Moon	You reject it.		Within the Undersea Fog	You resist the moonlight and leave the place.	You turn away from the moonlight, using your strong will to break free from the illusion and collecting some Biomimetic Blood.	Collect Biomimetic Blood	Assets/Product/Texture/Image/BgStory/Bgstory523.jpg
251	166	1661		2											Why not	Confirm		1	1	96119	6	16611		Take note of the story silently	Confirm		3	0	0	0	16612																				The Legend of the "Demon"	A storyteller hollers.	Assets/Product/Texture/Image/RoleStory/CaifaNormal01.png	Storyteller	Just defeated that demon, and who would've thought it... Want to know what happens next? Support me with a Tinbread Cookie!	Inside the tavern, a storyteller weaves a tale about a sea demon. It seems you can spare a few coins to hear him spin the yarn just for you.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory204.png
252	166	1662		3		150007	3	2	1																																										The Legend of the "Demon"	The storyteller shares the story with you.	Assets/Product/Texture/Image/RoleStory/CaifaNormal01.png	Storyteller	Let me tell ya, there might be more than one of those demons. Be careful out there, very careful!	Grateful for your generosity, the storyteller shares the story of the "demon"—a mythical creature lurking in the ocean depths. The demon resembles a fierce shark and seems to be fixated on a mysterious item. Perhaps the sea fortress holds some clues, so the storyteller hopes you can accept this collectible and help prove the legend.	Bid him farewell	Assets/Product/Texture/Image/BgStory/Bgstory204.png
253	166	1663		3			1	96119	10																																										The Legend of the "Demon"	You leave the place		Inside the Roadside Tavern	You leave the place	Feigning indifference to these stories, you turn and retell them to others in the same manner. Soon, you've earned yourself a lot of Tinbread Cookies.	Fruitful gains	Assets/Product/Texture/Image/BgStory/Bgstory204.png
254	167	1671		2											Craft the potion	Confirm		1	1	96120	5	16711		Take the antique book	Confirm		3	0	0	0	16712																				The "Demon" Recipe	An antique book lies there silently.		In the Fortress's Dark Room	An antique book lies there silently.	Hidden in a room in the fortress is an antique book about the legends of a demon. The book mentions a mysterious potion that can lure the "demon" out. You could try crafting the potion using some materials, or perhaps take this seemingly valuable book.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory189.png
255	167	1672		3		150008	2	140	1																																										The "Demon" Recipe	You've successfully concocted the "potion."		In the Fortress's Dark Room	You've successfully concocted the "potion."	You've used some materials and successfully concocted... the "potion." The weird thing is, it looks... incredibly tasty?	Carefully preserve	Assets/Product/Texture/Image/BgStory/Bgstory189.png
256	167	1673		3			1	96119	10																																										The "Demon" Recipe	You manage to sell off this antique book.		In the Fortress's Dark Room	You manage to sell off this antique book.	You have no interest in legends, but you know this book will fetch a good price.	Fruitful gains	Assets/Product/Texture/Image/BgStory/Bgstory189.png
257	168	1681		2											Set up the milkshake to attract the real demon	Confirm		2	2	140	1	16811		Hunker down and wait here. Maybe there's a surprise.	Confirm		3	0	0	0	16812		Not my concern. Gotta focus on the journey.	Confirm		3	0	0	0	16813											The "Demon" Appears	A strange hunting ground.		Tunnel Square	A strange hunting ground.	You seem to have stumbled upon a hunting ground. The smell of milkshake fills the air. This seems to be where the legendary "demon" was sighted. You decide to...	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory570.jpg
258	168	1682		5	70061																																														The "Demon" Appears	They emerge from the shadows.	Assets/Product/Texture/Image/RoleStory/BiancaTheatreShashibierNormal02.png	"The True Demon"	Hungry... milkshake... milkshake!!	The moment you set the milkshakes down, two demons appear beside you—Shark-speare, no less! They're eyeing your milkshake with a fierce hunger. Looks like you can't escape.	Prepare for battle	Assets/Product/Texture/Image/BgStory/BgStory570.jpg
259	168	1683		5	70071																																														The "Demon" Appears	Face-to-face with the demon.	Assets/Product/Texture/Image/RoleStory/ShashibierNormal04.png	"The False Demon"	Shark-speare is waiting for prey. What are you waiting for?	While scouting for an ambush spot, you bump into a demon in hiding. It seems different from the legendary one, but there's no backing down from this encounter.	Take it down	Assets/Product/Texture/Image/BgStory/BgStory570.jpg
260	168	1684		1																																															The "Demon" Appears	Better to just leave this place.		Tunnel Square	Better to just leave this place.	You couldn't care less about the stuff of legends and press on toward your journey's end.	Leave	Assets/Product/Texture/Image/BgStory/BgStory570.jpg
