UiName	ParentUiName	LoadWithParent	UiType	UiResType	PrefabUrl	SceneUrl	ModelUrl	CacheTime	Recycle	HideSetPosition	FightingStay
UiStrongholdMainLineBanner			Normal	Bundle	Assets/Product/Ui/Prefab/UiStrongholdMainLineBanner.prefab			5000			0
UiStrongholdFightMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiStrongholdFightMain.prefab			5000			0
UiStrongholdSkillDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdSkillDetails.prefab			5000			0
UiStrongholdSupportTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdSupportTips.prefab			5000			0
UiStrongholdDeploy			Normal	Bundle	Assets/Product/Ui/Prefab/UiStrongholdDeploy.prefab			5000			0
UiStrongholdRoomCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiStrongholdRoomCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiStrongholdRoomCharacter.prefab	5000			0
UiStrongholdCoreTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdCoreTips.prefab			5000			0
UiStrongholdInfo			Dialog	Bundle	Assets/Product/Ui/Prefab/UiStrongholdInfo.prefab			5000			0
UiStrongholdAnimation			Dialog	Bundle	Assets/Product/Ui/Prefab/UiStrongholdAnimation.prefab			5000			0
UiPartnerSkillPreview			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPartnerSkillPreview.prefab			5000			0
UiPartnerActivatePassiveSkill			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPartnerActivatePassiveSkill.prefab			5000			0
UiPartnerActivateMainSkill			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPartnerActivateMainSkill.prefab			5000			0
UiPartnerCarry			Normal	Bundle	Assets/Product/Ui/Prefab/UiPartnerCarry.prefab			5000			0
UiSpecialFashionShop			Normal	Bundle	Assets/Product/Ui/Prefab/UiSpecialFashionShop.prefab			5000			0
UiStrongholdQuickDeploy			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdQuickDeploy.prefab			5000			0
UiStrongholdFightSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiStrongholdFightSettleWin.prefab			5000			0
UiPartnerStrengthenSkip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPartnerStrengthenSkip.prefab			5000			0
UiWhitedayMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiWhitedayMain.prefab			5000			0
UiWhitedayObtain			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiWhitedayObtain.prefab			5000			0
UiWhitedayInvite			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiWhitedayInvite.prefab			5000			0
UiWhitedayReady			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UIWhitedayReady.prefab			5000			0
UiWhitedayTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiWhitedayTask.prefab			5000			0
UiMoeWarRankingList			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarRankingList.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiMoeWarMessage3D.prefab	5000			0
UiMoeWarMessage			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarMessage.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiMoeWarMessage3D.prefab	5000			0
UiMoeWarSchedule			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarSchedule.prefab	Assets/Product/Ui/Scene3DPrefab/UiMoeWarSchedule3D.prefab	Assets/Product/Ui/UiModel/UiMoeWarSchedule/UiMoeWarScheduleModel.prefab	5000			0
UiChessPursuitQuickDeploy			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiChessPursuitQuickDeploy.prefab			5000			0
UiPartnerPopupTip			Tips	Bundle	Assets/Product/Ui/Prefab/UiPartnerPopupTip.prefab			5000			0
UiPurchaseBuyTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPurchaseBuyTips.prefab			5000			0
UiFunbenKoroTutorial			Normal	Bundle	Assets/Product/Ui/Prefab/UiFunbenKoroTutorial.prefab			5000			0
UiMoeWarMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarMain.prefab			5000			0
UiPartnerPropertyOther			Normal	Bundle	Assets/Product/Ui/Prefab/UiPartnerPropertyOther.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiPartnerOther.prefab	5000			0
UiPanelPartnerShowMainSkill			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPartnerActivateMainSkill.prefab			5000			0
UiUseCoinPackage			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiUsePackage.prefab			5000			0
UiMoeWarTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarTask.prefab			5000			0
UiFingerGuessingGame			Normal	Bundle	Assets/Product/Ui/Prefab/UiFingerGuessingGame.prefab			5000			0
UiFingerGuessingResult			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFingerGuessingResult.prefab			5000			0
UiFingerGuessingSelectStage			Normal	Bundle	Assets/Product/Ui/Prefab/UiFingerGuessingSelectStage.prefab			5000			0
UiFingerGuessingTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiFingerGuessingTask.prefab			5000			0
UiNameplateTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiNameplateTip.prefab			5000			0
UiObtainNameplate			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiObtainNameplate.prefab			5000			0
UiMoeWarShop			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarShop.prefab			5000			0
UiMoeWarShopItem			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMoeWarShopItem.prefab			5000			0
UiMoeWarPreparation			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarPreparation.prefab			5000			0
UiMoeWarGroupList			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarGroupList.prefab			5000			0
UiMoeWarPrepare			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMoeWarPrepare.prefab			5000			0
UiMoeWarCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiRoomCharacter.prefab	5000			0
UiMoeWarRecruit			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarRecruit.prefab			5000			0
UiMoeWarSupport			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarSupport.prefab			5000			0
UiMoeWarVote			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarVote.prefab	Assets/Product/Ui/Scene3DPrefab/UiVote3dRunway.prefab	Assets/Product/Ui/UiModel/UiMoeWarVote/UiMoeWarVote.prefab	5000			0
UiMoeWarPollTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMoeWarPollTips.prefab			5000			0
UiMoeWarSupportTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMoeWarSupportTips.prefab			5000			0
UiMoeWarAnimation			Normal	Bundle	Assets/Product/Ui/Prefab/UiMoeWarAnimation.prefab	Assets/Product/Ui/Scene3DPrefab/UiVote3dRunway.prefab	Assets/Product/Ui/UiModel/UiMoeWarAnimation/UiMoeWarAnimation.prefab	5000			0
UiArchivePartner			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchivePartner.prefab			5000			0
UiArchivePartnerDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiArchivePartnerDetail.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiArchivePartnerDetail.prefab	5000			0
UiMoeWarPhotograph			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMoeWarPhotograph.prefab			5000			0
UiPartnerSkillLevelUpAll			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPartnerSkillLevelUpAll.prefab			5000			0
UiMoeWarAnimationTips			Popup	Bundle	Assets/Product/Ui/Prefab/UiMoeWarAnimationTips.prefab			5000			0
UiPartnerPreview			Normal	Bundle	Assets/Product/Ui/Prefab/UiPartnerPreview.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiPartnerPreview.prefab	5000			0
UiGachaOrganize			Normal	Bundle	Assets/Product/Ui/Prefab/UiGachaOrganize.prefab			5000			0
UiGachaPanelPreview			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGachaPanelPreview.prefab			5000			0
UiGachaOrganizeDrawResult			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGachaOrganizeDrawResult.prefab			5000			0
UiStrongholdMinerUp			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdMinerUp.prefab			5000			0
UiStrongholdSkillDetailsDialog			Dialog	Bundle	Assets/Product/Ui/Prefab/UiStrongholdSkillDetails.prefab			5000			0
UiStrongholdChooseLevelType			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdChooseLevelType.prefab			5000			0
UiPokemonMainLineBanner			Normal	Bundle	Assets/Product/Ui/Prefab/UiPokemonMainLineBanner.prefab			5000			0
UiPokemonFight			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPokemonFight.prefab			5000			0
UiMovieAssemble			Normal	Bundle	Assets/Product/Ui/Prefab/UiMovieAssemble.prefab			5000			0
UiFubenHack			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenHack.prefab			5000			0
UiHackCharInfo			Normal	Bundle	Assets/Product/Ui/Prefab/UiHackCharInfo.prefab	Assets/Product/Ui/Scene3DPrefab/UiHack3d.prefab	Assets/Product/Ui/UiModel/UiHack3d/UiHack3d.prefab	5000			0
UiHackDevelop			Normal	Bundle	Assets/Product/Ui/Prefab/UiHackDevelop.prefab			5000			0
UiHackLevelUpTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiHackLevelUpTips.prefab			5000			0
UiFubenHackDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenHackDetails.prefab			5000			0
UiCoupleCombatMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiCoupleCombatMain.prefab			5000			0
UiFubenTaskReward			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenTaskReward.prefab			5000			0
UiLoginVerification			Popup	Bundle	Assets/Product/Ui/Prefab/UiLoginVerification.prefab			5000			0
UiTRPGSecondMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGSecondMain.prefab			5000			0
UiTRPGTruthRoadSecondMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiTRPGTruthRoadSecondMain.prefab			5000			0
UiStrongholdPowerExpectTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdPowerExpectTips.prefab			5000			0
UiReformRoomCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiRoomCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiRoomCharacter.prefab	5000			
UiReformRoleList			Normal	Bundle	Assets/Product/Ui/Prefab/UiReformRoleList.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiCharacter.prefab	5000			
UiReformList			Normal	Bundle	Assets/Product/Ui/Prefab/UiReformList.prefab			5000			
UiReform			Normal	Bundle	Assets/Product/Ui/Prefab/UiReform.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d2.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiReform.prefab	5000			
UiReformBuffTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiReformBuffTips.prefab			5000			0
UiReformBuffDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiReformBuffDetail.prefab			5000			0
UiReformPreview			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiReformPreview.prefab			5000			
UiReformTeamUp			Normal	Bundle	Assets/Product/Ui/Prefab/UiReformTeamUp.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiRoomCharacter.prefab	5000			
UiReformCombatSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiReformCombatSettleWin.prefab			5000			
UiMentorAnnouncement			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMentorAnnouncement.prefab			5000			0
UiMentorRecording			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMentorRecording.prefab			5000			0
UiMentorGiftTisp			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMentorGiftTisp.prefab			5000			0
UiMentorRewardTisp			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMentorRewardTisp.prefab			5000			0
UiFubenPokerGuessing			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenPokerGuessing.prefab			5000			0
UiFubenPokerGuessingCardRecorder			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenPokerGuessingCardrecorder.prefab			5000			0
UiFubenPokerGuessingTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenPokerGuessingTask.prefab			5000			0
UiFubenPokerGuessingTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenPokerGuessingTips.prefab			5000			0
UiFubenPokerGuessingSelectRole			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenPokerGuessingSelectRole.prefab			5000			0
UiFubenPokerGuessingStory			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenPokerGuessingStory.prefab			5000			0
UiPartnerTeachingBanner			Normal	Bundle	Assets/Product/Ui/Prefab/UiPartnerTeachingBanner.prefab			5000			0
UiPartnerTeachingChapter			Normal	Bundle	Assets/Product/Ui/Prefab/UiPartnerTeachingChapter.prefab			5000			0
UiInvertCardGame			Normal	Bundle	Assets/Product/Ui/Prefab/UiInvertCardGame.prefab			5000			0
UiCharSkillOtherParsing			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCharSkillOtherParsing.prefab			5000			0
UiRpgMakerGameMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenRpgMakerGameMain03.prefab			5000			
UiRpgMakerGameDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenRpgMakerGameDetail.prefab			5000			
UiRpgMakerGameCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenRpgMakerCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiFubenRpgMakerCharacterModel.prefab	5000			
UiRpgMakerGamePlayMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenRpgMakerGamePlayMain.prefab			5000			
UiRpgMakerGamePlayTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenRpgMakerGameTask.prefab			5000			
UiRpgMakerGameMapTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenRpgMakerGameMapTip.prefab			5000			
UiFubenRpgMakerGameMovie			Dialog	Bundle	Assets/Product/Ui/Prefab/UiFubenRpgMakerGameMovie.prefab			5000			
UiMineSweepingMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiMineSweepingMain.prefab			5000			
UiSummerEpisodeNew			Normal	Bundle	Assets/Product/Ui/Prefab/UiSummerEpisodeNew.prefab			5000			
UiSummerEpisodeMap			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSummerEpisodeMap.prefab			5000			
UiSummerEpisodeNewTask			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSummerEpisodeNewTask.prefab			5000			0
UiKillZoneMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiKillZoneMain.prefab			5000			0
UiKillZoneReward			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiKillZoneReward.prefab			5000			0
UiKillZoneDaily			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiKillZoneDaily.prefab			5000			0
UiKillZonePlugin			Normal	Bundle	Assets/Product/Ui/Prefab/UiKillZonePlugin.prefab			5000			0
UiKillZonePluginPopup			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiKillZonePluginPopup.prefab			5000			0
UiKillZonePluginReset			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiKillZonePluginReset.prefab			5000			0
UiKillZoneStageDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiKillZoneStageDetail.prefab			5000			0
UiKillZoneBuffTips			Popup	Bundle	Assets/Product/Ui/Prefab/UiKillZoneBuffTips.prefab			5000			0
UiKillZoneSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiKillZoneSettleWin.prefab			5000			0
UiFubenFashionStory			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenFashionStory.prefab			5000			0
UiSuperTowerCall			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerCall.prefab			5000			0
UiSuperTowerPluginDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerTips.prefab			5000			0
UiSuperTowerMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerMain.prefab	Assets/Product/Ui/Scene3DPrefab/SceneSupertower.prefab	Assets/Product/Ui/UiModel/UiSuperTowerMain/UiSuperTowerMain.prefab	5000			0
UiSuperTowerStageDetail04			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerStageDetail04.prefab			5000			0
UiChangeCombination			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiChangeCombination.prefab			5000			0
UiBattleRoomRoleDetail			Normal	Bundle	Assets/Product/Ui/Prefab/UiBattleRoomRoleDetail.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiRoomCharacter.prefab	5000			0
UiBattleRoleRoom			Normal	Bundle	Assets/Product/Ui/Prefab/UiBattleRoleRoom.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiNewRoomSingle.prefab	5000			0
UiBattleRoleRoomCaptain			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiNewRoomSingleTip.prefab			5000			0
UiSuperTowerRoleOverrun			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerRoleOverrun.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiSuperTowerRoots.prefab	5000			0
UiSupertowerExpansion			Tips	Bundle	Assets/Product/Ui/Prefab/UiSupertowerExpansion.prefab			5000			0
UiSuperTowerTedianUP			Tips	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerTedianUP.prefab			5000			0
UiSuperTowerUnlocking			Tips	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerUnlocking.prefab			5000			0
UiSuperTowerMultiStageDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerMultiStageDetail.prefab			5000			0
UiSuperTowerSingleStageDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerSingleStageDetail.prefab			5000			0
UiSuperTowerShop			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerShop.prefab			5000			0
UiSuperTowerShopItem			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSupertowerShopItem.prefab			5000			0
UiSuperTowerInfiniteSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerInfiniteSettleWin.prefab			5000			0
UiSuperTowerEnhanceDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerTips.prefab			5000			0
UiSuperTowerFubenCloseTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerFubenCloseTip.prefab			5000			0
UiSuperTowerSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerSettleWin.prefab			5000			0
UiSuperTowerLoading			Dialog	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerLoading.prefab			5000			0
UiStrongholdRune			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdRune.prefab			5000			0
UiSuperTowerItemTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerItemTip.prefab			5000			0
UiPassport			Normal	Bundle	Assets/Product/Ui/Prefab/UiPassport.prefab			5000			0
UiPassportCard			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPassportCard.prefab			5000			0
UiPassportUpLevel			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPassportUpLevel.prefab			5000			0
UiSuperTowerFubenSelectTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerFubenSelectTip.prefab			5000			0
UiSuperTowerChooseCore			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerChooseCore.prefab			5000			0
UiSuperTowerQuickDeploy			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerQuickDeploy.prefab			5000			0
UiSuperTowerDeploy			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerDeploy.prefab			5000			0
UiSuperTowerPlugUp			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerPlugUp.prefab			5000			0
UiSupertowerUpTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSupertowerUpTips.prefab			5000			0
UiSuperTowerUnlockTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperTowerUnlockTips.prefab			5000			0
UiFunbenWeiLaTutorial			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperBiancaActivityMain.prefab			5000			0
UiSkipTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEquipStrengthenSkip.prefab			5000			0
UiPassportTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPassportTips.prefab			5000			0
UiDownload			Dialog	Bundle	Assets/Product/Ui/Prefab/UiDownload.prefab			5000			0
UiSummerEpisodeSettle			Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiplayerFightGrade.prefab			5000			0
UiDlcTest			Normal	Bundle	Assets/Product/Ui/Prefab/PanelDlcTest.prefab			5000			0
UiSameColorGameBossMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiSameColorGameBossMain.prefab	Assets/Product/Ui/Scene3DPrefab/UiSameColorGame3D.prefab	Assets/Product/Ui/UiModel/UiSameColorGame/UiSameColorGame3D.prefab	5000			
UiSameColorGameBoss			Normal	Bundle	Assets/Product/Ui/Prefab/UiSameColorGameBoss.prefab			5000			
UiSameColorGameTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiSameColorGameTask.prefab			5000			
UiWeekCalendar			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiWeekCalendar.prefab			5000			0
UiWeekCalendarTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiWeekCalendarTip.prefab			5000			0
UiFubenSameColorGameRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenSameColorGameRank.prefab			5000			
UiSameColorGameObtain			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSameColorGameObtain.prefab			5000			
UiSameColorGamePopup			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSameColorGamePopup.prefab			5000			
UiSameColorGamePopupTwo			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSameColorGamePopupTwo.prefab			5000			
UiLivWarmActivityPop			Normal	Bundle	Assets/Product/Ui/Prefab/UiLivWarmActivityPop.prefab			5000			0
UiLivWarmSoundsActivity			Normal	Bundle	Assets/Product/Ui/Prefab/UiLivWarmSoundsActivity.prefab			5000			0
UiSameColorGameBattle			Normal	Bundle	Assets/Product/Ui/Prefab/UiSameColorGameBattle.prefab	Assets/Product/Ui/Scene3DPrefab/UiSameColorGameBattle3D.prefab	Assets/Product/Ui/UiModel/UiSameColorGame/UiSameColorGameBattle.prefab	5000			
UiSameColorGameSkillDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSameColorGameSkillDetails.prefab			5000			0
UiSameColorGameChangeColor			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSameColorGameChangeColor.prefab			5000			0
UiSameColorGameSettlement			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSameColorGameSettlement.prefab			5000			0
UiSameColorGameGiveUp			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSameColorGameGiveUp.prefab			5000			0
UiPassportReward			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPassportReward.prefab			5000			0
UiSuperSmashBrosMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosMain.prefab			5000			0
UiSuperSmashBrosSelectStage			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosSelectStage.prefab			5000			0
UiSuperSmashBrosPick			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosPick.prefab			5000			0
UiSuperSmashBrosModeRules			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosModeRules.prefab			5000			0
UiSuperSmashBrosCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiCharacter.prefab	5000			0
UiSuperSmashBrosSelectCore			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosSelectCore.prefab			5000			0
UiSuperSmashBrosCore			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosCore.prefab			5000			0
UiSuperSmashBrosReady			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosReady.prefab			5000			0
UiSuperSmashBrosSettle			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosSettle.prefab			5000			0
UiSuperSmashBrosMonster			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosMonster.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiCharacter.prefab	5000			0
UiSuperSmashBrosBalanceTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosBalanceTips.prefab			5000			0
UiSuperSmashBrosReward			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosReward.prefab			5000			0
UiSuperSmashBrosWords			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosWords.prefab			5000			0
UiSuperSmashBrosRanking			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosRanking.prefab			5000			0
UiSuperSmashBrosBattleResult			Normal	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosBattleResult.prefab			5000			0
UiSuperSmashBrosOrder			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosOrder.prefab			5000			0
UiSuperSmashBrosClearTime			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosClearTime.prefab			5000			0
UiSuperSmashBrosDialog			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosDialog.prefab			5000			0
UiSuperSmashBrosObtain			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSuperSmashBrosObtain.prefab			5000			0
UiReformPreview2			Normal	Bundle	Assets/Product/Ui/Prefab/UiReformPreview2.prefab			5000			
UiLivWarmExtActivity			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiLivWarmExtActivity.prefab			5000			0
