Id	StageId	MaxLevel	RecommendationLevel	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	MonsterLevel[1]	MonsterLevel[2]	MonsterLevel[3]
10233	10130180	57	65					316	235	153
10234	10130181	57	65					416	150	96
10235	10130182	57	65					416	215	143
10236	10130183	57	65					1099	402	256
10237	10130184	57	65					616	190	80
10238	10130185	57	65					616	190	90
10239	10130186	57	65					887	402	256
10240	10130171	120	75					416	335	213
10241	10130172	120	75					416	335	213
10242	10130173	120	75					416	335	213
10243	10130174	120	75					416	335	213
10244	10130175	120	75					376	305	193
10245	10130176	120	75					416	335	213
10246	10130177	120	75					416	335	213
10247	10130178	120	75					416	335	213
10248	10130179	120	75					416	335	213
10249	10130180	120	75					416	335	213
10250	10130181	120	75					416	150	96
10251	10130182	120	75					416	215	143
10252	10130183	120	75					1099	402	256
10253	10130184	120	75					616	190	80
10254	10130185	120	75					616	190	90
10255	10130186	120	75					887	402	256
10256	30161101	120	1					600	600	600
10257	30161102	120	1					600	600	600
10258	30161103	120	1					600	600	600
10259	30161104	120	1					600	600	600
10260	30161105	120	1					600	600	600
10261	30161106	120	1					600	600	600
10262	30161107	120	1					600	600	600
10263	30161108	120	1					600	600	600
10264	30161109	120	1					600	600	600
10265	30161110	120	1					600	600	600
10266	30161121	120	1					800	800	800
10267	30161122	120	1					800	800	800
10268	30161123	120	1					800	800	800
10269	30161124	120	1					800	800	800
10270	30161125	120	1					800	800	800
10271	30161126	120	1					800	800	800
10272	30161127	120	1					800	800	800
10273	30161128	120	1					800	800	800
10274	30161129	120	1					800	800	800
10275	30161130	120	1					800	800	800
10276	30180501	120	1					450	450	450
10277	30180502	120	1					500	500	500
10278	30180503	120	1					550	550	550
10279	30180504	120	1					600	600	600
10280	30180511	120	1					570	570	570
10281	30180512	120	1					640	640	640
10282	30180513	120	1					710	710	710
10283	30180514	120	1					780	780	780
10284	30180521	120	1					700	700	700
10285	30180522	120	1					780	780	780
10286	30180523	120	1					860	860	860
10287	30180524	120	1					940	940	940
10288	30180531	120	1					1000	1000	1000
10289	30180532	120	1					1000	1000	1000
10290	30180533	120	1					1000	1000	1000
10291	30180534	120	1					1000	1000	1000
10292	30180541	120	1					1000	1000	1000
10293	30180542	120	1					1000	1000	1000
10294	30180543	120	1					1000	1000	1000
10295	30180544	120	1					1000	1000	1000
10296	30180301	120	1					200	200	200
10297	30180302	120	1					200	200	200
10298	30180303	120	1					230	230	230
10299	30180304	120	1					230	230	230
10300	30180305	120	1					260	260	260
10301	30180306	120	1					260	260	260
10302	30180307	120	1					450	450	450
10303	30180308	120	1					400	400	400
10304	30180309	120	1					430	430	430
10305	30180310	120	1					460	460	460
10306	30180311	120	1					490	490	490
10307	30180312	120	1					520	520	520
10308	30180313	120	1					550	550	550
10309	30180314	120	1					620	620	620
10310	30180315	120	1					620	620	620
10311	30180316	120	1					620	620	620
10312	30180317	120	1					605	605	605
10313	30180318	120	1					605	605	605
10314	30180319	120	1					605	605	605
10315	30180320	120	1					680	680	680
10316	30180321	120	1					680	680	680
10317	30180322	120	1					680	680	680
10318	30180323	120	1					755	755	755
10319	30180324	120	1					755	755	755
10320	30180325	120	1					755	755	755
10321	30180326	120	1					810	810	810
10322	30180327	120	1					810	810	810
10323	30180328	120	1					810	810	810
10324	30180329	120	1					855	855	855
10325	30180330	120	1					855	855	855
10326	30180331	120	1					855	855	855
10327	30180332	120	1					900	900	900
10328	30180333	120	1					900	900	900
10329	30180334	120	1					900	900	900
10330	30180335	120	1					900	900	900
10331	30180336	120	1					900	900	900
10332	30180337	120	1					900	900	900
10333	30180338	120	1					900	900	900
10334	30180339	120	1					900	900	900
10335	30180340	120	1					850	850	850
10336	30180341	120	1					850	850	850
10337	30180342	120	1					850	850	850
10338	30180343	120	1					850	850	850
10339	30180344	120	1					850	850	850
10340	30180345	120	1					870	870	870
10341	30180346	120	1					870	870	870
10342	30180347	120	1					870	870	870
10343	30180348	120	1					870	870	870
10344	30180349	120	1					870	870	870
10345	30180350	120	1					890	890	890
10346	30180351	120	1					890	890	890
10347	30180352	120	1					890	890	890
10348	30180353	120	1					890	890	890
10349	30180354	120	1					890	890	890
10350	30180355	120	1					900	900	900
10351	30180356	120	1					900	900	900
10352	30180357	120	1					900	900	900
10353	30180358	120	1					900	900	900
10354	30180359	120	1					900	900	900
10355	30180360	120	1					900	900	900
10356	30180361	120	1					900	900	900
10357	30180362	120	1					900	900	900
10358	30180363	120	1					900	900	900
10359	30180364	120	1					900	900	900
10360	30180365	120	1					900	900	900
10361	30180366	120	1					900	900	900
10362	30180367	120	1					900	900	900
10363	30180368	120	1					900	900	900
10364	30180369	120	1					900	900	900
10365	30180370	120	1					900	900	900
10366	30180371	120	1					900	900	900
10367	30180372	120	1					900	900	900
10368	30180373	120	1					900	900	900
10369	30180374	120	1					900	900	900
10370	30180375	120	1					900	900	900
10371	30180376	120	1					900	900	900
10372	30180377	120	1					900	900	900
10373	30180378	120	1					900	900	900
10374	30180379	120	1					900	900	900
10375	30180380	120	1					900	900	900
10376	30180381	120	1					900	900	900
10377	30180382	120	1					900	900	900
10378	30180383	120	1					900	900	900
10379	30180384	120	1					900	900	900
10380	30180385	120	1					900	900	900
10381	30180386	120	1					900	900	900
10382	30180387	120	1					900	900	900
10383	30180388	120	1					900	900	900
10384	30180389	120	1					900	900	900
10385	30180390	120	1					900	900	900
10386	30180391	120	1					900	900	900
10387	30180392	120	1					900	900	900
10388	30180393	120	1					900	900	900
10389	30180394	120	1					900	900	900
10390	30180395	120	1					900	900	900
10391	30180396	120	1					950	950	950
10392	30180397	120	1					950	950	950
10393	30180398	120	1					950	950	950
10394	30180399	120	1					950	950	950
10395	30180400	120	1					950	950	950
10396	30180401	120	1					950	950	950
10397	30180402	120	1					950	950	950
10398	30180403	120	1					950	950	950
10399	30180404	120	1					950	950	950
10400	30180405	120	1					950	950	950
10401	30180406	120	1					950	950	950
10402	30180407	120	1					950	950	950
10403	30180408	120	1					950	950	950
10404	30180409	120	1					950	950	950
10405	30101011	120	80					300	225	150
10406	30161501	120	1					100	450	160
10407	30161502	120	1					100	535	173
10408	30161503	120	1					100	550	130
10409	30161504	120	1					100	550	180
10410	30161505	120	1					100	520	207
10411	30161506	120	1					100	830	188
10412	30161507	120	1					100	650	440
10413	30161508	120	1					100	750	750
10414	30161509	120	1					100	700	245
10415	30161510	120	1					100	580	600
10416	30161511	120	1					100	750	140
10417	30161512	120	1					100	570	400
10418	30161513	120	1					100	620	368
10419	30161514	120	1					100	620	690
10420	30161515	120	1					100	620	544
10421	30161516	120	1					100	620	300
10422	30090656	54	50	2117003		211611		86	93	73
10423	30090657	54	50	2117003		211611		110	96	75
10424	30090658	54	50	2117003		211611		136	98	77
10425	30090659	54	50	2117003		211611		188	110	86
10426	30090660	54	50	2117003		211611		250	120	95
10427	30090656	69	65	2117003		211611		123	162	127
10428	30090657	69	65	2117003		211611		185	170	133
10429	30090658	69	65	2117003		211611		246	178	140
10430	30090659	69	65	2117003		211611		321	186	145
10431	30090660	69	65	2117003		211611		402	193	151
10432	30090656	120	80	2117003		211611		168	235	183
10433	30090657	120	80	2117003		211611		258	243	190
10434	30090658	120	80	2117003		211611		357	252	197
10435	30090659	120	80	2117003		211611		462	261	205
10436	30090660	120	80	2117003		211611		516	271	211
10437	30090661	54	50	2117004		211612		86	93	73
10438	30090662	54	50	2117004		211612		110	96	75
10439	30090663	54	50	2117004		211612		136	98	77
10440	30090664	54	50	2117004		211612		188	110	86
10441	30090665	54	50	2117004		211612		250	120	95
10442	30090661	69	65	2117004		211612		123	162	127
10443	30090662	69	65	2117004		211612		185	170	133
10444	30090663	69	65	2117004		211612		246	178	140
10445	30090664	69	65	2117004		211612		321	186	145
10446	30090665	69	65	2117004		211612		402	193	151
10447	30090661	120	80	2117004		211612		168	235	183
10448	30090662	120	80	2117004		211612		258	243	190
10449	30090663	120	80	2117004		211612		357	252	197
10450	30090664	120	80	2117004		211612		462	261	205
10451	30090665	120	80	2117004		211612		516	271	211
10452	30131304	120	80					300	225	150
10453	30101017	120	80					300	500	150
10454	30101018	120	80					300	130	150
10455	10150104	54	50	100801010	10120125	100801	10120125	362	361	360
10456	10150105	54	50	100801010	10120125	100801	10120125	362	361	360
10457	10150107	54	50	100801010	10120125	100801	10120125	216	161	93
10458	10150109	54	50	100801010	10120125	100801	10120125	216	266	93
10459	10150110	54	50	100801010	10120125	100801	10120125	362	361	360
10460	10150111	54	50	100801010	10120125	100801	10120125	216	133	93
10461	10150112	54	50	100801010	10120125	100801	10120125	362	660	360
10462	10150114	54	50	100801010	10120125	100801	10120125	216	135	93
10463	10150116	54	50	100801010	10120125	100801	10120125	1000	1001	1002
10464	10150104	79	65	100801010	10120125	100801	10120125	362	361	360
10465	10150105	79	65	100801010	10120125	100801	10120125	362	361	360
10466	10150107	79	65	100801010	10120125	100801	10120125	316	281	153
10467	10150109	79	65	100801010	10120125	100801	10120125	316	463	153
10468	10150110	79	65	100801010	10120125	100801	10120125	362	361	360
10469	10150111	79	65	100801010	10120125	100801	10120125	316	232	153
10470	10150112	79	65	100801010	10120125	100801	10120125	362	660	360
10471	10150114	79	65	100801010	10120125	100801	10120125	316	235	153
10472	10150116	79	65	100801010	10120125	100801	10120125	1000	1001	1002
10473	10150104	120	75	100801010	10120125	100801	10120125	362	361	360
10474	10150105	120	75	100801010	10120125	100801	10120125	362	361	360
10475	10150107	120	75	100801010	10120125	100801	10120125	416	400	213
10476	10150109	120	75	100801010	10120125	100801	10120125	416	660	213
10477	10150110	120	75	100801010	10120125	100801	10120125	362	361	360
10478	10150111	120	75	100801010	10120125	100801	10120125	416	660	213
10479	10150112	120	75	100801010	10120125	100801	10120125	362	660	360
10480	10150114	120	75	100801010	10120125	100801	10120125	416	335	213
10481	10150116	120	75	100801010	10120125	100801	10120125	1000	1001	1002
10482	11150102	54	50	110801010	11120104	110801	11120104	216	135	103
10483	11150104	54	50	110801010	11120104	110801	11120104	216	135	103
10484	11150106	54	50	110801010	11120104	110801	11120104	216	135	103
10485	11150102	79	65	110801010	11120104	110801	11120104	324	202	154
10486	11150104	79	65	110801010	11120104	110801	11120104	324	202	154
10487	11150106	79	65	110801010	11120104	110801	11120104	324	202	154
10488	11150102	120	75	110801010	11120104	110801	11120104	420	320	230
10489	11150104	120	75	110801010	11120104	110801	11120104	420	320	230
10490	11150106	120	75	110801010	11120104	110801	11120104	420	320	230
10491	30161201	120	75		30161201		30161201	300	300	300
10492	30161202	120	75		30161202		30161202	500	500	500
10493	30161203	120	75		30161203		30161203	700	700	700
10494	30161204	120	75		30161204		30161204	550	550	550
10495	30161205	120	75		30161205		30161205	500	500	500
10496	30161206	120	75		30161206		30161206	550	550	550
10497	30161207	120	75		30161207		30161207	700	700	700
10498	30161208	120	75		30161208		30161208	750	750	750
10499	30161209	120	75		30161209		30161209	800	800	800
10500	30161210	120	75		30161210		30161210	1250	1250	1250
10501	30301801	120	80					177	177	177
10502	30301802	120	80					347	347	347
10503	30301803	120	80					507	507	507
10504	30301804	120	80					732	732	732
10505	30301805	120	80					946	946	946
10506	30301901	120	80					138	138	138
10507	30301902	120	80					270	270	270
10508	30301903	120	80					394	394	394
10509	30301904	120	80					569	569	569
10510	30301905	120	80					736	736	736
10511	30100858	120	80		12051		12051	300	225	150
10512	30100859	120	80		12051		12051	300	225	150
10513	30100860	120	80		12051		12051	300	225	150
10514	30100861	120	80		12051		12051	300	225	150
10515	30160504	120	80					550	375	250
10516	30160505	120	80					720	375	250
10517	13012712	120	75					255	255	255
10518	13012716	120	75					255	255	255
10519	12130101	120	80	110801010	11120101	110801	11120101	850	850	850
10520	12130102	120	80	110801010	11120101	110801	11120101	850	850	850
10521	12130103	120	80	110801010	11120101	110801	11120101	850	850	850
10522	12130104	120	80	110801010	11120101	110801	11120101	850	850	850
10523	12130105	120	80	110801010	11120101	110801	11120101	850	850	850
10524	12130201	120	80	110801010	11120101	110801	11120101	900	900	900
10525	12130202	120	80	110801010	11120101	110801	11120101	900	900	900
10526	12130203	120	80	110801010	11120101	110801	11120101	900	900	900
10527	12130204	120	80	110801010	11120101	110801	11120101	900	900	900
10528	12130205	120	80	110801010	11120101	110801	11120101	1920	1920	1920
10529	12130301	120	80	110801010	11120101	110801	11120101	1920	1920	1920
10530	12130302	120	80	110801010	11120101	110801	11120101	1200	1200	1200
10531	12130303	120	80	110801010	11120101	110801	11120101	900	900	900
10532	12130304	120	80	110801010	11120101	110801	11120101	1200	1200	1200
10533	12130305	120	80	110801010	11120101	110801	11120101	960	960	960
10534	12140101	120	80	110801010	11120101	110801	11120101	900	900	900
10535	12140102	120	80	110801010	11120101	110801	11120101	900	900	900
10536	12140103	120	80	110801010	11120101	110801	11120101	900	900	900
10537	12140104	120	80	110801010	11120101	110801	11120101	1330	1330	1330
10538	12140105	120	80	110801010	11120101	110801	11120101	720	720	720
10539	12140201	120	80	110801010	11120101	110801	11120101	2200	2200	2200
10540	12140202	120	80	110801010	11120101	110801	11120101	1000	1000	1000
10541	12140203	120	80	110801010	11120101	110801	11120101	1100	1100	1100
10542	12140204	120	80	110801010	11120101	110801	11120101	1100	1100	1100
10543	12140205	120	80	110801010	11120101	110801	11120101	720	720	720
10544	12140301	120	80	110801010	11120101	110801	11120101	1950	1950	1950
10545	12140302	120	80	110801010	11120101	110801	11120101	1100	1100	1100
10546	12140303	120	80	110801010	11120101	110801	11120101	1100	1100	1100
10547	12140304	120	80	110801010	11120101	110801	11120101	1200	1200	1200
10548	12140305	120	80	110801010	11120101	110801	11120101	870	870	870
10549	12150101	120	80	110801010	11120101	110801	11120101	900	900	900
10550	12150102	120	80	110801010	11120101	110801	11120101	900	900	900
10551	12150103	120	80	110801010	11120101	110801	11120101	900	900	900
10552	12150104	120	80	110801010	11120101	110801	11120101	1000	1000	1000
10553	12150105	120	80	110801010	11120101	110801	11120101	1150	1150	1150
10554	12150201	120	80	110801010	11120101	110801	11120101	1100	1100	1100
10555	12150202	120	80	110801010	11120101	110801	11120101	1100	1100	1100
10556	12150203	120	80	110801010	11120101	110801	11120101	1100	1100	1100
10557	12150204	120	80	110801010	11120101	110801	11120101	1100	1100	1100
10558	12150205	120	80	110801010	11120101	110801	11120101	1170	1170	1170
10559	12150301	120	80	110801010	11120101	110801	11120101	800	800	800
10560	12150302	120	80	110801010	11120101	110801	11120101	1100	1100	1100
10561	12150303	120	80	110801010	11120101	110801	11120101	1265	1265	1265
10562	12150304	120	80	110801010	11120101	110801	11120101	1100	1100	1100
10563	12150305	120	80	110801010	11120101	110801	11120101	2250	2250	2250
10564	30090666	54	50	2117005		211621		86	93	73
10565	30090667	54	50	2117005		211621		110	96	75
10566	30090668	54	50	2117005		211621		136	98	77
10567	30090669	54	50	2117005		211621		188	110	86
10568	30090670	54	50	2117005		211621		250	120	95
10569	30090666	69	65	2117005		211621		123	162	127
10570	30090667	69	65	2117005		211621		185	170	133
10571	30090668	69	65	2117005		211621		246	178	140
10572	30090669	69	65	2117005		211621		321	186	145
10573	30090670	69	65	2117005		211621		402	193	151
10574	30090666	120	80	2117005		211621		168	235	183
10575	30090667	120	80	2117005		211621		258	243	190
10576	30090668	120	80	2117005		211621		357	252	197
10577	30090669	120	80	2117005		211621		462	261	205
10578	30090670	120	80	2117005		211621		516	271	211
10579	30090671	54	50	2117006		211622		86	93	73
10580	30090672	54	50	2117006		211622		110	96	75
10581	30090673	54	50	2117006		211622		136	98	77
10582	30090674	54	50	2117006		211622		188	110	86
10583	30090675	54	50	2117006		211622		250	120	95
10584	30090671	69	65	2117006		211622		123	162	127
10585	30090672	69	65	2117006		211622		185	170	133
10586	30090673	69	65	2117006		211622		246	178	140
10587	30090674	69	65	2117006		211622		321	186	145
10588	30090675	69	65	2117006		211622		402	193	151
10589	30090671	120	80	2117006		211622		168	235	183
10590	30090672	120	80	2117006		211622		258	243	190
10591	30090673	120	80	2117006		211622		357	252	197
10592	30090674	120	80	2117006		211622		462	261	205
10593	30090675	120	80	2117006		211622		516	271	211
10594	30202482	120	1					500	500	500
10595	30202483	120	1					500	500	500
10596	30202484	120	1					500	500	500
10597	30202485	120	1					500	500	500
10598	30202486	120	1					500	500	500
10599	30202487	120	1					500	500	500
10600	30202488	120	1					500	500	500
10601	30202489	120	1					500	500	500
10602	30202490	120	1					500	500	500
10603	30202491	120	1					500	500	500
10604	30202492	120	1					500	500	500
10605	30202493	120	1					500	500	500
10606	30202494	120	1					600	600	600
10607	30202495	120	1					600	600	600
10608	30202496	120	1					600	600	600
10609	30202497	120	1					600	600	600
10610	30202498	120	1					600	600	600
10611	30202499	120	1					600	600	600
10612	30202500	120	1					650	650	650
10613	30202501	120	1					650	650	650
10614	30202502	120	1					650	650	650
10615	30202503	120	1					650	650	650
10616	30202504	120	1					650	650	650
10617	30202505	120	1					650	650	650
10618	30202506	120	1					650	650	650
10619	30202507	120	1					650	650	650
10620	30202508	120	1					650	650	650
10621	30202509	120	1					650	650	650
10622	30202510	120	1					650	650	650
10623	30202511	120	1					650	650	650
10624	30202512	120	1					700	700	700
10625	30202513	120	1					700	700	700
10626	30202514	120	1					700	700	700
10627	30202515	120	1					700	700	700
10628	30202516	120	1					700	700	700
10629	30202517	120	1					700	700	700
10630	30202518	120	1					750	750	750
10631	30202519	120	1					750	750	750
10632	30202520	120	1					750	750	750
10633	30202521	120	1					750	750	750
10634	30202522	120	1					750	750	750
10635	30202523	120	1					750	750	750
10636	30202524	120	1					750	750	750
10637	30202525	120	1					750	750	750
10638	30202526	120	1					750	750	750
10639	30202527	120	1					750	750	750
10640	30202528	120	1					750	750	750
10641	30202529	120	1					750	750	750
10642	30202530	120	1					750	750	750
10643	30202531	120	1					750	750	750
10644	30202532	120	1					750	750	750
10645	30202533	120	1					750	750	750
10646	30202534	120	1					750	750	750
10647	30202535	120	1					750	750	750
10648	30202536	120	1					800	800	800
10649	30202537	120	1					800	800	800
10650	30202538	120	1					800	800	800
10651	30202539	120	1					800	800	800
10652	30202540	120	1					800	800	800
10653	30202541	120	1					800	800	800
10654	30202542	120	1					900	900	900
10655	30202543	120	1					900	900	900
10656	30202544	120	1					900	900	900
10657	30202545	120	1					900	900	900
10658	30202546	120	1					900	900	900
10659	30202547	120	1					900	900	900
10660	30202548	120	1					900	900	900
10661	30202549	120	1					900	900	900
10662	30202550	120	1					900	900	900
10663	30202551	120	1					900	900	900
10664	30202552	120	1					900	900	900
10665	30202553	120	1					900	900	900
10666	30202554	120	1					900	900	900
10667	30202555	120	1					900	900	900
10668	30202556	120	1					900	900	900
10669	30202557	120	1					900	900	900
10670	30202558	120	1					900	900	900
10671	30202559	120	1					900	900	900
10672	30202560	120	1					1000	1000	1000
10673	30202561	120	1					1000	1000	1000
10674	30202562	120	1					1000	1000	1000
10675	30202563	120	1					1000	1000	1000
10676	30202564	120	1					1000	1000	1000
10677	30202565	120	1					1000	1000	1000
10678	30100864	120	80		12051		12051	300	225	150
10679	30100865	120	80		12051		12051	300	225	150
10680	30100866	120	80		12051		12051	300	225	150
10681	30160507	120	80					990	375	250
10682	30160506	120	80					680	375	250
10683	30162201	120	40		421001		421001	15	15	15
10684	30162202	120	40		421002		421002	20	20	20
10685	30162203	120	40		421003		421003	20	20	20
10686	30162204	120	40		421004		421004	25	25	25
10687	30162205	120	40		421005		421005	100	100	100
10688	30162206	120	40		421006		421006	70	70	70
10689	30162207	120	40		421007		421007	70	70	70
10690	30162208	120	40		421008		421008	90	90	90
10691	30162209	120	40		421009		421009	90	90	90
10692	30162210	120	40		421010		421010	200	200	200
10693	30162211	120	40		421011		421011	120	120	120
10694	30162212	120	40		421012		421012	170	170	170
10695	30162213	120	40		421013		421013	250	250	250
10696	30162214	120	40		421014		421014	170	170	170
10697	30162215	120	40		421015		421015	190	190	190
10698	30162216	120	40		421016		421016	300	300	300
10699	30162217	120	40		421017		421017	305	305	305
10700	30162218	120	40		421018		421018	310	310	310
10701	30162219	120	40		421019		421019	300	300	300
10702	30162220	120	40		421020		421020	1000	1000	1000
10703	30162221	120	40		421021		421021	300	300	300
10704	30162222	120	40		421022		421022	230	230	230
10705	30162223	120	40		421023		421023	310	310	310
10706	30162224	120	40		421024		421024	250	250	250
10707	30162225	120	40		421025		421025	380	380	380
10708	30162226	120	40		421026		421026	340	340	340
10709	30162227	120	40		421027		421027	350	350	350
10710	30162228	120	40		421028		421028	355	355	355
10711	30162229	120	40		421029		421029	360	360	360
10712	30162230	120	40		421030		421030	800	800	800
10713	30162231	120	40		421031		421031	380	380	380
10714	30162232	120	40		421032		421032	480	480	480
10715	30162233	120	40		421033		421033	530	530	530
10716	30162234	120	40		421034		421034	550	550	550
10717	30162235	120	40		421035		421035	1000	1000	1000
10718	30162236	120	40		421036		421036	1000	1000	1000
10719	30162237	120	40		421037		421037	1000	1000	1000
10720	30162238	120	40		421038		421038	1000	1000	1000
10721	30162239	120	40		421039		421039	1000	1000	1000
10722	30162240	120	40		421040		421040	1000	1000	1000
10723	30162241	120	40		421055		421055	1000	1000	1000
10724	30162242	120	40		421056		421056	1000	1000	1000
10725	30162243	120	40		421057		421057	1000	1000	1000
10726	30162244	120	40		421058		421058	1000	1000	1000
10727	30162245	120	40		421059		421059	1000	1000	1000
10756	13012814	120	75					257	700	525
10757	13012816	120	75					257	700	525
10758	10160103	54	50	100801010	10120125	100801	10120125	350	350	350
10759	10160107	54	50	100801010	10120125	100801	10120125	750	750	750
10760	10160109	54	50	100801010	10120125	100801	10120125	750	750	750
10761	10160110	54	50	100801010	10120125	100801	10120125	750	750	750
10762	10160111	54	50	100801010	10120125	100801	10120125	416	335	213
10763	10160112	54	50	100801010	10120125	100801	10120125	450	450	450
10764	10160113	54	50	100801010	10120125	100801	10120125	830	335	213
10765	10160103	79	65	100801010	10120125	100801	10120125	350	350	350
10766	10160107	79	65	100801010	10120125	100801	10120125	750	750	750
10767	10160109	79	65	100801010	10120125	100801	10120125	750	750	750
10768	10160110	79	65	100801010	10120125	100801	10120125	750	750	750
10769	10160111	79	65	100801010	10120125	100801	10120125	416	335	213
10770	10160112	79	65	100801010	10120125	100801	10120125	450	450	450
10771	10160113	79	65	100801010	10120125	100801	10120125	830	335	213
10772	10160103	120	75	100801010	10120125	100801	10120125	350	350	350
10773	10160107	120	75	100801010	10120125	100801	10120125	750	750	750
10774	10160109	120	75	100801010	10120125	100801	10120125	750	750	750
10775	10160110	120	75	100801010	10120125	100801	10120125	750	750	750
10776	10160111	120	75	100801010	10120125	100801	10120125	416	335	213
10777	10160112	120	75	100801010	10120125	100801	10120125	450	450	450
10778	10160113	120	75	100801010	10120125	100801	10120125	830	335	213
10779	11160102	54	50	110801010	11120104	110801	11120104	400	286	214
10780	11160104	54	50	110801010	11120104	110801	11120104	650	464	650
10781	11160106	54	50	110801010	11120104	110801	11120104	600	429	600
10782	11160102	79	65	110801010	11120104	110801	11120104	400	286	214
10783	11160104	79	65	110801010	11120104	110801	11120104	650	464	650
10784	11160106	79	65	110801010	11120104	110801	11120104	600	429	600
10785	11160102	120	75	110801010	11120104	110801	11120104	400	286	214
10786	11160104	120	75	110801010	11120104	110801	11120104	650	464	650
10787	11160106	120	75	110801010	11120104	110801	11120104	600	429	600
10788	30210212	120	80		910001		910001	50	50	50
10789	30210213	120	80		910002		910002	75	75	75
10790	30210214	120	80		910003		910003	100	100	100
10791	30210215	120	80		910004		910004	125	125	125
10792	30210216	120	80		910005		910005	100	100	100
10793	30210217	120	80		910006		910006	200	200	200
10794	30210218	120	80		910007		910007	150	150	150
10795	30210219	120	80		910008		910008	150	150	150
10796	30210220	120	80		910009		910009	200	200	200
10797	30210221	120	80		910010		910010	200	200	200
10798	30210222	120	80		910011		910011	300	300	300
10799	30210223	120	80		910012		910012	300	300	300
10800	30210224	120	80		910013		910013	300	300	300
10801	30210225	120	80		910014		910014	400	400	400
10802	30210226	120	80		910015		910015	400	400	400
10803	30210227	120	80		910016		910016	400	400	400
10804	30210228	120	80		910017		910017	500	500	500
10805	30210229	120	80		910018		910018	500	500	500
10806	30210230	120	80		910019		910019	500	500	500
10807	30210231	120	80		910020		910020	600	600	600
10808	30210232	120	80		910021		910021	600	600	600
10809	30210233	120	80		910022		910022	600	600	600
10810	30210326	120	80		910023		910023	800	800	800
10811	30210327	120	80		910024		910024	800	800	800
10812	30210328	120	80		910025		910025	800	800	800
10813	30210335	120	80		910026		910026	900	900	900
10814	30210336	120	80		910027		910027	900	900	900
10815	30210337	120	80		910028		910028	900	900	900
10816	30210332	120	80		910029		910029	1000	1000	1000
10817	30210333	120	80		910030		910030	1000	1000	1000
10818	30210334	120	80		910031		910031	1000	1000	1000
10819	30210329	120	80		910032		910032	1200	1200	1200
10820	30210330	120	80		910033		910033	1200	1200	1200
10821	30210331	120	80		910034		910034	1200	1200	1200
10822	30210350	120	80					1250	1250	1250
10823	30210282	120	80		910001		910001	50	50	50
10824	30210283	120	80		910002		910002	75	75	75
10825	30210284	120	80		910003		910003	100	100	100
10826	30210285	120	80		910004		910004	125	125	125
10827	30210286	120	80		910005		910005	100	100	100
10828	30210287	120	80		910006		910006	200	200	200
10829	30210288	120	80		910007		910007	250	250	250
10830	30210289	120	80		910008		910008	300	300	300
10831	30210290	120	80		910009		910009	350	350	350
10832	30210291	120	80		910010		910010	350	350	350
10833	30210292	120	80		910011		910011	400	400	400
10834	30210293	120	80		910012		910012	400	400	400
10835	30210294	120	80		910013		910013	400	400	400
10836	30210295	120	80		910014		910014	500	500	500
10837	30210296	120	80		910015		910015	500	500	500
10838	30210297	120	80		910016		910016	500	500	500
10839	30210298	120	80		910017		910017	550	550	550
10840	30210299	120	80		910018		910018	550	550	550
10841	30210300	120	80		910019		910019	550	550	550
10842	30210301	120	80		910020		910020	600	600	600
10843	30210302	120	80		910021		910021	600	600	600
10844	30210303	120	80		910022		910022	800	800	800
10845	30210256	120	80		910023		910023	800	800	800
10846	30210257	120	80		910024		910024	800	800	800
10847	30210258	120	80		910025		910025	800	800	800
10848	30210259	120	80		910026		910026	900	900	900
10849	30210260	120	80		910027		910027	900	900	900
10850	30210261	120	80		910028		910028	900	900	900
10851	30210265	120	80		910029		910029	1000	1000	1000
10852	30210266	120	80		910030		910030	1000	1000	1000
10853	30210267	120	80		910031		910031	1000	1000	1000
10854	30210262	120	80		910032		910032	1200	1200	1200
10855	30210263	120	80		910033		910033	1200	1200	1200
10856	30210264	120	80		910034		910034	1200	1200	1200
10857	30210280	120	80					1250	1250	1250
10858	30210234	120	80		910001		910001	50	50	50
10859	30210235	120	80		910002		910002	75	75	75
10860	30210236	120	80		910003		910003	100	100	100
10861	30210237	120	80		910004		910004	125	125	125
10862	30210238	120	80		910005		910005	100	100	100
10863	30210239	120	80		910006		910006	200	200	200
10864	30210240	120	80		910007		910007	150	150	150
10865	30210241	120	80		910008		910008	150	150	150
10866	30210242	120	80		910009		910009	200	200	200
10867	30210243	120	80		910010		910010	200	200	200
10868	30210244	120	80		910011		910011	300	300	300
10869	30210245	120	80		910012		910012	300	300	300
10870	30210246	120	80		910013		910013	300	300	300
10871	30210247	120	80		910014		910014	400	400	400
10872	30210248	120	80		910015		910015	400	400	400
10873	30210249	120	80		910016		910016	400	400	400
10874	30210250	120	80		910017		910017	500	500	500
10875	30210251	120	80		910018		910018	500	500	500
10876	30210252	120	80		910019		910019	500	500	500
10877	30210253	120	80		910020		910020	600	600	600
10878	30210254	120	80		910021		910021	600	600	600
10879	30210255	120	80		910022		910022	600	600	600
10880	30210338	120	80		910023		910023	800	800	800
10881	30210339	120	80		910024		910024	800	800	800
10882	30210340	120	80		910025		910025	800	800	800
10883	30210347	120	80		910026		910026	900	900	900
10884	30210348	120	80		910027		910027	900	900	900
10885	30210349	120	80		910028		910028	900	900	900
10886	30210344	120	80		910029		910029	1000	1000	1000
